entry_time,signal_cutoff,exit_time,holding_days,symbol,category,eligible_count,ivol60,ivol90,ivol120,alpha90,beta90,tvol90,max28,mom90,log_volume30,entry_price,exit_price,target_asset_return,target_market_return,target_excess_return
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,LTCUSDT,Payment,23,0.029493930246641997,0.02776808348555922,0.02935615643979411,-0.00032675795315906817,1.0165566158679245,0.049952040195271344,0.06390572987428733,-0.11630928469412094,19.671815736289947,146.19,109.43,-0.2514535877967029,-0.28480876325683924,0.03335517546013633
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,NEARUSDT,Layer-1,23,0.06425252480097593,0.06048917060623664,0.0798530097608869,0.009094473343823618,1.1663209894080826,0.07675904163004016,0.23606262963366875,0.6767548473711384,20.144651030853208,14.5988,11.112,-0.2388415486204346,-0.28480876325683924,0.04596721463640463
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,RUNEUSDT,DeFi,23,0.041287286195090415,0.04966297108966761,0.048434436955792345,-0.000556276063263409,1.1663686143063894,0.06857563342774982,0.10191152279276494,-0.14808790123715365,18.321069695414565,6.793,4.121,-0.3933460915648461,-0.28480876325683924,-0.10853732830800689
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,SNXUSDT,DeFi,23,0.023354813615928515,0.023218939667778344,0.03180718564220336,-0.00637525820889987,1.0502221939373435,0.04872840636362264,0.09726772313758292,-0.6386185612454349,17.36073192631708,5.482,5.73,0.045238963881794936,-0.28480876325683924,0.3300477271386342
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,SOLUSDT,Layer-1,23,0.03727650355593421,0.03753851127395417,0.048754244947664144,0.0016040197250978489,0.8447862763300886,0.05115605850205105,0.10179870712019046,0.06517570616239254,20.71290662368964,170.01,99.47,-0.41491676960178814,-0.28480876325683924,-0.1301080063449489
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,TRXUSDT,Layer-1,23,0.023231781535506892,0.021960715271679736,0.027655291565037588,-0.0015339913225361041,0.7352730456141882,0.03751043408545738,0.04488606594680977,-0.1981783729785218,18.326304355180998,0.07531,0.05902,-0.2163059354667375,-0.28480876325683924,0.06850282779010175
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,UNIUSDT,DeFi,23,0.02911290058099155,0.02705388002620981,0.03480757045646085,-0.0031792899104336075,1.0697974820152758,0.051309471428459055,0.11426027313688136,-0.3654724000976852,18.606219696647774,17.0,11.765,-0.30794117647058816,-0.28480876325683924,-0.023132413213748926
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,VETUSDT,Layer-1,23,0.030538533760313652,0.028370024784195376,0.027308728682882692,-0.001746479217348322,1.1177624488522506,0.053582636046195876,0.06818674488142706,-0.2461395169713798,18.66381788912842,0.08267,0.05381,-0.3490988266602153,-0.28480876325683924,-0.06429006340337606
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,XLMUSDT,Layer-2,23,0.023777686701787547,0.03014027065380832,0.028561949773756746,-0.0004166404858157221,0.9094725041530619,0.047970622574725445,0.07265895613478812,-0.1152868191789791,18.481114401088817,0.26636,0.19938,-0.251464183811383,-0.28480876325683924,0.03334457944545621
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,XMRUSDT,PoW,23,0.025263124819119184,0.027659862163883237,0.026976845863430323,-0.0008348513168995581,0.702995650506116,0.04015660378590311,0.0964747576810554,-0.1346467426742528,17.727435969823624,228.54,146.99,-0.3568303141681981,-0.28480876325683924,-0.07202155091135887
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,XRPUSDT,Payment,23,0.024396250779797058,0.023844994432073868,0.02379118179100431,-0.0017282258682937307,0.7690364661854743,0.03971304577661927,0.07366906551187075,-0.21773645150741072,20.268373216489707,0.8294,0.6174,-0.25560646250301433,-0.28480876325683924,0.029202300753824906
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,ZECUSDT,PoW,23,0.05930640991860366,0.05232304547321262,0.04700090549522067,0.004499759424674298,1.0991373313341566,0.06880772735534063,0.05404080276146672,0.2906840978088647,18.474085585685163,146.38,94.42,-0.3549665254816231,-0.28480876325683924,-0.07015776222478387
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,ZILUSDT,PoW,23,0.025119186485980542,0.025400781561855663,0.02561023634291853,-0.0011232123420890365,1.0805604038042023,0.05082095258078244,0.07753615514779044,-0.1898495571440426,17.411535902212638,0.07463,0.04486,-0.39890124614766187,-0.28480876325683924,-0.11409248289082263
2022-02-01 00:00:00+00:00,2022-01-30 00:00:00+00:00,2022-03-01 00:00:00+00:00,28,1000XECUSDT,Payment,24,0.020868652766659106,0.02501387996862854,0.025488954277691052,-0.003268887397325716,0.8975220403829101,0.04686732480178067,0.08949912247401937,-0.8647312322407892,16.425329258566904,0.07624,0.07861,0.031086044071353625,0.02189924101073663,0.009186803060616994
