date,LONG_FULL_9,LONG_FAST_4,LONG_BALANCED_4,LONG_SLOW_5,LONG_SHORT_FULL_9,LONG_SHORT_BALANCED_4
2021-01-01 00:00:00+00:00,0.0019034184932940068,0.0019034184932940068,0.0019034184932940068,0.0019034184932940068,0.0019034184932940068,0.0019034184932940068
2021-01-02 00:00:00+00:00,0.016183554731996175,0.016183554731996175,0.016183554731996175,0.016183554731996175,0.016183554731996175,0.016183554731996175
2021-01-03 00:00:00+00:00,0.0040876949299375465,0.0040876949299375465,0.0040876949299375465,0.0040876949299375465,0.0040876949299375465,0.0040876949299375465
2021-01-04 00:00:00+00:00,-0.006595930129160044,-0.006595930129160044,-0.006595930129160044,-0.006595930129160044,-0.006595930129160044,-0.006595930129160044
2021-01-05 00:00:00+00:00,0.010798746777989754,0.010798746777989754,0.010798746777989754,0.010798746777989754,0.010798746777989754,0.010798746777989754
2021-01-06 00:00:00+00:00,0.01489376033962242,0.01489376033962242,0.01489376033962242,0.01489376033962242,0.01489376033962242,0.01489376033962242
2021-01-07 00:00:00+00:00,0.010522306846491025,0.010522306846491025,0.010522306846491025,0.010522306846491025,0.010522306846491025,0.010522306846491025
2021-01-08 00:00:00+00:00,0.003986063203355705,0.003986063203355705,0.003986063203355705,0.003986063203355705,0.003986063203355705,0.003986063203355705
2021-01-09 00:00:00+00:00,-0.0025239647595614034,-0.0025239647595614034,-0.0025239647595614034,-0.0025239647595614034,-0.0025239647595614034,-0.0025239647595614034
2021-01-10 00:00:00+00:00,-0.00843506592253096,-0.00843506592253096,-0.00843506592253096,-0.00843506592253096,-0.00843506592253096,-0.00843506592253096
2021-01-11 00:00:00+00:00,-0.012036335079592453,-0.008545906295889028,-0.012036335079592453,-0.012036335079592453,-0.012036335079592453,-0.012036335079592453
2021-01-12 00:00:00+00:00,-0.0044871869996585545,-0.0028988654299290095,-0.005901797390697738,-0.005901797390697738,-0.0038839957755203436,-0.005901797390697738
2021-01-13 00:00:00+00:00,0.010547371009502982,0.006769819434993218,0.014101569604911157,0.014101569604911157,0.009034927257563163,0.014101569604911157
2021-01-14 00:00:00+00:00,0.005201943751986571,0.0033513902589097366,0.006930492632110541,0.006930492632110541,0.004462688426456696,0.006930492632110541
2021-01-15 00:00:00+00:00,-0.007792931359885902,-0.006621635781996371,-0.010364613989723326,-0.010364613989723326,-0.006690387559014965,-0.010364613989723326
2021-01-16 00:00:00+00:00,-0.0024248710153503827,-0.002051516973410772,-0.0032334639590561043,-0.0032334639590561043,-0.002079489568167059,-0.0032334639590561043
2021-01-17 00:00:00+00:00,-0.0005734750678599854,-0.00038948337458810656,-0.0007653253299999552,-0.0007653253299999552,-0.0004916231320255537,-0.0007653253299999552
2021-01-18 00:00:00+00:00,0.002339838352098278,0.0013854389358327612,0.003123207051095367,0.003123207051095367,0.002005709613956963,0.003123207051095367
2021-01-19 00:00:00+00:00,-0.0029267180165546414,-0.0017345871884554276,-0.0039035209664950443,-0.0039035209664950443,-0.002509619485643655,-0.0039035209664950443
2021-01-20 00:00:00+00:00,-0.0013725133618293084,-0.000812480392695103,-0.0018323899044205838,-0.0018323899044205838,-0.0011764187574255791,-0.0018323899044205838
2021-01-21 00:00:00+00:00,-0.014732085839759601,-0.008715996826205497,-0.01967730387006128,-0.01967730387006128,-0.012624794819030671,-0.01967730387006128
2021-01-22 00:00:00+00:00,0.0047219411730077265,-9.53065918413154e-05,0.004177755883345791,0.009032116788039835,0.002791768256733773,0.004177755883345791
2021-01-23 00:00:00+00:00,-0.0020607197998869786,0.0,-0.0018555316493183982,-0.00388606339346409,-0.0012387921327096096,-0.0018555316493183982
2021-01-24 00:00:00+00:00,0.0003810575006097938,0.0,0.00034304464960288605,0.0007199072589167965,0.00022888243265706265,0.00034304464960288605
2021-01-25 00:00:00+00:00,-0.00012978397500873484,0.0,-0.00011684165769210164,-0.000245109435639268,-7.796668807147356e-05,-0.00011684165769210164
2021-01-26 00:00:00+00:00,0.00047568331352576543,0.0,0.00042824167985178185,0.000898477012442056,0.0003466939226646204,0.00042824167985178185
2021-01-27 00:00:00+00:00,-0.0047657734187359635,0.0,-0.004290668894442962,-0.008997854224257362,-0.0036213520549090994,-0.004290668894442962
2021-01-28 00:00:00+00:00,0.006844928294352348,0.0,0.006159610353441369,0.012978520082263634,0.002676514086767945,0.003006475255014296
2021-01-29 00:00:00+00:00,0.0017720305607809017,0.0006670060446940518,0.001595700025364133,0.0033395644435234573,0.001225099601628754,0.0007930333559775793
2021-01-30 00:00:00+00:00,-5.012178408081436e-05,-2.0001909013078745e-05,-4.5142230743477896e-05,-9.431181574337533e-05,-3.553935975142419e-05,-2.2452845963916168e-05
2021-01-31 00:00:00+00:00,-0.0027380746565808245,-0.0021500559624786364,-0.0024660371671296755,-0.005152334651095658,-0.0028570898494079122,-0.0012265299125274742
2021-02-01 00:00:00+00:00,0.0008612817553130814,0.0006694474196113909,0.000775498794998386,0.001624638267606171,0.0008932194152779793,0.000385230218280741
2021-02-02 00:00:00+00:00,0.004271384672507095,0.001639488410452028,0.003846287905160839,0.00805098478620292,0.004429632874000333,0.001911394807545319
2021-02-03 00:00:00+00:00,0.00464937898840323,0.0034520223759513247,0.004188436386759697,0.006871429600862289,0.004820871645669023,0.0034546231680805395
2021-02-04 00:00:00+00:00,-0.002141972312386886,-0.0018162116853985832,-0.0014901104392308628,-0.002461889483572066,-0.0017140309933976194,-0.0018162116853989163
2021-02-05 00:00:00+00:00,0.0037357931959931534,0.003151047726792866,0.0026289131525956133,0.004347596285582789,0.0037708865169139294,0.003151047726792866
2021-02-06 00:00:00+00:00,0.0023043743589723498,0.0019448148805980559,0.001623400343675252,0.0026801233548432446,0.0023364790303452843,0.0019448148805980559
2021-02-07 00:00:00+00:00,-0.0015068908312628748,-0.0012722218457500434,-0.0010623058019175735,-0.001751946176059116,-0.001527835979997283,-0.0012722218457503764
2021-02-08 00:00:00+00:00,0.021322947942330917,0.0179980828925681,0.015025249089132053,0.02479663878058913,0.02161978146292065,0.0179980828925681
2021-02-09 00:00:00+00:00,-0.0005158562527345367,-0.0004368414400223175,-0.00036575424674767376,-0.0005488174871617346,-0.0005228854398117155,-0.00043684144002242853
2021-02-10 00:00:00+00:00,-0.005138688977109673,-0.004351240934524436,-0.0036429045622529133,-0.004408891547431071,-0.005208746678039056,-0.004351240934524436
2021-02-11 00:00:00+00:00,0.008612750507773548,0.007287172514920615,0.006096559996467521,0.007384149535923701,0.00873078622881196,0.0072871725149203925
2021-02-12 00:00:00+00:00,-0.002432683274104619,-0.0020609806010606357,-0.001726288368549489,-0.0020882068981256108,-0.0024657340670969363,-0.0020609806010605247
2021-02-13 00:00:00+00:00,-0.0008634714790016762,-0.0007312645831419884,-0.0006123057666390652,-0.000740945066880383,-0.0008752317272416876,-0.0007312645831420994
2021-02-14 00:00:00+00:00,0.0035037551553938062,0.002966899464242223,0.002483961966670112,0.003006204415088698,0.003551517156738626,0.002966899464242445
2021-02-15 00:00:00+00:00,-0.0021879832584689174,-0.0018537257236987958,-0.0015527329005347035,-0.00187820994433463,-0.0022177035516661725,-0.0018537257236987958
2021-02-16 00:00:00+00:00,0.0029078953990635537,0.0024628320809221282,0.002062315653737379,0.002495422659695823,0.0029474823525819094,0.0024628320809223503
2021-02-17 00:00:00+00:00,0.007881832931861066,0.006678455210969769,0.005594611108061365,0.006766611010867729,0.0062959503166242214,0.006678455210969547
2021-02-18 00:00:00+00:00,-0.0017617698586080976,-0.0018551503319290674,-0.0015557536573301833,-0.0018794737820726493,-0.0017687654192091173,-0.0018551503319290674
2021-02-19 00:00:00+00:00,0.008945553472749834,0.0099475836442382,0.008339673982348916,0.01007825508557647,0.00948355452445826,0.0099475836442382
2021-02-20 00:00:00+00:00,-0.0006453802248382878,-0.0007169600118775987,-0.0006020303513699643,-0.0007262840275304994,-0.0006838298680620358,-0.0007169600118777097
2021-02-21 00:00:00+00:00,0.0029112635596770797,0.00323438647293095,0.00271559761604534,0.0032764800184694742,0.0030848258089744007,0.003234386472930728
2021-02-22 00:00:00+00:00,-0.007386348503699125,-0.008203520765932892,-0.006891256694418368,-0.008309935863257012,-0.007825349877698118,-0.008203520765933003
2021-02-23 00:00:00+00:00,-0.011025574974747099,-0.007907720788862038,-0.010281425142548928,-0.012415762767069682,-0.009326308061688104,-0.012255454315897252
2021-02-24 00:00:00+00:00,0.0011794722304208083,0.0007479629051363457,0.001436415631262733,0.0017383522417566688,0.0012962857902845126,0.0017156286931188092
2021-02-25 00:00:00+00:00,-0.004439374623582348,-0.002855127310366745,-0.005256324370711107,-0.006359293886518902,-0.004744206348752722,-0.0062763082712293805
2021-02-26 00:00:00+00:00,-0.0013306943802009474,-0.0004855145967312957,-0.0015768675306075952,-0.0019098697955550747,-0.0008543206177075158,-0.0013946620154409173
2021-02-27 00:00:00+00:00,-0.0004218640900350845,-0.0001420686347907152,-0.0005000305214158951,-0.0006058288312678073,-0.00025265395879903174,-0.00042658578543741665
2021-02-28 00:00:00+00:00,-0.001627402482823892,-0.0005478971918952968,-0.0019290917883024727,-0.0023375036019478435,-0.0009744846691093212,-0.0016456248874531232
2021-03-01 00:00:00+00:00,0.005831846329130919,-4.068385018807241e-05,0.005213929690176311,0.010715789752471228,0.0034993541950119056,0.005235155388616075
2021-03-02 00:00:00+00:00,-0.001526906324641586,-0.0006593436788634444,-0.0013750179941511842,-0.0027797185177848016,-0.000918287020523656,-0.0013750179941512952
2021-03-03 00:00:00+00:00,0.0024991421437645656,0.0010193993028670967,0.0022501987840988225,0.004555380391604746,0.0015020775889713622,0.0022501987840988225
2021-03-04 00:00:00+00:00,-0.0026412073178284645,-0.0010789402171594853,-0.0023787033157375292,-0.004804479086964575,-0.0028616581211104997,-0.0023787033157375292
2021-03-05 00:00:00+00:00,0.0004897678551603057,0.0001997585693445103,0.0004409748010072434,0.0008928471182445552,0.0005232911512440541,0.00044097480100702136
2021-03-06 00:00:00+00:00,0.00016274684468919887,-3.830653998782019e-05,0.0001465403596729864,0.00029656812169132074,0.00017388060350853607,0.0001465403596729864
2021-03-07 00:00:00+00:00,0.0027327918333233114,0.0,0.0024606977056882418,0.004979208770747645,0.002919713771013299,0.0024606977056882418
