decision,entry,rankable,tail_size,low_return,high_return,high_minus_low,rank_ic,top_short_proxy,dvol_top_short_proxy,increment_vs_dvol
2022-10-01 00:00:00+00:00,2022-10-03 00:00:00+00:00,25,9,0.04178265847325116,0.07412070130739812,0.03233804283414696,-0.013076923076923076,-0.002264216841654178,-0.002264216841654178,0.0
2022-10-08 00:00:00+00:00,2022-10-10 00:00:00+00:00,25,9,-0.03395511709575045,-0.06482946337425138,-0.030874346278500935,-0.3707692307692308,0.024362694113398337,0.024362694113398337,0.0
2022-10-15 00:00:00+00:00,2022-10-17 00:00:00+00:00,25,9,0.007068420086763573,-0.002302859985348799,-0.00937128007211237,-0.16999999999999998,0.0019206894323652009,0.0019206894323652009,0.0
2022-10-22 00:00:00+00:00,2022-10-24 00:00:00+00:00,24,8,0.03722892520035245,0.04197642006708459,0.004747494866732135,-0.09043478260869564,-0.0045524326389357345,-0.0045524326389357345,0.0
2022-10-29 00:00:00+00:00,2022-10-31 00:00:00+00:00,24,8,0.039972407476489696,0.013908718487732855,-0.026063688988756842,-0.16347826086956518,0.011121396942658152,0.011121396942658152,0.0
2022-11-05 00:00:00+00:00,2022-11-07 00:00:00+00:00,24,8,-0.19202861636949264,-0.2975870600674584,-0.10555844369796574,-0.5643478260869564,0.061114058792853164,0.061114058792853164,0.0
2022-11-12 00:00:00+00:00,2022-11-14 00:00:00+00:00,24,8,0.01363234947077055,-0.055510158409920296,-0.06914250788069085,-0.4530434782608695,0.014559340659340642,0.014559340659340642,0.0
2022-11-19 00:00:00+00:00,2022-11-21 00:00:00+00:00,24,8,0.09045234453680129,0.1134150329820738,0.02296268844527251,0.10869565217391304,-0.03971614555865289,-0.03971614555865289,0.0
2022-11-26 00:00:00+00:00,2022-11-28 00:00:00+00:00,24,8,0.03311160094731311,0.046616579340079525,0.013504978392766417,0.1252173913043478,0.00497127430277036,0.00497127430277036,0.0
2022-12-03 00:00:00+00:00,2022-12-05 00:00:00+00:00,24,8,-0.007642852374353373,-0.03866375633531022,-0.031020903960956844,-0.47043478260869553,0.003277484559236375,0.003277484559236375,0.0
2022-12-10 00:00:00+00:00,2022-12-12 00:00:00+00:00,24,8,-0.06653209360513954,-0.1236009212671266,-0.057068827661987065,-0.4626086956521739,0.02977790298873101,0.02977790298873101,0.0
2022-12-17 00:00:00+00:00,2022-12-19 00:00:00+00:00,23,8,-0.010339400181833838,-0.019672188822529788,-0.00933278864069595,-0.1650197628458498,0.010248287478944434,0.010248287478944434,0.0
2022-12-24 00:00:00+00:00,2022-12-26 00:00:00+00:00,23,8,-0.026690992966161523,-0.052026702412140566,-0.025335709445979043,-0.07608695652173912,-0.004948309464048452,0.008449176443391326,-0.013397485907439778
2022-12-31 00:00:00+00:00,2023-01-02 00:00:00+00:00,22,8,0.06219179280431325,0.20697436541098954,0.1447825726066763,0.7052512704686619,-0.11450282804296036,-0.05122177314211208,-0.06328105490084829
2023-01-07 00:00:00+00:00,2023-01-09 00:00:00+00:00,23,8,0.16730782593291577,0.27703367202687756,0.1097258460939618,0.24901185770750991,-0.1479313712559564,-0.026806898710782234,-0.12112447254517417
2023-01-14 00:00:00+00:00,2023-01-16 00:00:00+00:00,23,8,0.01936317961631054,0.10756131748002218,0.08819813786371164,0.4545454545454546,-0.0161831023144432,-0.0161831023144432,0.0
2023-01-21 00:00:00+00:00,2023-01-23 00:00:00+00:00,24,8,0.05061157173691688,0.05861465742740872,0.008003085690491837,-0.002608695652173913,-0.021638581075066443,-0.021638581075066443,0.0
2023-01-28 00:00:00+00:00,2023-01-30 00:00:00+00:00,24,8,-0.02386980333860228,-0.038146093521466196,-0.014276290182863915,-0.2539130434782608,0.02308408467730047,0.02308408467730047,0.0
2023-02-04 00:00:00+00:00,2023-02-06 00:00:00+00:00,25,9,-0.03679362546804445,-0.04472410868641763,-0.007930483218373183,-0.3861538461538461,-0.005278807452089919,0.01903667163861067,-0.024315479090700587
2023-02-11 00:00:00+00:00,2023-02-13 00:00:00+00:00,25,9,0.06552998516296615,0.12743472790958876,0.06190474274662261,0.40230769230769226,-0.029917870225013077,-0.04124955100754763,0.011331680782534555
2023-02-18 00:00:00+00:00,2023-02-20 00:00:00+00:00,25,9,-0.03315292018791316,-0.05380553134555746,-0.0206526111576443,-0.19153846153846155,0.03610504308969042,-0.007520646224471796,0.04362568931416221
2023-02-25 00:00:00+00:00,2023-02-27 00:00:00+00:00,25,9,-0.052435528512834756,-0.09669912462997193,-0.04426359611713718,-0.5761538461538462,-0.04306511246148088,-0.04306511246148088,0.0
2023-03-04 00:00:00+00:00,2023-03-06 00:00:00+00:00,24,8,-0.03522417497910009,-0.021477549125529738,0.013746625853570352,-0.19826086956521738,0.024225397728678516,0.024225397728678516,0.0
2023-03-11 00:00:00+00:00,2023-03-13 00:00:00+00:00,24,8,0.08160854360823605,0.08353021390869009,0.001921670300454037,0.003478260869565217,-0.009887347232207078,-0.009887347232207078,0.0
2023-03-18 00:00:00+00:00,2023-03-20 00:00:00+00:00,24,8,0.004426310140295625,-0.07241662420132784,-0.07684293434162347,-0.5182608695652173,0.03278611952703974,0.03278611952703974,0.0
2023-03-25 00:00:00+00:00,2023-03-27 00:00:00+00:00,24,8,0.03662063482405681,0.00485917483248155,-0.03176145999157526,-0.2052173913043478,-0.01118223198429763,-0.01118223198429763,0.0
2023-04-01 00:00:00+00:00,2023-04-03 00:00:00+00:00,24,8,0.01456085650069859,-0.004580624469322947,-0.019141480970021538,-0.15652173913043477,-0.009103228424564846,-0.009103228424564846,0.0
2023-04-08 00:00:00+00:00,2023-04-10 00:00:00+00:00,24,8,0.06148913394825817,0.1111762840716568,0.04968715012339864,0.35130434782608694,-0.022213662544221302,-0.022213662544221302,0.0
2023-04-15 00:00:00+00:00,2023-04-17 00:00:00+00:00,24,8,-0.10196658614695189,-0.12918263540027242,-0.027216049253320523,-0.11217391304347826,0.02976334045834575,0.025052505021859878,0.004710835436485872
2023-04-22 00:00:00+00:00,2023-04-24 00:00:00+00:00,24,8,-0.003068660630464057,-0.0017906967524511097,0.001277963878012947,0.04869565217391304,0.0034728893436269097,-0.015434663277947402,0.018907552621574314
2023-04-29 00:00:00+00:00,2023-05-01 00:00:00+00:00,24,8,-0.027663364983854688,-0.06179275044544917,-0.03412938546159448,-0.5252173913043477,0.015073626373626386,0.015073626373626386,0.0
2023-05-06 00:00:00+00:00,2023-05-08 00:00:00+00:00,24,8,-0.03073027631897722,-0.01801508687674283,0.01271518944223439,-0.508695652173913,0.029511947696220703,0.0196907385559226,0.009821209140298104
2023-05-13 00:00:00+00:00,2023-05-15 00:00:00+00:00,24,8,0.002699508719860133,0.012073143015878002,0.009373634296017869,-0.041739130434782605,0.0011857041320712232,-0.004728805237315838,0.005914509369387061
2023-05-20 00:00:00+00:00,2023-05-22 00:00:00+00:00,24,8,0.02348531496987699,0.05180076595392305,0.02831545098404606,0.2843478260869565,-0.03699298876234442,-0.03699298876234442,0.0
2023-05-27 00:00:00+00:00,2023-05-29 00:00:00+00:00,23,8,-0.008872646487250835,-0.02155702846308538,-0.012684381975834547,-0.16798418972332016,0.03155183094850771,0.03155183094850771,0.0
2023-06-03 00:00:00+00:00,2023-06-05 00:00:00+00:00,23,8,-0.1491071109594132,-0.20990040816493022,-0.060793297205517016,-0.49604743083003955,0.043407980759641245,0.043407980759641245,0.0
2023-06-10 00:00:00+00:00,2023-06-12 00:00:00+00:00,23,8,0.014405959139061855,-0.006618525641897119,-0.021024484780958974,-0.1808300395256917,0.007469962208947938,0.007469962208947938,0.0
2023-06-17 00:00:00+00:00,2023-06-19 00:00:00+00:00,23,8,0.10841058673026399,0.20036959686508363,0.09195901013481964,0.23715415019762848,-0.04478446255731023,-0.04478446255731023,0.0
