decision,rv28,dvol28,mom28,max28,beta84,log_volume30
2022-08-13 00:00:00+00:00,0.029113063781806368,-0.0553659975956034,-0.00871410655865153,0.04595261684961098,-0.055526177653968396,0.0038826666269668707
2022-08-20 00:00:00+00:00,-0.010405949004057558,0.09172130414478855,-0.018806309866398162,-0.03131957293816073,-0.059457874267199305,-0.007237795254733233
2022-08-27 00:00:00+00:00,0.032465814416230226,-0.012828941544960969,-0.007045865911240368,0.019497161839059043,-0.02232669325246099,0.0025626676834102184
2022-09-03 00:00:00+00:00,0.035163835358483955,0.031042924959900665,-0.00015613705600567773,-0.033152963215838174,-0.032518104445346106,0.03255898867336012
2022-09-10 00:00:00+00:00,-0.00961326835316996,-0.036405468691000024,0.00013839535035052846,0.02214658223068759,-0.019144231651145475,0.002542584864574541
2022-09-17 00:00:00+00:00,-0.008037183337487139,-0.07287718385366629,0.01098919419477278,0.05688770646146514,-0.004765169523300714,0.01481172380026407
2022-09-24 00:00:00+00:00,0.02984996194977843,-0.06060179210353435,0.0038635616723375734,0.012110573852338118,0.014676912817421527,-0.004044432756723056
2022-10-01 00:00:00+00:00,0.027933762321637204,-0.019432494345502364,0.052551069396965994,0.0028565074997870567,0.015841789253420155,-0.030148060143316294
2022-10-08 00:00:00+00:00,-0.011604214163871,-0.016547396686108096,0.035921354444749184,-0.000721936823004877,0.02869612990109362,-0.026753236377433917
2022-10-15 00:00:00+00:00,0.0237222959484725,-0.061174818216049136,-0.024167348684109163,0.037967094492178645,0.018678905755164326,-0.003407117694685241
2022-10-22 00:00:00+00:00,-0.011455453970021148,0.0035866179565005236,-0.005816414972301195,-0.004175128587657549,0.0018959637280749398,0.01803229516724189
2022-10-29 00:00:00+00:00,-0.018433364987565724,-0.028104353179647035,0.022123886304142124,0.004099645290982532,0.02986469649041027,0.021922248682028005
2022-11-05 00:00:00+00:00,0.01735757174995578,-0.04980925051514707,0.018048412585103465,0.0023246066345135037,-0.014801865884539873,-0.0033898721789783733
2022-11-12 00:00:00+00:00,0.04832532279804636,-0.16561441416246991,0.0231983132241707,0.0597311345112992,0.06562916684526184,-0.02084906544067623
2022-11-19 00:00:00+00:00,-0.0646767412849684,0.15709461070086178,0.009136528803405645,0.005295842935985138,-0.08794425762205958,0.02121665639688613
2022-11-26 00:00:00+00:00,-0.025839886974409962,0.05905799865751277,-0.0021635105021738316,-0.04026550212706187,0.005288803447331203,-0.01822696769858023
2022-12-03 00:00:00+00:00,0.03360815940688027,0.006858571575397697,0.012059634424974527,-0.0190805974813057,-0.01478795503172282,-0.018646302163931545
2022-12-10 00:00:00+00:00,0.03118423891039871,-0.04530951745058103,0.027250496604720165,-0.011661334246387219,0.0057746142149398124,0.011284666186290176
2022-12-17 00:00:00+00:00,0.012742124614990923,0.005294718460062044,0.023146859526857456,-0.021686549907363115,-0.01621039862107889,0.017288681038165853
2022-12-24 00:00:00+00:00,0.025724294055992747,-0.032593493904234314,-0.0038987268734005476,0.007285597355184898,-0.02466274337815697,0.007821530951318729
2022-12-31 00:00:00+00:00,0.08728600449084875,0.07360228930988962,-0.022274776638805994,-0.06845774492036374,-0.04594570617141652,-0.011179482842794013
2023-01-07 00:00:00+00:00,0.022344447307686796,-0.05465514519092497,-0.015759266884597237,0.03667095810252257,0.09621102583814557,-0.012327714974507822
2023-01-14 00:00:00+00:00,-0.0698161124299012,0.18587926867054563,0.014616842357144753,-0.13249124970302184,0.01692622876648599,-0.0287777611925734
2023-01-21 00:00:00+00:00,-0.0040055107653438025,-0.03868691122021162,-0.027755614043671602,0.05511410218478151,0.02377861900385682,-0.001758282182909556
2023-01-28 00:00:00+00:00,-0.0009813131108534316,-0.03067699636751637,-0.003585794415993066,0.03216387537651839,-0.009477241290061998,-0.0011705478793881882
2023-02-04 00:00:00+00:00,-0.04851003737751594,-0.017643600871803153,0.00970893611918996,0.03848993027531658,0.021515280844759344,-0.030524994637347348
2023-02-11 00:00:00+00:00,0.018539716321676926,-0.05366878023559823,-0.003825346948575261,0.0017734857035508929,0.07086078468074182,-0.013114872369325556
2023-02-18 00:00:00+00:00,-0.02151869859201424,-0.009074573642950811,0.012354337044637943,0.004670901200168359,0.006874213209250681,-0.011943191402086897
2023-02-25 00:00:00+00:00,-0.0018277593448777947,0.018488974387063407,-0.01412336070352346,0.014700680255892112,-0.03784308605823816,0.013001937082014435
2023-03-04 00:00:00+00:00,0.03897747966597141,0.013242237790608218,-0.05496012728468828,-0.010639236455125786,-0.04905295983238053,0.013178811326902143
2023-03-11 00:00:00+00:00,0.008973196509353206,-0.01737492603761916,-0.014238544281138256,-0.005551189980097512,0.015192281529626407,0.004792709687416501
2023-03-18 00:00:00+00:00,0.055836814416625,-0.052693850857263545,-0.05115495685898074,0.01851211154084337,-0.06213996138177981,0.03272539049758791
2023-03-25 00:00:00+00:00,-0.022841042806713154,-0.054142865818010956,-0.0365895895880143,0.09285221609147588,0.0008921299145364034,-0.02284080099563738
2023-04-01 00:00:00+00:00,-0.03886494913664112,0.01288924859989688,-0.02923036645666846,0.016327352101832514,0.006784394343399366,0.003089096817923017
2023-04-08 00:00:00+00:00,0.018875034126061348,-0.018226424877709615,-0.011840396666927077,-0.01981571307857197,0.035376992795569835,0.032881040604196644
2023-04-15 00:00:00+00:00,0.014423454720261193,-0.019818003703046153,-0.007281725327672646,0.013790683449654425,-0.032303561865657915,-0.003427263953562262
2023-04-22 00:00:00+00:00,-0.016851075552004307,-0.010622192314320473,-0.017274355262467202,0.03194934952728252,0.0023201677491241895,0.014160500181541625
2023-04-29 00:00:00+00:00,0.002216069716760625,-0.02258731258280175,0.009783042786716815,0.005834505431406285,-0.0032513435696121707,0.0004307768044025653
2023-05-06 00:00:00+00:00,0.1500850551997045,0.04542117961394637,0.00683736886770385,-0.11277150255396358,-0.12890459534969584,-0.01973141128283094
2023-05-13 00:00:00+00:00,0.027901234496831576,-0.024266031561750993,0.014473718935811406,-0.004318712216210279,0.013389916768767343,0.005433847718380548
2023-05-20 00:00:00+00:00,0.03105477977060148,-0.02495834281145934,0.017241951811786883,-0.001517006399362848,0.0062508805991561,-0.005822557654146781
2023-05-27 00:00:00+00:00,-0.004667954003591424,-0.04332697910439654,0.00562122082694707,0.005204708945082274,0.0247602647569224,0.028665111486892526
2023-06-03 00:00:00+00:00,0.02744476276117562,-0.09174198819430451,0.04759187157619323,0.02759828023823699,0.005095776872717974,-0.01000726608383652
2023-06-10 00:00:00+00:00,0.008274083985120369,-0.014780866645380527,-0.02138608537643509,0.008904749644495275,-0.00863481586605122,0.004947982213192322
2023-06-17 00:00:00+00:00,0.019978237273600707,-0.12611654409440592,0.056027356637012304,0.07563464089846017,0.15262248486573254,-0.06200453136453367
