trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,formation_days,hold_days,top_targets,feature_value,target_median_quote_volume_30d,feature_rank,rankable_targets,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-momentum-AVAXUSDT-20220101-90-3,development,momentum,AVAXUSDT,Layer-1,2021-12-31T00:00:00Z,2022-01-01T00:00:00Z,2022-02-01T00:00:00Z,90,31,3,0.5825237103863055,735675123.1524999,3,24,109.441,69.82,0.002284335852194333,93,-0.0009692161372938068,-0.0018259142914455475,-0.09050767079979169,-0.09075336619731181,0.0,-0.09172258233460562,-0.09474308831078515,-0.0911629128311145,0.0,-0.0921321289684083,-0.09515127298398984,-0.09157245946491718,0.0,-0.09339837375636273,-0.09641330683388183
development-momentum-BCHUSDT-20230701-90-3,development,momentum,BCHUSDT,Payment,2023-06-30T00:00:00Z,2023-07-01T00:00:00Z,2023-08-01T00:00:00Z,90,31,3,1.4126190476190477,67487353.924275,1,24,304.01,247.8,0.0008223413703496596,92,0.003997165795876025,0.0017511628314366007,-0.04622380842735435,-0.04649607414229792,6.938893903907228e-18,-0.04249890834642189,-0.0456831092450547,-0.04694987806815565,-4.163336342344337e-17,-0.04295271227227962,-0.04613540403125593,-0.04740368199401335,-6.938893903907228e-18,-0.045652519162576746,-0.04882623262627894
development-momentum-BCHUSDT-20230901-90-3,development,momentum,BCHUSDT,Payment,2023-08-31T00:00:00Z,2023-09-01T00:00:00Z,2023-10-01T00:00:00Z,90,30,3,0.8067073170731707,295876538.58798003,1,22,207.41,233.74,0.0012053420760811918,89,0.0031727912131945847,0.0015581763822417774,0.031736656863217805,0.031417614869099886,1.3877787807814457e-17,0.03459040608229447,0.03126064930849126,0.030885897254230743,-2.7755575615628914e-17,0.034058688467425324,0.03073064298953132,0.030354179639361656,-2.7755575615628914e-17,0.03191235602160343,0.028591218364387494
development-momentum-BNBUSDT-20221101-90-3,development,momentum,BNBUSDT,Layer-1,2022-10-31T00:00:00Z,2022-11-01T00:00:00Z,2022-12-01T00:00:00Z,90,30,3,0.14781781005429018,279133940.25214,2,24,325.6,300.1,0.0007678132678132678,89,0.005503296142982796,0.002751648071491398,-0.01957923832923833,-0.019867490786240782,3.469446951953614e-18,-0.014364194643257985,-0.017536394462718374,-0.020347923295454512,-1.3877787807814457e-17,-0.014844627152471715,-0.01801528073354397,-0.02082835580466827,2.42861286636753e-17,-0.01807670773317687,-0.021236959089229623
development-momentum-BNBUSDT-20230501-90-3,development,momentum,BNBUSDT,Layer-1,2023-04-30T00:00:00Z,2023-05-01T00:00:00Z,2023-06-01T00:00:00Z,90,31,3,0.09655576534930654,327794721.24495,2,24,336.85,306.89,0.0007421701053881549,93,0.002949563791589086,0.0013151954526638221,-0.02223541635742915,-0.02252207510761467,2.42861286636753e-17,-0.019572511316025585,-0.022832954690685803,-0.022999853032507067,-6.938893903907228e-18,-0.020050289240917982,-0.02330914374961135,-0.023477630957399492,-2.0816681711721685e-17,-0.02216243550473567,-0.025414266002605435
development-momentum-CRVUSDT-20220101-90-3,development,momentum,CRVUSDT,DeFi,2021-12-31T00:00:00Z,2022-01-01T00:00:00Z,2022-02-01T00:00:00Z,90,31,3,1.0995260663507107,259460948.31935,1,24,5.314,3.269,0.04704554008280015,93,0.0022441312624931365,0.0003880722249546975,-0.0962081294693263,-0.0964504045916447,1.3877787807814457e-17,-0.09420627332915156,-0.09721851971046935,-0.09685425418705304,0.0,-0.0946101229245599,-0.09762102629096547,-0.09725810378246139,2.7755575615628914e-17,-0.09687003155750669,-0.09987341952454343
development-momentum-DASHUSDT-20230101-90-3,development,momentum,DASHUSDT,PoW,2022-12-31T00:00:00Z,2023-01-01T00:00:00Z,2023-02-01T00:00:00Z,90,31,3,0.05526249686008522,35952355.512855,3,22,42.01,60.25,0.005950964056177101,92,-0.002571861258510638,-0.0038703656835902375,0.10854558438467032,0.10818045703403956,2.7755575615628914e-17,0.10560859577552892,0.1019318585739819,0.10757197657700546,-2.7755575615628914e-17,0.10500011531849482,0.1013254016384193,0.10696349611997147,4.163336342344337e-17,0.10309313043638123,0.09942475849630816
development-momentum-DASHUSDT-20230301-90-3,development,momentum,DASHUSDT,PoW,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,2023-04-01T00:00:00Z,90,31,3,0.6612604263206674,53161942.53254,1,24,71.72,58.53,0.0034857780256553265,93,-0.0017162333098227171,-0.0026324657444444246,-0.04597741215839374,-0.046249825711098674,4.163336342344337e-17,-0.047966059020921395,-0.051132078732877395,-0.04670387588538766,-5.551115123125783e-17,-0.04842010919521038,-0.05158461894860267,-0.0471579260596765,1.3877787807814457e-17,-0.049790391804120926,-0.052950344638306834
development-momentum-ENSUSDT-20220901-90-3,development,momentum,ENSUSDT,Infrastructure,2022-08-31T00:00:00Z,2022-09-01T00:00:00Z,2022-10-01T00:00:00Z,90,30,3,0.10335368551455626,61798359.14785,3,24,12.47,16.069,0.020048115477145148,90,-0.0017419317370130235,-0.0028086218296264937,0.07215316760224533,0.07180987570168407,5.551115123125783e-17,0.07006794396467105,0.06662400521954126,0.07123776582598229,-2.7755575615628914e-17,0.06949583408896927,0.06605373663941205,0.07066565595028063,0.0,0.06785703412065414,0.06442021103403639
development-momentum-ENSUSDT-20221101-90-3,development,momentum,ENSUSDT,Infrastructure,2022-10-31T00:00:00Z,2022-11-01T00:00:00Z,2022-12-01T00:00:00Z,90,30,3,0.13483672376873646,114351225.76644999,3,24,16.959,14.135,0.014741435226133616,89,-0.0007353591022726413,-0.0017059023077027606,-0.041629813078601335,-0.041904835190754164,0.0,-0.042640194293026804,-0.04572138978766804,-0.04236323035556336,0.0,-0.043098589457836,-0.0461783096397389,-0.04282162552037269,-2.0816681711721685e-17,-0.04452752782807545,-0.047602649071896486
