plan_id,stage,variant,month_end,decision_time,entry_time,exit_time,holding_days,weight,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,funding_rate_sum,actual_funding_return,stress_funding_return,favorable_vbt_price_cost_return,favorable_manual_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_vbt_price_cost_return,base_manual_price_cost_return,base_reconciliation_error,base_net_return,stress_vbt_price_cost_return,stress_manual_price_cost_return,stress_reconciliation_error,stress_net_return
development-midmonth-202201,development,midmonth,2022-01-31T00:00:00Z,2022-01-13T23:59:59Z,2022-01-14T00:00:00Z,2022-01-18T00:00:00Z,4.0,0.5,42538.72,42176.34,1.1753997299401581e-05,11,0.00027875999999999997,-0.00014066466545907807,-0.00030246923796470554,-0.004856857893232314,-0.004856857893232385,7.112366251504909e-17,-0.004997522558691392,-0.005852601035339078,-0.005852601035339094,1.6479873021779667e-17,-0.005993265700798156,-0.0068483441774458975,-0.006848344177445974,7.632783294297951e-17,-0.007150813415410603
development-midmonth-202202,development,midmonth,2022-02-28T00:00:00Z,2022-02-13T23:59:59Z,2022-02-14T00:00:00Z,2022-02-18T00:00:00Z,4.0,0.5,42041.12,40491.8,1.1893117975924522e-05,13,0.0008629300000000001,-0.00044405847634830536,-0.000708495418714239,-0.01901518979513389,-0.0190151897951339,1.0408340855860843e-17,-0.019459248271482196,-0.01999677460533883,-0.019996774605338743,-8.673617379884035e-17,-0.020440833081687135,-0.020978359415543657,-0.02097835941554367,1.3877787807814457e-17,-0.021686854834257897
development-midmonth-202203,development,midmonth,2022-03-31T00:00:00Z,2022-03-13T23:59:59Z,2022-03-14T00:00:00Z,2022-03-18T00:00:00Z,4.0,0.5,37743.0,40898.0,1.3247489600720663e-05,13,0.0007313400000000001,-0.00039214024967449394,-0.0006629236982710627,0.04117075219245958,0.041170752192459525,5.551115123125783e-17,0.040778611942785085,0.04012898144026711,0.04012898144026712,-1.3877787807814457e-17,0.03973684119059261,0.039087210688074525,0.03908721068807462,-9.71445146547012e-17,0.03842428698980346
development-midmonth-202204,development,midmonth,2022-04-30T00:00:00Z,2022-04-13T23:59:59Z,2022-04-14T00:00:00Z,2022-04-18T00:00:00Z,4.0,0.5,41129.8,39649.1,1.2156635821229375e-05,12,0.00034788,-0.00017197807230321437,-0.0003554592013777145,-0.018589530462098047,-0.018589530462098092,4.5102810375396984e-17,-0.018761508534401262,-0.01957154093163599,-0.019571540931635965,-2.42861286636753e-17,-0.019743519003939204,-0.020553551401173875,-0.020553551401173837,-3.8163916471489756e-17,-0.02090901060255159
development-midmonth-202205,development,midmonth,2022-05-31T00:00:00Z,2022-05-13T23:59:59Z,2022-05-14T00:00:00Z,2022-05-18T00:00:00Z,4.0,0.5,29274.2,30437.0,1.707988604300032e-05,11,0.00085161,-0.00043428891739938683,-0.0006551194686743976,0.01924857519590628,0.01924857519590628,0.0,0.018814286278506894,0.0182287266207104,0.018228726620710407,-6.938893903907228e-18,0.017794437703311013,0.01720887804551452,0.017208878045514475,4.5102810375396984e-17,0.016553758576840123
development-midmonth-202206,development,midmonth,2022-06-30T00:00:00Z,2022-06-13T23:59:59Z,2022-06-14T00:00:00Z,2022-06-18T00:00:00Z,4.0,0.5,22471.4,20457.3,2.2250505086465462e-05,12,-0.00032649999999999997,0.0001584767322468142,1.371492202474873e-05,-0.04538785344927326,-0.045387853449273347,8.326672684688674e-17,-0.04522937671702645,-0.04634306559582396,-0.046343065595824004,4.163336342344337e-17,-0.046184588863577146,-0.04729827774237477,-0.047298277742374814,4.163336342344337e-17,-0.047284562820350026
development-midmonth-202207,development,midmonth,2022-07-31T00:00:00Z,2022-07-13T23:59:59Z,2022-07-14T00:00:00Z,2022-07-18T00:00:00Z,4.0,0.5,20220.1,20794.4,2.472786979292882e-05,12,0.00067365,-0.00034634514860136187,-0.0005195177229020429,0.01359269489270587,0.013592694892705846,2.42861286636753e-17,0.013246349744104508,0.012578502197813202,0.012578502197813202,0.0,0.01223215704921184,0.011564309502920422,0.011564309502920377,4.5102810375396984e-17,0.01104479178001838
development-midmonth-202208,development,midmonth,2022-08-31T00:00:00Z,2022-08-13T23:59:59Z,2022-08-14T00:00:00Z,2022-08-18T00:00:00Z,4.0,0.5,24429.0,23333.1,2.0467477178762946e-05,11,0.00013239,-6.361390241607923e-05,-0.00012247884622488715,-0.02301685005526216,-0.02301685005526222,5.898059818321144e-17,-0.02308046395767824,-0.023994433205206944,-0.023994433205206882,-6.245004513516506e-17,-0.024058047107623024,-0.02497201635515167,-0.024972016355151692,2.0816681711721685e-17,-0.02509449520137656
development-midmonth-202209,development,midmonth,2022-09-30T00:00:00Z,2022-09-13T23:59:59Z,2022-09-14T00:00:00Z,2022-09-18T00:00:00Z,4.0,0.5,20162.6,20102.0,2.4798389096644284e-05,12,0.00043446,-0.00021466344452440202,-0.00032199516678660297,-0.0021018807098290293,-0.0021018807098290536,2.42861286636753e-17,-0.0023165441543534313,-0.003100378829119177,-0.0031003788291190998,-7.719519468096792e-17,-0.003315042273643579,-0.004098876948409436,-0.0040988769484094165,-1.9081958235744878e-17,-0.004420872115196039
development-midmonth-202210,development,midmonth,2022-10-31T00:00:00Z,2022-10-13T23:59:59Z,2022-10-14T00:00:00Z,2022-10-18T00:00:00Z,4.0,0.5,19365.4,19540.7,2.5819244632179038e-05,12,0.0005250099999999999,-0.00026218600641469156,-0.00039327900962203723,0.003923397915870486,0.003923397915870553,-6.765421556309548e-17,0.0036612119094557942,0.002918874517954695,0.0029188745179546797,1.5178830414797062e-17,0.0026566885115400034,0.001914351120038793,0.0019143511200388056,-1.2576745200831851e-17,0.0015210721104167559
