symbol,status,n_obs,first_return_utc,last_return_utc,pearson,spearman,beta,beta_ci_low,beta_ci_high,beta_p_hac,alpha_daily,r_squared,volatility_ratio,residual_volatility_annualized,recent_180_pearson,prior_180_pearson,window_correlation_delta,relative_strength_7d,relative_strength_30d,relative_strength_90d,base_asset,economic_exposure,economic_exposure_source,classification_subtypes,research_bucket,activity_tier_24h,risk_flags,fetch_status,q_value_by,statistically_significant,stable_sign,strong_association,association_band
HOLOUSDT,ANALYZED,312,2025-09-12T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5217488332,0.4569963264,1.313758599,0.930916969,1.696600229,7.185957047e-11,-0.004014761504,0.272221845,2.517990488,0.9676236586,0.5128604277,0.5860180412,0.07315761351,-0.1229689415,-0.1083785314,0.1964769516,HOLO,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,AI,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,6.881632364e-10,True,True,True,STRONG
MUBARAKUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5212694807,0.5026405214,1.434612355,1.02038931,1.8488354,4.040084278e-11,-0.001580324158,0.2717218715,2.752151062,1.015014189,0.4904711998,0.6061682275,0.1156970277,-0.1915567418,0.05644262193,-0.02674384564,MUBARAK,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Meme,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|OFFICIAL_MEME_SUBTYPE|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,3.94037057e-10,True,True,True,STRONG
AUDIOUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5160693354,0.5966283416,0.9482034799,0.6915533941,1.204853566,2.292131831e-12,-0.003075789723,0.2663275589,1.837356756,0.6801360662,0.4566524283,0.6127628814,0.1561104531,-0.02369627289,-0.1112219017,-0.2642880488,AUDIO,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,2.545532041e-11,True,True,True,STRONG
AXLUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5157604775,0.5479337641,1.361595657,0.9554785622,1.767712751,1.520682362e-10,-0.004051047471,0.2660088701,2.639976726,0.9774548717,0.4329671972,0.6550699107,0.2221027135,-0.07211999185,-0.1300909931,-0.1390412537,AXL,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Infrastructure,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,1.420260491e-09,True,True,True,STRONG
VANRYUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5135392897,0.6003183108,1.402528677,1.007952342,1.797105012,1.324468497e-11,-0.003479275394,0.2637226021,2.731102966,1.012768115,0.4189632467,0.6672502043,0.2482869576,-0.112891963,0.4116131278,0.05800000763,VANRY,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Metaverse,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,1.351629935e-10,True,True,True,STRONG
TOWNSUSDT,ANALYZED,349,2025-08-06T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5123605353,0.5187721587,1.325454143,0.8915820142,1.759326273,4.732994494e-09,-0.006004968977,0.2625133181,2.586955966,0.9765524886,0.4914922857,0.5830265741,0.09153428844,0.2055405632,0.06668417732,-0.1903996479,TOWNS,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A1_TOP_10PCT_PROVISIONAL_24H,DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,3.996755621e-08,True,True,True,STRONG
MIRAUSDT,ANALYZED,297,2025-09-27T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5122703118,0.56205789,1.229854867,0.8979958523,1.561713881,2.798163015e-12,-0.009918990702,0.2624208724,2.400792781,0.9451103226,0.594609781,0.4709418548,0.1236679262,-0.06794773018,-0.1981752679,-0.4441357361,MIRA,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,AI,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,3.068823437e-11,True,True,True,STRONG
DYDXUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.511957325,0.5511984759,1.360297721,0.9232458748,1.797349567,2.417429307e-09,-0.002615370735,0.2621003026,2.65705295,0.9863932392,0.4017829539,0.6762501182,0.2744671642,-0.04766795647,0.00319531796,0.03745881803,DYDX,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,DeFi,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,2.061142516e-08,True,True,True,STRONG
TREEUSDT,ANALYZED,356,2025-07-30T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5117007235,0.537964535,1.230762573,0.8125242274,1.649000918,1.575157712e-08,-0.006067080303,0.2618376304,2.405239071,0.9019812299,0.5145962654,0.5690564478,0.05446018245,-0.1514040832,-0.2092011498,-0.3803021841,TREE,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,DeFi,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,1.292957069e-07,True,True,True,STRONG
IDUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5105648713,0.5629265485,1.245918192,0.9150847663,1.576751618,9.191341422e-13,-0.002862585299,0.2606764878,2.440274023,0.9067907209,0.4507484166,0.6086591555,0.1579107389,-0.1184521119,0.140718967,0.1919452973,ID,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Infrastructure,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,1.060863114e-11,True,True,True,STRONG
WCTUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5097733311,0.5459176799,1.283804827,0.8773327605,1.690276893,1.441348968e-09,-0.003854576104,0.2598688491,2.518383659,0.9363267822,0.555402463,0.5395221503,0.01588031271,-0.06976046391,-0.1182592776,-0.1774205028,WCT,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Infrastructure,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,1.269883323e-08,True,True,True,STRONG
ARUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5092263447,0.6055204808,1.329613147,0.9793238568,1.679902437,6.259391043e-13,-0.002038534437,0.2593114702,2.611045483,0.9711436129,0.5254676686,0.5393718936,0.01390422495,-0.04778206893,-0.08255978697,0.08493577258,AR,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Storage,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,7.353015793e-12,True,True,True,STRONG
ASTERUSDT,ANALYZED,287,2025-10-07T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5091140697,0.5029368083,1.125926582,0.8010801198,1.450773044,5.371299705e-11,-0.001610431758,0.2591971359,2.211540888,0.878218539,0.6047219209,0.5420506826,0.06267123828,-0.0462834294,-0.0451314184,0.07862800646,ASTER,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,DeFi,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,5.200351165e-10,True,True,True,STRONG
XAIUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5087530398,0.6323073589,1.283619428,0.8748721789,1.692366676,1.766755835e-09,-0.004042058582,0.2588296555,2.523069795,0.9387273969,0.6273144852,0.4853380136,0.1419764716,-0.00974630746,-0.1462915134,-0.1946919608,XAI,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Gaming,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,1.541167488e-08,True,True,True,STRONG
MAGICUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5084834821,0.5588050809,1.258603673,0.9420827933,1.575124553,5.813198894e-14,-0.001877749836,0.2585554515,2.475210537,0.9210913311,0.6776906876,0.463744644,0.2139460436,-0.02884172284,-0.1198021122,-0.2267704881,MAGIC,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Metaverse,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,7.45871297e-13,True,True,True,STRONG
XVGUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5076959051,0.596742818,1.314322659,0.9781042671,1.65054105,1.420698063e-13,-0.001497677732,0.2577551321,2.588799014,0.9638803968,0.5869874561,0.518522877,0.06846457905,-0.0483892612,-0.1902109698,-0.3209573056,XVG,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,PoW,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,1.779652733e-12,True,True,True,STRONG
1000CHEEMSUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5060157676,0.5306116128,1.238506365,0.9278010455,1.549211684,5.10266455e-14,-0.0009489931004,0.256051957,2.447564768,0.9123399814,0.6151755726,0.3722490668,0.2429265057,0.01734951478,-0.1202438308,-0.002411397106,1000CHEEMS,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Meme,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|OFFICIAL_MEME_SUBTYPE|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,6.611237883e-13,True,True,True,STRONG
LAZIOUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.505828236,0.5263645807,0.8217228305,0.6443333446,0.9991123165,5.66861494e-18,-0.0009646446653,0.2558622043,1.62450961,0.6056199573,0.6083704918,0.4481943903,0.1601761014,0.01255190864,-0.1748165159,-0.3493294657,LAZIO,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,1.280580924e-16,True,True,True,STRONG
ROSEUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5055810349,0.5931209712,1.280955056,1.008392416,1.553517697,2.089396818e-18,-0.00288282003,0.2556121828,2.533629563,0.9447000923,0.5156164371,0.5495591418,0.03394270468,-0.06030871353,-0.2023544065,-0.4156351508,ROSE,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Layer-1,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,5.205982497e-17,True,True,True,STRONG
WLDUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5047137137,0.6231637039,1.540509743,1.181911019,1.899108466,7.239663839e-16,-0.0007206457194,0.2547359328,3.05224467,1.138742807,0.4295668732,0.6225422247,0.1929753515,-0.07347300817,-0.3856026082,0.7021831279,WLD,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,AI,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A1_TOP_10PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,1.203475378e-14,True,True,True,STRONG
NXPCUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5040906621,0.5245618169,1.011724535,0.70328112,1.32016795,3.566209622e-10,-0.002371051269,0.2541073956,2.007028916,0.7491055102,0.5054019571,0.5586770494,0.05327509225,-0.0723283266,-0.2318381268,-0.05707423613,NXPC,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,Gaming,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,3.272881735e-09,True,True,True,STRONG
OGNUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5037807405,0.5931659307,1.092890979,0.8698457892,1.315936169,1.023700719e-19,-0.002050979727,0.2537950345,2.169378246,0.8098704625,0.4364467234,0.6214223881,0.1849756647,0.003376523326,-0.01353266578,-0.1314331569,OGN,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,DeFi,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,3.110066596e-18,True,True,True,STRONG
RPLUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5018715135,0.5913196002,1.359488661,1.014813119,1.704164204,8.919417962e-14,-0.001920692046,0.2518750161,2.708838068,1.012561324,0.3999329753,0.6668891595,0.2669561842,-0.0285718817,0.304109145,0.1260144478,RPL,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,DeFi,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,1.12799237e-12,True,True,True,STRONG
RAREUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5015869716,0.6068806555,1.26286645,0.9207570323,1.604975867,2.384966491e-12,-0.002381473854,0.2515894901,2.51774173,0.9413092545,0.4873328136,0.5419671479,0.05463433431,-0.02935529147,-0.1496493794,-0.1120765589,RARE,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,NFT,CRYPTO_ALT_MID_ACTIVITY_PROVISIONAL,A3_40_TO_80PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY|WIDE_TOP_OF_BOOK_GT_20BPS,FETCHED,2.637547644e-11,True,True,True,STRONG
APEUSDT,ANALYZED,365,2025-07-21T00:00:00+00:00,2026-07-20T00:00:00+00:00,0.5005088838,0.597240692,1.264762562,0.910157236,1.619367889,1.139546453e-11,-0.002306230277,0.2505091427,2.526953274,0.9454348189,0.363944922,0.7251971722,0.3612522502,-0.0718704458,0.03802204831,0.6556870139,APE,CRYPTO_NATIVE,DEFAULT_CRYPTO_NATIVE_AFTER_EXPLICIT_EXCLUSIONS,NFT,CRYPTO_ALT_HIGHER_ACTIVITY_PROVISIONAL,A2_10_TO_40PCT_PROVISIONAL_24H,CROSS_MARKET_SUBTYPE_FROM_CURRENT_USD_M|DOLLAR_LIKE_QUOTE_PARITY_ASSUMPTION_FOR_ACTIVITY_PROXY|ECONOMIC_EXPOSURE_DEFAULTED_NOT_OFFICIAL_TAXONOMY|ONBOARD_DATE_UNAVAILABLE_FROM_SPOT_EXCHANGE_INFO|SINGLE_24H_ACTIVITY_ONLY|SINGLE_TOP_OF_BOOK_SNAPSHOT_ONLY,FETCHED,1.167423041e-10,True,True,True,STRONG
