signal_day,decision_time,entry_time,exit_time,usdt_daily_log_return,usdt_bns_rv,usdt_bns_bv,usdt_bns_tp,usdt_bns_z,positive_bns_jump,positive_fixed_jump,interaction,fixed_interaction,usdt_nonzero_hourly_returns,usdt_unique_hourly_closes,btc_prior_log_return,btc_realized_variance,btc_target_log_return,entry_price,exit_price,gross_event_short_return,daily_plan_feasibility_pnl
2022-06-26 00:00:00+00:00,2022-06-27 00:00:00+00:00,2022-06-27 00:15:00+00:00,2022-06-28 00:15:00+00:00,0.000809923101584,3.70490146801e-07,7.21321228575e-08,1.19695965142e-14,17.1197401438,1,1,0.000809923101584,0.000809923101584,15,14,-0.0213035273118,0.000830841809401,-0.0086410461181,21002.3,20821.6,0.0086410461181,0.000750672488429
2022-06-28 00:00:00+00:00,2022-06-29 00:00:00+00:00,2022-06-29 00:15:00+00:00,2022-06-30 00:15:00+00:00,7.00150532651e-05,4.63138827082e-08,3.42533151143e-08,5.84845284846e-16,3.1307360368,1,1,7.00150532651e-05,7.00150532651e-05,20,10,-0.0225041022289,0.000772048143571,-0.00731044804331,20277.9,20130.2,0.00731044804331,0.000418022969731
2022-06-30 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 00:15:00+00:00,2022-07-02 00:15:00+00:00,4.0013604631e-05,3.46190334652e-07,1.99140105336e-07,4.23190559313e-14,4.48742209965,1,1,4.0013604631e-05,4.0013604631e-05,20,16,-0.00932233003526,0.00357093854911,-0.0190746362742,19710.1,19337.7,0.0190746362742,0.00335907002745
2022-07-01 00:00:00+00:00,2022-07-02 00:00:00+00:00,2022-07-02 00:15:00+00:00,2022-07-03 00:15:00+00:00,0.000420046211259,2.19301071318e-07,6.0024911764e-08,4.66190275437e-16,46.3093166141,1,1,0.000420046211259,0.000420046211259,19,15,-0.0332366357739,0.0032178869039,-0.00427021093004,19337.7,19255.3,0.00427021093004,-0.000342036308585
2022-07-08 00:00:00+00:00,2022-07-09 00:00:00+00:00,2022-07-09 00:15:00+00:00,2022-07-10 00:15:00+00:00,0.000570396440981,1.484352804e-06,9.28536246724e-07,9.69861174327e-13,3.54303868799,1,1,0.000570396440981,0.000570396440981,20,13,-0.00123604546051,0.00305183190449,0,21487,21487,-0,-0.0014095890411
2022-07-14 00:00:00+00:00,2022-07-15 00:00:00+00:00,2022-07-15 00:15:00+00:00,2022-07-16 00:15:00+00:00,6.00132029226e-05,1.41699750766e-07,7.78035986291e-08,5.05704980948e-15,5.64059985049,1,1,6.00132029226e-05,6.00132029226e-05,18,11,0.0175745417026,0.0010423747794,0.0157495003327,20498.7,20824.1,-0.0157495003327,-0.00534696412426
2022-07-16 00:00:00+00:00,2022-07-17 00:00:00+00:00,2022-07-17 00:15:00+00:00,2022-07-18 00:15:00+00:00,0.000350026255543,1.04071446607e-07,5.07253032453e-08,3.65986901283e-17,55.3566064263,1,1,0.000350026255543,0.000350026255543,14,11,0.0171643500051,0.00102600019263,-0.0208534947621,21315.5,20875.6,0.0208534947621,0.00380378464944
2022-07-20 00:00:00+00:00,2022-07-21 00:00:00+00:00,2022-07-21 00:15:00+00:00,2022-07-22 00:15:00+00:00,2.00018001627e-05,3.43991942824e-08,9.73984994564e-09,8.12484152886e-17,17.1740719179,1,0,2.00018001627e-05,0,14,9,-0.00705470297989,0.00238472209288,-0.00606602187891,23314.8,23173.8,0.00606602187891,0.000106916428633
2022-07-26 00:00:00+00:00,2022-07-27 00:00:00+00:00,2022-07-27 00:15:00+00:00,2022-07-28 00:15:00+00:00,0.000319987203242,4.79949870762e-08,1.68061181393e-08,9.83742242321e-18,62.4249447685,1,1,0.000319987203242,0.000319987203242,9,7,-0.00277379647063,0.00059153395961,0.0734194282421,21242.6,22860.9,-0.0734194282421,-0.0197644461016
2022-08-11 00:00:00+00:00,2022-08-12 00:00:00+00:00,2022-08-12 00:15:00+00:00,2022-08-13 00:15:00+00:00,0.000159996800405,1.0058526464e-07,5.71674424676e-08,8.52264029639e-16,9.33641521483,1,1,0.000159996800405,0.000159996800405,13,7,-0.000990423894595,0.000926003081594,0.0246209639773,23761.8,24354.1,-0.0246209639773,-0.00756483003542
