signal_day,decision_time,entry_time,exit_time,usdt_daily_log_return,usdt_bns_rv,usdt_bns_bv,usdt_bns_tp,usdt_bns_z,positive_bns_jump,positive_fixed_jump,interaction,fixed_interaction,usdt_nonzero_hourly_returns,usdt_unique_hourly_closes,btc_prior_log_return,btc_realized_variance,btc_target_log_return,entry_price,exit_price,gross_event_short_return,daily_plan_feasibility_pnl
2021-07-11 00:00:00+00:00,2021-07-12 00:00:00+00:00,2021-07-12 00:15:00+00:00,2021-07-13 00:15:00+00:00,0.000140019602973,2.60057491814e-08,2.89087624547e-08,7.62813713692e-16,-0.659840513424,0,1,0,0.000140019602973,20,12,0.022314704458,0.000429666256867,-0.0345918942188,34134.27,32973.69,0.0345918942188,-0.000109589041096
2021-07-12 00:00:00+00:00,2021-07-13 00:00:00+00:00,2021-07-13 00:15:00+00:00,2021-07-14 00:15:00+00:00,-0.000500160061643,5.49725212668e-07,4.22188428893e-07,2.69663975966e-13,1.54178279738,0,0,-0,-0,21,18,-0.035147310865,0.000480333320415,-0.00904248257719,32973.69,32676.87,0.00904248257719,-0.000109589041096
2021-07-13 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-07-14 00:15:00+00:00,2021-07-15 00:15:00+00:00,0.000770142514424,3.27663871658e-07,1.47972345943e-07,3.72905857528e-14,5.8415378532,1,1,0.000770142514424,0.000770142514424,15,10,-0.0110126574528,0.000672533118733,0.00260792362614,32676.87,32762.2,-0.00260792362614,-0.00206156994763
2021-07-14 00:00:00+00:00,2021-07-15 00:00:00+00:00,2021-07-15 00:15:00+00:00,2021-07-16 00:15:00+00:00,0,5.5969016055e-07,4.86679962506e-07,1.50275268238e-13,1.18233071575,0,0,0,0,17,7,0.00288009997647,0.00127649073228,-0.0301236368745,32762.2,31790,0.0301236368745,-0.000109589041096
2021-07-15 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-07-16 00:15:00+00:00,2021-07-17 00:15:00+00:00,0.000299895038985,4.69735131245e-07,4.39573337219e-07,1.04805241616e-13,0.584877439686,0,1,0,0.000299895038985,17,6,-0.0289951133252,0.000994467012967,-0.0167999739995,31790,31260.39,0.0167999739995,-0.000109589041096
2021-07-16 00:00:00+00:00,2021-07-17 00:00:00+00:00,2021-07-17 00:15:00+00:00,2021-07-18 00:15:00+00:00,0.000299805128913,2.29751216034e-07,1.25536573641e-07,1.97096618813e-14,4.66002618779,1,1,0.000299805128913,0.000299805128913,12,7,-0.0152597908435,0.00090445429077,0.00796235823113,31260.39,31510.29,-0.00796235823113,-0.00340017859888
2021-07-17 00:00:00+00:00,2021-07-18 00:00:00+00:00,2021-07-18 00:15:00+00:00,2021-07-19 00:15:00+00:00,0,1.47343347165e-06,1.52747228785e-06,3.63567537929e-12,-0.177914964683,0,0,0,0,16,12,0.00361612051625,0.000888680785892,0.00905652857781,31510.29,31796.96,-0.00905652857781,-0.000109589041096
2021-07-18 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-07-19 00:15:00+00:00,2021-07-20 00:15:00+00:00,0.000299715272737,2.05468391692e-06,1.79013733255e-06,3.75831369606e-12,0.8566528163,0,1,0,0.000299715272737,21,18,0.00849110439622,0.000505415397922,-0.0292648770876,31796.96,30879.91,0.0292648770876,-0.000109589041096
2021-07-19 00:00:00+00:00,2021-07-20 00:00:00+00:00,2021-07-20 00:15:00+00:00,2021-07-21 00:15:00+00:00,-0.000399640329028,6.5917083725e-07,3.9222514386e-07,1.78815703334e-13,3.96295638715,0,0,-0,-0,17,8,-0.0300910161742,0.000541981274346,-0.03528739808,30879.91,29809.24,0.03528739808,-0.000109589041096
2021-07-20 00:00:00+00:00,2021-07-21 00:00:00+00:00,2021-07-21 00:15:00+00:00,2021-07-22 00:15:00+00:00,0,4.7929884592e-07,4.86154650949e-07,4.1247904235e-13,-0.0670126382668,0,0,0,0,17,8,-0.0345822735491,0.000952956329191,0.0759230664094,29809.24,32160.58,-0.0759230664094,-0.000109589041096
2021-07-21 00:00:00+00:00,2021-07-22 00:00:00+00:00,2021-07-22 00:15:00+00:00,2021-07-23 00:15:00+00:00,-0.000299835092946,3.09613374808e-07,3.60828066421e-07,3.33292848133e-13,-0.556904550284,0,0,-0,-0,14,6,0.0757798834359,0.0020094361185,0.00125633954406,32160.58,32201.01,-0.00125633954406,-0.000109589041096
2021-07-22 00:00:00+00:00,2021-07-23 00:00:00+00:00,2021-07-23 00:15:00+00:00,2021-07-24 00:15:00+00:00,0,2.59744194149e-07,2.35384011379e-07,1.02744191508e-13,0.477090868843,0,0,0,0,15,5,0.00460085684384,0.000889240970021,0.0365706562358,32201.01,33400.42,-0.0365706562358,-0.000109589041096
2021-07-23 00:00:00+00:00,2021-07-24 00:00:00+00:00,2021-07-24 00:15:00+00:00,2021-07-25 00:15:00+00:00,-9.99650123289e-05,1.29877088734e-07,9.41551716931e-08,9.11182495333e-15,2.3492610337,0,0,-0,-0,13,4,0.0413905180096,0.00065818052235,0.0283371368357,33400.42,34360.43,-0.0283371368357,-0.000109589041096
2021-07-24 00:00:00+00:00,2021-07-25 00:00:00+00:00,2021-07-25 00:15:00+00:00,2021-07-26 00:15:00+00:00,0.000399800105275,4.39255027994e-07,4.54745048364e-07,2.64409626834e-13,-0.189109157124,0,1,0,0.000399800105275,15,9,0.0176321886101,0.000621744465288,0.0407316190413,34360.43,35788.88,-0.0407316190413,-0.000109589041096
2021-07-25 00:00:00+00:00,2021-07-26 00:00:00+00:00,2021-07-26 00:15:00+00:00,2021-07-27 00:15:00+00:00,9.9925056291e-05,1.69745289064e-07,7.84252749368e-08,0,0,0,1,0,9.9925056291e-05,11,4,0.0327804931026,0.000695752001774,0.0328943911965,35788.88,36985.71,-0.0328943911965,-0.000109589041096
2021-07-26 00:00:00+00:00,2021-07-27 00:00:00+00:00,2021-07-27 00:15:00+00:00,2021-07-28 00:15:00+00:00,-0.000399760149237,8.19015119922e-07,6.59050371216e-07,3.61566209771e-13,1.67005037568,0,0,-0,-0,19,12,0.0509119877562,0.00617514036509,0.0570424764593,36985.71,39156.8,-0.0570424764593,-0.000109589041096
2021-07-27 00:00:00+00:00,2021-07-28 00:00:00+00:00,2021-07-28 00:15:00+00:00,2021-07-29 00:15:00+00:00,9.99550203241e-05,2.69729216312e-07,1.72583578971e-07,4.96420783829e-14,2.73714324076,1,1,9.99550203241e-05,9.99550203241e-05,13,6,0.0581899365095,0.00235984753059,0.0242826692278,39156.8,40119.27,-0.0242826692278,-0.00748025634806
2021-07-28 00:00:00+00:00,2021-07-29 00:00:00+00:00,2021-07-29 00:15:00+00:00,2021-07-30 00:15:00+00:00,-0.000299895038985,2.69787133996e-07,2.1972939407e-07,5.04891958024e-14,1.39852815083,0,0,-0,-0,15,5,0.0139715812393,0.00250329386054,-0.00566366842331,40119.27,39892.69,0.00566366842331,-0.000109589041096
2021-07-29 00:00:00+00:00,2021-07-30 00:00:00+00:00,2021-07-30 00:15:00+00:00,2021-07-31 00:15:00+00:00,9.99750063317e-05,2.29907029999e-07,1.88421754636e-07,1.60545747715e-14,2.05538780399,1,1,9.99750063317e-05,9.99750063317e-05,14,3,0.000245201052968,0.000969090851334,0.0521903120006,39892.69,42029.99,-0.0521903120006,-0.0144571670412
2021-07-30 00:00:00+00:00,2021-07-31 00:00:00+00:00,2021-07-31 00:15:00+00:00,2021-08-01 00:15:00+00:00,-9.99750063317e-05,4.49657207907e-07,2.98204846787e-07,8.53940923925e-14,3.25357885178,0,0,-0,-0,15,5,0.0532801783159,0.00161571056789,-0.0130850016233,42029.99,41483.61,0.0130850016233,-0.000109589041096
2021-07-31 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021-08-01 00:15:00+00:00,2021-08-02 00:15:00+00:00,-0.000570048469555,4.40846192498e-07,4.19666542299e-07,1.46685038147e-13,0.347156319755,0,0,-0,-0,18,10,-0.0180397883472,0.000694566276667,-0.0359633091769,41483.61,40018.23,0.0359633091769,-0.000109589041096
2021-08-01 00:00:00+00:00,2021-08-02 00:00:00+00:00,2021-08-02 00:15:00+00:00,2021-08-03 00:15:00+00:00,0.00106982358116,7.18757055695e-07,7.50693527401e-07,1.43715512935e-12,-0.167237748206,0,1,0,0.00106982358116,22,18,-0.039400443211,0.00118187821888,-0.0286678954286,40018.23,38887.28,0.0286678954286,-0.000109589041096
2021-08-02 00:00:00+00:00,2021-08-03 00:00:00+00:00,2021-08-03 00:15:00+00:00,2021-08-04 00:15:00+00:00,-0.000299835092946,1.89785192681e-07,9.41300825688e-08,0,0,0,0,-0,-0,10,6,-0.0177058018555,0.00105328200806,-0.023523248157,38887.28,37983.2,0.023523248157,-0.000109589041096
2021-08-03 00:00:00+00:00,2021-08-04 00:00:00+00:00,2021-08-04 00:15:00+00:00,2021-08-05 00:15:00+00:00,-9.99650123289e-05,6.29329578207e-07,5.17813482301e-07,2.38156196682e-13,1.43451738335,0,0,-0,-0,17,7,-0.0244654653443,0.00118380984432,0.0479781975893,37983.2,39849.99,-0.0479781975893,-0.000109589041096
2021-08-04 00:00:00+00:00,2021-08-05 00:00:00+00:00,2021-08-05 00:15:00+00:00,2021-08-06 00:15:00+00:00,0,2.99876045034e-07,1.57004264002e-07,5.791434703e-14,3.72694152046,0,0,0,0,13,5,0.0392692100874,0.000764888962734,0.0230553880918,39849.99,40779.42,-0.0230553880918,-0.000109589041096
2021-08-05 00:00:00+00:00,2021-08-06 00:00:00+00:00,2021-08-06 00:15:00+00:00,2021-08-07 00:15:00+00:00,9.99650123289e-05,4.2983905852e-07,4.0825787354e-07,2.25450246758e-13,0.285331113648,0,1,0,9.99650123289e-05,16,5,0.0285598661352,0.00174575598098,0.0474255437698,40779.42,42760,-0.0474255437698,-0.000109589041096
2021-08-06 00:00:00+00:00,2021-08-07 00:00:00+00:00,2021-08-07 00:15:00+00:00,2021-08-08 00:15:00+00:00,0,2.99818091306e-07,2.66868955783e-07,8.90080926785e-14,0.693311619724,0,0,0,0,16,5,0.0464326770408,0.00165137121232,0.0432198656909,42760,44648.6,-0.0432198656909,-0.000109589041096
