date,BTC_MVRV_LT1_OR_MONTHLY_10M_TREND_1P25,BTC_MVRV_LT1_OR_MONTHLY_10M_TREND_1P0,BTC_MONTHLY_10M_TREND_1P25,BTC_MVRV_LT1_ONLY_1P25,BTC_BUY_HOLD_1P0
2014-01-01 00:00:00+00:00,-0.0031152647975077885,-0.0024937655860348684,-0.0031152647975077885,0.0,-0.0024937655860348684
2014-01-02 00:00:00+00:00,0.05389872525985484,0.04311898020788396,0.05389872525985484,0.0,0.04326179496421023
2014-01-03 00:00:00+00:00,0.034928567210948946,0.02823161933181284,0.034928567210948946,0.0,0.02836853061330258
2014-01-04 00:00:00+00:00,0.03239133957530127,0.02635137902335427,0.03239133957530127,0.0,0.026484782028419973
2014-01-05 00:00:00+00:00,0.10882692180438425,0.0890551555198007,0.10882692180438425,0.0,0.08916863833427735
2014-01-06 00:00:00+00:00,0.015763919312828945,0.0131341148930324,0.015763919312828945,0.0,0.013266202764098622
2014-01-07 00:00:00+00:00,-0.14568809574060193,-0.12169886205820413,-0.14568809574060193,0.0,-0.12150139907781399
2014-01-08 00:00:00+00:00,0.026412717090928073,0.021460930238280662,0.026412717090928073,0.0,0.021582342115298303
2014-01-09 00:00:00+00:00,0.015731748692319858,0.012844367635206133,0.015731748692319858,0.0,0.012970477111892142
2014-01-10 00:00:00+00:00,0.032131321999038454,0.026308775308326204,0.032131321999038454,0.0,0.026420288992239138
2014-01-11 00:00:00+00:00,0.05149043358985961,0.042398989085148386,0.05149043358985961,0.0,0.04249036790438998
2014-01-12 00:00:00+00:00,-0.060277806287188485,-0.05006771088519946,-0.060277806287188485,0.0,-0.04987264772730504
2014-01-13 00:00:00+00:00,-0.03234161414778669,-0.02657472766036373,-0.03234161414778669,0.0,-0.026401501260954974
2014-01-14 00:00:00+00:00,-0.011467762662731973,-0.00936710254362072,-0.011467762662731973,0.0,-0.00921572649772917
2014-01-15 00:00:00+00:00,0.03871614949910551,0.031557081190324965,0.03871614949910551,0.0,0.03164044776807584
2014-01-16 00:00:00+00:00,-0.0367877750416552,-0.030193385386302007,-0.0367877750416552,0.0,-0.03000280748257733
2014-01-17 00:00:00+00:00,-0.03485835353144595,-0.028415284095112958,-0.03485835353144595,0.0,-0.028222293738927373
2014-01-18 00:00:00+00:00,0.02629614823036075,0.021293529481030804,0.02629614823036075,0.0,0.021384196403088307
2014-01-19 00:00:00+00:00,0.04340102954584624,0.03531650062977332,0.04340102954584624,0.0,0.03537358488363873
2014-01-20 00:00:00+00:00,-0.014079081041475372,-0.011545960480976114,-0.014079081041475372,0.0,-0.01138231635616127
2014-01-21 00:00:00+00:00,-0.007660098545718919,-0.006265788272177164,-0.007660098545718919,0.0,-0.006113334786673197
2014-01-22 00:00:00+00:00,-0.007381941569815198,-0.006029789827381671,-0.007381941569815198,0.0,-0.005876999110305481
2014-01-23 00:00:00+00:00,-0.01225784961850973,-0.009998956151810345,-0.01225784961850973,0.0,-0.009834179913474017
2014-01-24 00:00:00+00:00,-0.045577095901993325,-0.03709325614490877,-0.045577095901993325,0.0,-0.03684681828557368
2014-01-25 00:00:00+00:00,0.03702623805546801,0.029868576348407894,0.03702623805546801,0.0,0.029909673843008466
2014-01-26 00:00:00+00:00,0.01533267661835458,0.012454630502849895,0.01533267661835458,0.0,0.01255109385526021
2014-01-27 00:00:00+00:00,-0.1087436900506743,-0.08858286655690006,-0.1087436900506743,0.0,-0.08814985995645352
2014-01-28 00:00:00+00:00,0.08038020052339245,0.06402951001283252,0.08038020052339245,0.0,0.06392209373139646
2014-01-29 00:00:00+00:00,0.0048683026837694765,0.003937600115465623,0.0048683026837694765,0.0,0.004059882104422874
2014-01-30 00:00:00+00:00,0.009348338633323072,0.007568170363451587,0.009348338633323072,0.0,0.007676045477749804
2014-01-31 00:00:00+00:00,0.005657395911389473,0.004588171777640815,0.005657395911389473,0.0,0.004706990708869707
2014-02-01 00:00:00+00:00,0.015199956752623756,0.012340348956468405,0.015199956752623756,0.0,0.012427145401325834
2014-02-02 00:00:00+00:00,0.001759292013647551,0.0014323464080909787,0.001759292013647551,0.0,0.001563318554063775
2014-02-03 00:00:00+00:00,-0.011513830933706948,-0.00937716903216601,-0.011513830933706948,0.0,-0.009200154754582912
2014-02-04 00:00:00+00:00,-0.010766842843617397,-0.00874988881736849,-0.010766842843617397,0.0,-0.008574000654321678
2014-02-05 00:00:00+00:00,-0.02433004226970603,-0.019732060557577258,-0.02433004226970603,0.0,-0.01950376662405251
2014-02-06 00:00:00+00:00,-0.033343599455875395,-0.026915359830787633,-0.033343599455875395,0.0,-0.026647560954093485
2014-02-07 00:00:00+00:00,-0.08553398084732167,-0.06858796356816099,-0.08553398084732167,0.0,-0.0680987347364832
2014-02-08 00:00:00+00:00,-0.06101215928848713,-0.04803428660308995,-0.06101215928848713,0.0,-0.04762554889946535
2014-02-09 00:00:00+00:00,0.018412867128603017,0.014298649826137044,0.018412867128603017,0.0,0.014348542999255809
2014-02-10 00:00:00+00:00,-0.003834648254108841,-0.002989903520930981,-0.003834648254108841,0.0,-0.002834650242547032
2014-02-11 00:00:00+00:00,-0.025726534849913496,-0.020042173240551353,-0.025726534849913496,0.0,-0.019779209024195388
2014-02-12 00:00:00+00:00,-0.035253656125984634,-0.02730493644508236,-0.035253656125984634,0.0,-0.026989014882377926
2014-02-13 00:00:00+00:00,-0.08207609400829308,-0.06305072951358226,-0.08207609400829308,0.0,-0.062480122304305996
2014-02-14 00:00:00+00:00,0.12184919571081032,0.09170366769724292,0.12184919571081032,0.0,0.09115436301700264
2014-02-15 00:00:00+00:00,-0.02823721756467723,-0.02183814022773245,-0.02823721756467723,0.0,-0.021548726164360876
2014-02-16 00:00:00+00:00,-0.06254353484442088,-0.04805357582859138,-0.06254353484442088,0.0,-0.04756697650845809
2014-02-17 00:00:00+00:00,0.017095513458174505,0.012934928675152557,0.017095513458174505,0.0,0.012971151514869383
2014-02-18 00:00:00+00:00,-0.008718858126750773,-0.006624020861549784,-0.008718858126750773,0.0,-0.006435311662849497
2014-02-19 00:00:00+00:00,-0.008092272724753213,-0.006135017158200307,-0.008092272724753213,0.0,-0.005948975705256321
2014-02-20 00:00:00+00:00,-0.12791873862843062,-0.09678840285155454,-0.12791873862843062,0.0,-0.0958584256342927
2014-02-21 00:00:00+00:00,0.040381472054065615,0.029501136783774085,0.040381472054065615,0.0,0.02936622581804693
2014-02-22 00:00:00+00:00,0.06293910405488767,0.046466818688279066,0.06293910405488767,0.0,0.04618162056362407
2014-02-23 00:00:00+00:00,0.0063699245024158024,0.004776827854781729,0.0063699245024158024,0.0,0.004871636311080563
2014-02-24 00:00:00+00:00,-0.14950946157737632,-0.11229541427011847,-0.14950946157737632,0.0,-0.1111582328364551
2014-02-25 00:00:00+00:00,-0.02235160873886166,-0.016084336629369145,-0.02235160873886166,0.0,-0.01578375934799392
2014-02-26 00:00:00+00:00,0.14246787618836798,0.10186761379492615,0.14246787618836798,0.0,0.10093717866860663
2014-02-27 00:00:00+00:00,-0.005250454629670331,-0.0038925183802378527,-0.005250454629670331,0.0,-0.003718077364775141
2014-02-28 00:00:00+00:00,-0.07964477506739076,-0.0589655833405901,-0.07964477506739076,0.0,-0.05824993025411418
2014-03-01 00:00:00+00:00,0.040924850068045915,0.029633188333650473,0.040924850068045915,0.0,0.029456954801833968
2014-03-02 00:00:00+00:00,-0.022095679635451893,-0.016174672368447496,-0.022095679635451893,0.0,-0.015869577061948248
2014-03-03 00:00:00+00:00,0.29325296526278577,0.21337763938519094,0.29325296526278577,0.0,0.21123039038827907
2014-03-04 00:00:00+00:00,-0.004013769182297566,-0.0031127653512663667,-0.004013769182297566,0.0,-0.002947991794123639
2014-03-05 00:00:00+00:00,-0.008235586947094475,-0.00638110433674266,-0.008235586947094475,0.0,-0.006186030861854874
2014-03-06 00:00:00+00:00,-0.005291686138239604,-0.004092456249372711,-0.005291686138239604,0.0,-0.003917447260739393
2014-03-07 00:00:00+00:00,-0.07053322357819947,-0.05448292641516217,-0.07053322357819947,0.0,-0.05382933644494281
2014-03-08 00:00:00+00:00,-0.021760094527274787,-0.016523116558888384,-0.021760094527274787,0.0,-0.01621820588077061
2014-03-09 00:00:00+00:00,0.04083782202908459,0.03084430435069807,0.04083782202908459,0.0,0.030658142429885515
2014-03-10 00:00:00+00:00,-0.02588585396921428,-0.01974080661331523,-0.02588585396921428,0.0,-0.01940065207144437
2014-03-11 00:00:00+00:00,0.01167087583986337,0.00884453026194465,0.01167087583986337,0.0,0.008887345440251826
2014-03-12 00:00:00+00:00,0.0017340681865849472,0.0013178090872634218,0.0017340681865849472,0.0,0.0014406449949364575
2014-03-13 00:00:00+00:00,0.018224543186125652,0.013855540816950063,0.018224543186125652,0.0,0.013842781234713497
2014-03-14 00:00:00+00:00,-0.031300363605302306,-0.023899218266034805,-0.031300363605302306,0.0,-0.023504439447625147
2014-03-15 00:00:00+00:00,0.016619431367427717,0.012593456588841478,0.016619431367427717,0.0,0.012589450759298737
2014-03-16 00:00:00+00:00,-0.004464797863799608,-0.0033966741070073914,-0.004464797863799608,0.0,-0.0032217683186059887
2014-03-17 00:00:00+00:00,-0.02412674441856688,-0.018335176359008942,-0.02412674441856688,0.0,-0.01798999021162284
2014-03-18 00:00:00+00:00,-0.01835815587409817,-0.013869014685618186,-0.01835815587409817,0.0,-0.01356974131521238
2014-03-19 00:00:00+00:00,-0.008506008527851106,-0.006396771336785734,-0.008506008527851106,0.0,-0.00618305619192816
2014-03-20 00:00:00+00:00,-0.05300454169350688,-0.03977637386428745,-0.05300454169350688,0.0,-0.03915343015561934
2014-03-21 00:00:00+00:00,-0.039652063638001,-0.029346303752819103,-0.039652063638001,0.0,-0.028832012811414676
2014-03-22 00:00:00+00:00,-0.012324753565310598,-0.009024645536830356,-0.012324753565310598,0.0,-0.008766963932208438
2014-03-23 00:00:00+00:00,-0.01431371702498685,-0.010446135421105285,-0.01431371702498685,0.0,-0.010166751798803664
2014-03-24 00:00:00+00:00,0.06485967869392217,0.04714952164751973,0.06485967869392217,0.0,0.04663024528981663
2014-03-25 00:00:00+00:00,-0.003122248862933108,-0.0023080950954783575,-0.003122248862933108,0.0,-0.0021401908792295643
2014-03-26 00:00:00+00:00,-0.010832109144251256,-0.008001007254601844,-0.010832109144251256,0.0,-0.007755330817419415
