trade_id,strategy_variant,entry_time,exit_time,signal_cutoff,symbol,category,eligible_count,nearness26,nearness52,nearness100,mom52,selection_score,selection_rank,entry_price,exit_price,notional_fraction,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_long_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-mom52-20240101-AVAXUSDT,mom52,2024-01-01T00:00:00+0000,2024-01-08T00:00:00+0000,2023-12-30T00:00:00+0000,AVAXUSDT,Layer-1,25,0.8185881179062902,0.8185881179062902,0.4092600290999792,2.611758231679354,2.611758231679354,3.0,38.59,33.635,0.25,0.006478362270018139,21,-0.0012502887660977152,-0.0018754331491465733,-0.03210028504793991,-0.032381024876911135,6.938893903907228e-18,-0.03363131364300885,-0.03284894385203421,0.0,-0.03409923261813193,-0.03331686282715732,6.938893903907228e-18,-0.03519229597630389
development-mom52-20240101-RUNEUSDT,mom52,2024-01-01T00:00:00+0000,2024-01-08T00:00:00+0000,2023-12-30T00:00:00+0000,RUNEUSDT,DeFi,25,0.7392529950669486,0.7392529950669486,0.45855918866934775,3.120188531029066,3.120188531029066,2.0,5.163,4.567,0.25,0.0484214603912454,21,-0.001300303672453249,-0.001955947247978731,-0.02885919039318227,-0.029141874878946344,6.938893903907228e-18,-0.030442178551399593,-0.029613033004067396,-2.0816681711721685e-17,-0.030913336676520645,-0.030084191129188476,6.938893903907228e-18,-0.03204013837716721
development-mom52-20240101-SOLUSDT,mom52,2024-01-01T00:00:00+0000,2024-01-08T00:00:00+0000,2023-12-30T00:00:00+0000,SOLUSDT,Layer-1,25,0.944482008058167,0.944482008058167,0.7697086352657005,9.22983547351525,9.22983547351525,1.0,101.775,89.414,0.25,0.0024563989191844753,21,-0.0012217305350939406,-0.0018325958026409106,-0.030363547040039324,-0.03064532891181529,-3.469446951953614e-18,-0.03186705944690923,-0.031114983582903488,-3.122502256758253e-17,-0.03233671411799743,-0.03158463825399166,0.0,-0.03341723405663257
development-mom52-20240115-AVAXUSDT,mom52,2024-01-15T00:00:00+0000,2024-01-22T00:00:00+0000,2024-01-13T00:00:00+0000,AVAXUSDT,Layer-1,25,0.7582422151083025,0.7582422151083025,0.3790895863645812,1.1531196505519157,1.1531196505519157,3.0,35.287,32.535,0.25,0.007084762093688894,21,-0.0005110086382662172,-0.0007665129573993256,-0.01949726528183185,-0.01978556692266273,2.42861286636753e-17,-0.020296575560928946,-0.020266081355740095,-6.938893903907228e-18,-0.020777089994006313,-0.020746595788817407,1.3877787807814457e-17,-0.021513108746216734
development-mom52-20240115-RUNEUSDT,mom52,2024-01-15T00:00:00+0000,2024-01-22T00:00:00+0000,2024-01-13T00:00:00+0000,RUNEUSDT,DeFi,25,0.6460887949260042,0.6460887949260042,0.4007693652736492,1.5956964892412229,1.5956964892412229,2.0,4.437,4.206,0.25,0.05634437683119224,21,-0.0005133599130606266,-0.0007700398695909397,-0.013015551048005392,-0.013307741717376587,1.0408340855860843e-17,-0.013821101630437213,-0.013794733975659224,-4.336808689942018e-17,-0.01430809388871985,-0.014281726233941777,3.8163916471489756e-17,-0.015051766103532717
development-mom52-20240115-SOLUSDT,mom52,2024-01-15T00:00:00+0000,2024-01-22T00:00:00+0000,2024-01-13T00:00:00+0000,SOLUSDT,Layer-1,25,0.8876580373269115,0.8876580373269115,0.7233997584541063,2.946629329160318,2.946629329160318,1.0,93.829,91.111,0.25,0.002664421447526884,21,-0.0005327617280744759,-0.000799142592111714,-0.007241897494378036,-0.007537552355881383,3.2959746043559335e-17,-0.008070314083955858,-0.008030314803525507,-1.5612511283791264e-17,-0.008563076531599982,-0.00852307725116963,1.0408340855860843e-17,-0.009322219843281345
development-mom52-20240122-LINKUSDT,mom52,2024-01-22T00:00:00+0000,2024-01-29T00:00:00+0000,2024-01-20T00:00:00+0000,LINKUSDT,Infrastructure,25,0.9574132492113564,0.9574132492113564,0.9066467513069455,1.3012540099154273,1.3012540099154273,3.0,15.397,14.476,0.25,0.016236929271936092,21,-0.00047612597708969283,-0.0007141889656345392,-0.014954211859453143,-0.015245239332337429,2.949029909160572e-17,-0.01572136530942712,-0.01573029409300508,1.734723475976807e-17,-0.016206420070094773,-0.016215348853672762,3.122502256758253e-17,-0.0169295378193073
development-mom52-20240129-RUNEUSDT,mom52,2024-01-29T00:00:00+0000,2024-02-05T00:00:00+0000,2024-01-27T00:00:00+0000,RUNEUSDT,DeFi,25,0.6071881606765328,0.6071881606765328,0.3766392726001049,1.347683923705722,1.347683923705722,2.0,4.258,4.299,0.25,0.058713010803193987,21,-0.0005210035223590887,-0.0007899489032650305,0.0024072334429309783,0.002105789102865241,2.42861286636753e-17,0.0015847855805061523,0.0016033833137623632,-5.789639601072594e-17,0.0010823797914032746,0.0011009775246594855,1.6479873021779667e-17,0.00031102862139445497
development-mom52-20240129-SOLUSDT,mom52,2024-01-29T00:00:00+0000,2024-02-05T00:00:00+0000,2024-01-27T00:00:00+0000,SOLUSDT,Layer-1,25,0.8728569443801232,0.8728569443801232,0.7113375603864734,2.9262561453212235,2.9262561453212235,1.0,95.948,95.452,0.25,0.002605578021428274,21,-0.00048166199813237784,-0.0007224929971985668,-0.0012923666986284221,-0.0015915912786091946,3.946495907847236e-17,-0.0020732532767415725,-0.002090299687330599,-6.938893903907228e-18,-0.002571961685462977,-0.0025890080960520034,2.0383000842727483e-17,-0.00331150109325057
development-mom52-20240205-LINKUSDT,mom52,2024-02-05T00:00:00+0000,2024-02-12T00:00:00+0000,2024-02-03T00:00:00+0000,LINKUSDT,Infrastructure,23,1.0,1.0,1.0,1.4385528859431096,1.4385528859431096,2.0,18.151,20.153,0.25,0.013773345821166879,21,-0.0005223004035731007,-0.0007834506053596511,0.027574238333976098,0.0272576937909757,1.0408340855860843e-17,0.0267353933874026,0.026730136097184665,-4.5102810375396984e-17,0.026207835693611563,0.02620257840339374,3.469446951953614e-18,0.02541912779803409
development-mom52-20240212-RUNEUSDT,mom52,2024-02-12T00:00:00+0000,2024-02-19T00:00:00+0000,2024-02-10T00:00:00+0000,RUNEUSDT,DeFi,23,0.7200845665961946,0.7200845665961946,0.4466689980765868,1.9772727272727275,1.9772727272727275,2.0,5.174,5.528,0.25,0.04831851565519907,21,-0.0013904325820396743,-0.0020856488730595117,0.017104754541940437,0.016794491689215263,-6.938893903907228e-18,0.015404059107175589,0.016277397197526078,-6.938893903907228e-18,0.014886964615486404,0.015760302705836837,-2.42861286636753e-17,0.013674653832777325
development-mom52-20240212-SOLUSDT,mom52,2024-02-12T00:00:00+0000,2024-02-19T00:00:00+0000,2024-02-10T00:00:00+0000,SOLUSDT,Layer-1,23,1.0,1.0,0.822584541062802,4.243768645943605,4.243768645943605,1.0,107.471,112.344,0.25,0.0023262089307813268,21,-0.0010362475380348846,-0.001554371307052327,0.011335616119697411,0.01102881475002554,-2.42861286636753e-17,0.009992567211990655,0.010517485935275517,-6.245004513516506e-17,0.009481238397240632,0.01000615712052555,2.2551405187698492e-17,0.008451785813473223
development-mom52-20240219-LINKUSDT,mom52,2024-02-19T00:00:00+0000,2024-02-26T00:00:00+0000,2024-02-17T00:00:00+0000,LINKUSDT,Infrastructure,22,1.0,1.0,1.0,1.5073170731707317,1.5073170731707317,3.0,20.135,18.741,0.25,0.012416190712689346,21,-0.0008294432292748708,-0.0012441648439123062,-0.01730816985348896,-0.017597784951576878,0.0,-0.018427228180851747,-0.018080487166625275,-3.8163916471489756e-17,-0.018909930395900144,-0.018563189381673728,0.0,-0.019807354225586035
development-mom52-20240226-RUNEUSDT,mom52,2024-02-26T00:00:00+0000,2024-03-04T00:00:00+0000,2024-02-24T00:00:00+0000,RUNEUSDT,DeFi,23,0.7626497533474277,0.7626497533474277,0.47307221542227657,2.3734413965087278,2.3734413965087278,2.0,5.401,5.649,0.25,0.046287724495463804,21,-0.0033489384248516435,-0.005023407637277466,0.011479355674875014,0.011172468061470098,-1.0408340855860843e-17,0.007823529636618455,0.010660995593408662,-1.734723475976807e-17,0.0073120571685570184,0.01014952312534717,3.469446951953614e-18,0.005126115488069705
development-mom52-20240226-SOLUSDT,mom52,2024-02-26T00:00:00+0000,2024-03-04T00:00:00+0000,2024-02-24T00:00:00+0000,SOLUSDT,Layer-1,23,0.9551042125348599,0.9551042125348599,0.7858846618357489,3.6564694306543224,3.6564694306543224,1.0,103.57,130.304,0.25,0.0024138263976054846,21,-0.003998837529059247,-0.00599825629358887,0.06453123491358503,0.06419251617263694,4.163336342344337e-17,0.06019367864357769,0.0636280236564643,1.3877787807814457e-17,0.05962918612740506,0.06306353114029167,2.7755575615628914e-17,0.057065274846702804
development-mom52-20240304-BCHUSDT,mom52,2024-03-04T00:00:00+0000,2024-03-11T00:00:00+0000,2024-03-02T00:00:00+0000,BCHUSDT,Payment,24,1.0,1.0,1.0,3.0382913683533106,3.0382913683533106,2.0,470.87,422.9,0.25,0.000530932104402489,21,-0.0006912365268421054,-0.0012051627363861754,-0.025468813048187405,-0.025753531760358495,3.469446951953614e-18,-0.0264447682872006,-0.0262280782285981,1.734723475976807e-17,-0.026919314755440207,-0.026702624696837735,3.122502256758253e-17,-0.02790778743322391
development-mom52-20240311-RUNEUSDT,mom52,2024-03-11T00:00:00+0000,2024-03-18T00:00:00+0000,2024-03-09T00:00:00+0000,RUNEUSDT,DeFi,25,1.0,1.0,1.0,5.841191066997519,5.841191066997519,2.0,8.592,8.975,0.25,0.029096834264432027,21,-0.0035519772862112075,-0.005327965929316812,0.011144087523277446,0.010837401070763475,1.734723475976807e-18,0.007285423784552268,0.010326263669692803,3.122502256758253e-17,0.006774286383481596,0.009815126268621965,5.204170427930421e-17,0.004487160339305153
development-mom52-20240311-SOLUSDT,mom52,2024-03-11T00:00:00+0000,2024-03-18T00:00:00+0000,2024-03-09T00:00:00+0000,SOLUSDT,Layer-1,25,1.0,1.0,1.0,6.9964564531310565,6.9964564531310565,1.0,144.501,201.96,0.25,0.0017300918332745102,21,-0.0027277049085215077,-0.00409155736278226,0.09940934664812007,0.09904970104013122,1.3877787807814457e-17,0.09632199613160972,0.09845035133909108,0.0,0.09572264643056957,0.09785100163805094,1.3877787807814457e-17,0.09375944427526868
development-mom52-20240318-NEARUSDT,mom52,2024-03-18T00:00:00+0000,2024-03-25T00:00:00+0000,2024-03-16T00:00:00+0000,NEARUSDT,Layer-1,25,1.0,1.0,0.4395848292969515,2.2390572390572387,2.2390572390572387,3.0,8.25,7.008,0.25,0.030303030303030304,21,-0.0005679821039082818,-0.0008519731558624227,-0.037636363636363634,-0.03791378181818181,6.938893903907228e-18,-0.03848176392209009,-0.038376168036363595,0.0,-0.038944150140271874,-0.03883855425454544,2.7755575615628914e-17,-0.039690527410407864
development-mom52-20240325-BCHUSDT,mom52,2024-03-25T00:00:00+0000,2024-04-01T00:00:00+0000,2024-03-23T00:00:00+0000,BCHUSDT,Payment,25,0.9089641434262948,0.9089641434262948,0.9089641434262948,2.650107991360691,2.650107991360691,3.0,485.47,679.59,0.25,0.0005149648793952252,21,-0.003469940354889025,-0.005204910532333538,0.09996498238820112,0.09960500339876821,1.3877787807814457e-17,0.09613506304387918,0.09900509839536942,-4.163336342344337e-17,0.09553515804048039,0.09840519339197068,4.163336342344337e-17,0.09320028285963715
development-mom52-20240325-RUNEUSDT,mom52,2024-03-25T00:00:00+0000,2024-04-01T00:00:00+0000,2024-03-23T00:00:00+0000,RUNEUSDT,DeFi,25,0.97666545762302,0.97666545762302,0.97666545762302,4.857868020304568,4.857868020304568,2.0,8.748,8.723,0.25,0.028577960676726112,21,-0.0022782687516480966,-0.003417403127472145,-0.0007144490169181117,-0.0010140203475079435,1.7780915628762273e-17,-0.00329228909915604,-0.0015133063271604297,-1.4094628242311558e-17,-0.0037915750788085263,-0.002012592306812916,4.7704895589362195e-18,-0.005429995434285061
development-mom52-20240325-SOLUSDT,mom52,2024-03-25T00:00:00+0000,2024-04-01T00:00:00+0000,2024-03-23T00:00:00+0000,SOLUSDT,Layer-1,25,0.9480799631142142,0.9480799631142142,0.9480799631142142,7.469402765519272,7.469402765519272,1.0,184.018,202.685,0.25,0.0013585627492962646,21,-0.0021864761485028816,-0.0032797142227543223,0.025360290841113353,0.02504507466660877,6.245004513516506e-17,0.022858598518105885,0.024519729591942152,3.122502256758253e-17,0.02233325344343927,0.02399438451727548,-1.3877787807814457e-17,0.02071467029452116
development-mom52-20240408-BCHUSDT,mom52,2024-04-08T00:00:00+0000,2024-04-15T00:00:00+0000,2024-04-06T00:00:00+0000,BCHUSDT,Payment,25,1.0,1.0,1.0,4.613177041228779,4.613177041228779,2.0,685.14,525.0,0.25,0.00036488892781037454,22,0.0005540928146090064,5.8522052561341116e-05,-0.058433312899553363,-0.0586982529118136,4.163336342344337e-17,-0.0581441600972046,-0.059139854658901786,6.938893903907228e-18,-0.05858576184429278,-0.05958145640598997,2.0816681711721685e-17,-0.059522934353428626
development-mom52-20240408-RUNEUSDT,mom52,2024-04-08T00:00:00+0000,2024-04-15T00:00:00+0000,2024-04-06T00:00:00+0000,RUNEUSDT,DeFi,25,0.9000238322211631,0.9000238322211631,0.9000238322211631,3.8603603603603602,3.8603603603603602,3.0,7.435,5.401,0.25,0.03362474781439139,22,-0.0007029880952711031,-0.0010544821429066544,-0.06839273705447207,-0.06865170141223939,1.3877787807814457e-17,-0.06935468950751049,-0.06908334971082716,-2.7755575615628914e-17,-0.06978633780609826,-0.06951499800941494,0.0,-0.07056948015232159
development-mom52-20240408-SOLUSDT,mom52,2024-04-08T00:00:00+0000,2024-04-15T00:00:00+0000,2024-04-06T00:00:00+0000,SOLUSDT,Layer-1,25,0.9198203250819393,0.9198203250819393,0.9198203250819393,7.927240948813983,7.927240948813983,1.0,179.615,151.186,0.25,0.0013918659354730952,22,-0.0009685078352793038,-0.0014527617529189556,-0.03956935667956463,-0.039845615065556866,2.0816681711721685e-17,-0.04081412290083617,-0.04030606945049128,2.0816681711721685e-17,-0.04127457728577059,-0.04076652383542573,2.7755575615628914e-17,-0.04221928558834468
development-mom52-20240422-BCHUSDT,mom52,2024-04-22T00:00:00+0000,2024-04-29T00:00:00+0000,2024-04-20T00:00:00+0000,BCHUSDT,Payment,25,0.7415568517318355,0.7415568517318355,0.7415568517318355,3.22499384590137,3.22499384590137,2.0,501.7,470.31,0.25,0.0004983057604145904,21,0.0009178981985946361,0.00045894909929731803,-0.015641817819413983,-0.0159324327287223,3.8163916471489756e-17,-0.015014534530127665,-0.016416800295993628,-3.122502256758253e-17,-0.015498902097398992,-0.01690116786326487,3.469446951953614e-17,-0.016442218763967554
development-mom52-20240422-RUNEUSDT,mom52,2024-04-22T00:00:00+0000,2024-04-29T00:00:00+0000,2024-04-20T00:00:00+0000,RUNEUSDT,DeFi,25,0.6723069590085797,0.6723069590085797,0.6723069590085797,3.0386542591267,3.0386542591267,3.0,5.611,5.109,0.25,0.04455533772945999,21,-0.0002208292008508332,-0.0003653739027845282,-0.022366779540188897,-0.022653359472464774,2.0816681711721685e-17,-0.02287418867331561,-0.02313100611299232,-2.7755575615628914e-17,-0.023351835313843154,-0.023608652753519838,3.122502256758253e-17,-0.023974026656304367
development-mom52-20240422-SOLUSDT,mom52,2024-04-22T00:00:00+0000,2024-04-29T00:00:00+0000,2024-04-20T00:00:00+0000,SOLUSDT,Layer-1,25,0.7777423321722039,0.7777423321722039,0.7777423321722039,5.939445413644293,5.939445413644293,1.0,148.733,137.922,0.25,0.001680864367692442,21,-0.0002177531283104314,-0.00035449404008856876,-0.01817182467912301,-0.01846092158431553,0.0,-0.018678674712625964,-0.018942760662731206,3.469446951953614e-18,-0.01916051379104164,-0.01942459974114691,2.0816681711721685e-17,-0.019779093781235477
development-mom52-20240506-BCHUSDT,mom52,2024-05-06T00:00:00+0000,2024-05-13T00:00:00+0000,2024-05-04T00:00:00+0000,BCHUSDT,Payment,25,0.6663354216173399,0.6663354216173399,0.6663354216173399,2.9598596371105788,2.9598596371105788,3.0,468.59,432.66,0.25,0.0005335154399368318,20,0.0006411024502796772,0.0003205512251398386,-0.019169209756930344,-0.019457708231076176,6.938893903907228e-18,-0.0188166057807965,-0.0199385505228451,-2.0816681711721685e-17,-0.019297448072565424,-0.020419392814614024,1.0408340855860843e-17,-0.020098841589474184
development-mom52-20240506-RUNEUSDT,mom52,2024-05-06T00:00:00+0000,2024-05-13T00:00:00+0000,2024-05-04T00:00:00+0000,RUNEUSDT,DeFi,25,0.6288131553860821,0.6288131553860821,0.6288131553860821,3.081206496519722,3.081206496519722,2.0,5.215,6.1,0.25,0.04793863854266539,20,-0.0003777467310804938,-0.0005861984859810187,0.04242569511025884,0.04210023969319271,6.938893903907228e-18,0.041722492962112216,0.04155783945349956,3.469446951953614e-17,0.041180092722419064,0.04101543921380629,-6.938893903907228e-18,0.04042924072782528
development-mom52-20240506-SOLUSDT,mom52,2024-05-06T00:00:00+0000,2024-05-13T00:00:00+0000,2024-05-04T00:00:00+0000,SOLUSDT,Layer-1,25,0.7512541741488339,0.7512541741488339,0.7512541741488339,5.664551761913456,5.664551761913456,1.0,145.673,143.364,0.25,0.0017161725233914315,20,-0.0003164571509061458,-0.00047920501978378097,-0.003962642356510809,-0.004260264771096894,1.0408340855860843e-17,-0.0045767219220030405,-0.004756304506325776,-4.336808689942018e-18,-0.005072761657231922,-0.0052523442415547406,-4.336808689942018e-18,-0.005731549261338522
development-mom52-20240513-NEARUSDT,mom52,2024-05-13T00:00:00+0000,2024-05-20T00:00:00+0000,2024-05-11T00:00:00+0000,NEARUSDT,Layer-1,24,0.9834618079887878,0.9834618079887878,0.9834618079887878,3.229656419529837,3.229656419529837,3.0,6.882,7.775,0.25,0.03632664922987504,22,-0.0005159476404130195,-0.0007739214606195292,0.03243969776227845,0.032120233943621124,5.551115123125783e-17,0.03160428630320811,0.031587813709677504,1.3877787807814457e-17,0.031071866069264483,0.031055393475733828,1.0408340855860843e-17,0.0302814720151143
development-mom52-20240520-RUNEUSDT,mom52,2024-05-20T00:00:00+0000,2024-05-27T00:00:00+0000,2024-05-18T00:00:00+0000,RUNEUSDT,DeFi,24,0.8144661582459486,0.8144661582459486,0.8144661582459486,4.943478260869566,4.943478260869566,2.0,6.592,6.699,0.25,0.0379247572815534,21,-0.000530969658449636,-0.000796454487674454,0.004057949029126207,0.00375551425970877,2.3418766925686896e-17,0.003224544601259134,0.003251458745449076,2.8189256484623115e-17,0.00272048908699944,0.0027474032311893826,3.252606517456513e-17,0.0019509487435149285
