entry_time,signal_cutoff,exit_time,holding_days,symbol,category,down_beta45,down_beta60,down_beta90,beta60,tvol60,mom60,max28,log_volume30,target_asset_return,target_market_return,target_excess_return
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,AAVEUSDT,DeFi,1.752131233631315,1.6970439200276985,1.397869530116738,1.2366131485037126,0.06047533424321891,-0.17997764940088334,0.17957496810553497,18.71793460088129,-0.3798385508958456,-0.28480876325683924,-0.09502978763900638
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,AVAXUSDT,Layer-1,0.7872971891189691,0.9237064057674288,0.812486500487666,1.1394882852196695,0.07133781149036995,0.4553821504295703,0.14919376320795674,20.408981503613276,-0.36203068319916676,-0.28480876325683924,-0.07722191994232752
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,BCHUSDT,Payment,1.4178487191856484,1.5095216949410248,1.3784740630802712,1.0207237621308531,0.0431578494509314,-0.32641273094981216,0.047881426897915524,18.555581453276154,-0.33821444343723117,-0.28480876325683924,-0.053405680180391935
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,BNBUSDT,Layer-1,1.0490096930929067,1.2004944970841642,1.1048496577361742,0.8697250817216485,0.03946571638028611,-0.011526455012132786,0.05095252082828061,20.246149324835276,-0.2681067344345617,-0.28480876325683924,0.01670202882227756
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,CRVUSDT,DeFi,1.8939222507114664,1.7468104934783506,1.4502424929380873,1.2233772783652865,0.07711113604609876,0.14325138936922266,0.11846867161056562,19.374116761073676,-0.3848325178773052,-0.28480876325683924,-0.10002375462046598
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,DASHUSDT,PoW,2.058622815155646,2.0396268353801097,1.8771069108858702,1.2877552266580237,0.05678874569488091,-0.37226587553968127,0.0821075724418705,17.68555089836426,-0.2956892680736417,-0.28480876325683924,-0.010880504816802472
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,ETCUSDT,PoW,1.2843405636427907,1.3308367342390328,1.2255576062776308,1.043199655780103,0.03965122628996486,-0.45393548223357394,0.05046026836551665,18.51401231876852,-0.24696831782012507,-0.28480876325683924,0.037840445436714165
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,HBARUSDT,Layer-1,1.3526898670200636,1.473505663457241,1.4826466101511238,1.206420316715941,0.05759875673622903,-0.31677051240770815,0.20397569379176805,17.626194139842084,-0.236052241634791,-0.28480876325683924,0.04875652162204824
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,KAVAUSDT,DeFi,1.6598948864497027,1.664462222058862,1.4897307769445902,1.2566403882686559,0.052300296996787204,-0.4424068477885339,0.07933463465502366,17.125057468034147,-0.17303507262513285,-0.28480876325683924,0.11177369063170639
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,LINKUSDT,Infrastructure,1.5496671922939846,1.6635436606297362,1.413793518577291,1.3317929693652282,0.0560676078025889,-0.40960438029986834,0.10673493463048755,19.68094407156884,-0.12140002049810394,-0.28480876325683924,0.1634087427587353
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,LTCUSDT,Payment,1.6479762570726135,1.7821478252684013,1.6216646595157904,1.390645010923002,0.0552475621618649,-0.26125047575358984,0.06390572987428733,19.671815736289947,-0.2514535877967029,-0.28480876325683924,0.03335517546013633
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,NEARUSDT,Layer-1,1.9679889603644285,1.9138760325350705,1.5248147930825582,1.2650463556666787,0.08119336921696757,0.4159959483510898,0.23606262963366875,20.144651030853208,-0.2388415486204346,-0.28480876325683924,0.04596721463640463
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,RUNEUSDT,DeFi,2.138526846691938,1.9686565016112045,1.818143101678126,1.4495332117477633,0.0692191227087272,-0.7739079083240155,0.10191152279276494,18.321069695414565,-0.3933460915648461,-0.28480876325683924,-0.10853732830800689
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,SNXUSDT,DeFi,1.3426399685570192,1.483254157722411,1.368534771847521,1.1706197995204695,0.05181083001079785,-0.6053806777074888,0.09726772313758292,17.36073192631708,0.045238963881794936,-0.28480876325683924,0.3300477271386342
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,SOLUSDT,Layer-1,1.1917165585868097,1.2493457228736988,1.0757704404802204,1.0481290642828505,0.05330904006228533,-0.16128788450315312,0.10179870712019046,20.71290662368964,-0.41491676960178814,-0.28480876325683924,-0.1301080063449489
2022-01-01 00:00:00+00:00,2021-12-30 00:00:00+00:00,2022-02-01 00:00:00+00:00,31,TRXUSDT,Layer-1,1.0527498223190743,1.115375989558377,1.0182169944842239,0.953510444952668,0.04005609241150304,-0.26703064692569844,0.04488606594680977,18.326304355180998,-0.2163059354667375,-0.28480876325683924,0.06850282779010175
