method,block_weeks,eligible_weeks,effect,critical_mean,mean_gate_power,mean_gate_wilson_low,mean_gate_wilson_high,joint_power,joint_wilson_low,joint_wilson_high,draws
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,260,0.0075,0.00598354338706,0.67244,0.666596207675,0.678230806774,0.66232,0.6564332045,0.668156919517,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,260,0.01,0.00598354338706,0.89576,0.891911164895,0.899487230131,0.89204,0.888132774573,0.895826763496,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,312,0,0.00549500492161,0.03704,0.0347691384801,0.0394531150035,0.03448,0.0322888248965,0.036814215197,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,312,0.0025,0.00549500492161,0.15704,0.152582623611,0.161602757534,0.15008,0.145706579871,0.154560939869,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,312,0.005,0.00549500492161,0.4214,0.415291644097,0.427532507285,0.40956,0.403478630958,0.415669158494,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,312,0.0075,0.00549500492161,0.74408,0.738633499492,0.74945150217,0.73688,0.731385655247,0.742301558756,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,312,0.01,0.00549500492161,0.94076,0.937765383634,0.943619184265,0.93832,0.935270003211,0.941235314426,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,416,0,0.00478869031798,0.03304,0.0308950940997,0.0353283884619,0.03116,0.0290772038963,0.0333868563319,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,416,0.0025,0.00478869031798,0.18576,0.180987481451,0.190629074914,0.1792,0.174495323654,0.184003248399,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,416,0.005,0.00478869031798,0.5224,0.516205305844,0.52858781132,0.51204,0.505842472819,0.518233827656,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,416,0.0075,0.00478869031798,0.85768,0.853294176459,0.86195591939,0.85176,0.847301233075,0.856110681809,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,416,0.01,0.00478869031798,0.98372,0.982075340702,0.9852160269,0.983,0.981321769262,0.984529819574,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,520,0,0.00432847885125,0.03324,0.0310886022154,0.0355348188923,0.0316,0.0295024872207,0.033841437809,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,520,0.0025,0.00432847885125,0.2072,0.2022211092,0.212268859307,0.2008,0.195880353893,0.205811581139,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,520,0.005,0.00432847885125,0.60796,0.601892108528,0.613994718658,0.59928,0.593190653355,0.60533884093,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,520,0.0075,0.00432847885125,0.92048,0.917061340994,0.92376945833,0.91772,0.914249200956,0.921062446432,25000
REFERENCE_DISTRIBUTION_APPROXIMATION_NOT_GATE_EQUIVALENT,8,520,0.01,0.00432847885125,0.99628,0.995445329054,0.996962179243,0.99584,0.994962407419,0.996565236076,25000
