date,ETH_SHORT_CARRY_ONLY
2021-01-01 00:00:00+00:00,-0.0016763443467584516
2021-01-02 00:00:00+00:00,0.007909702674791408
2021-01-03 00:00:00+00:00,0.036242847186603644
2021-01-04 00:00:00+00:00,0.005857408760939986
2021-01-05 00:00:00+00:00,0.00613537673528608
2021-01-06 00:00:00+00:00,0.011405485571732932
2021-01-07 00:00:00+00:00,0.0009664958488300179
2021-01-08 00:00:00+00:00,-0.001456749968256843
2021-01-09 00:00:00+00:00,0.006293750680595789
2021-01-10 00:00:00+00:00,-0.002703393517852981
2021-01-11 00:00:00+00:00,-0.014507014412954988
2021-01-12 00:00:00+00:00,-0.0031538849475795105
2021-01-13 00:00:00+00:00,0.0066594622916806845
2021-01-14 00:00:00+00:00,0.008613113308069797
2021-01-15 00:00:00+00:00,-0.005680607035005836
2021-01-16 00:00:00+00:00,0.004919003928778309
2021-01-17 00:00:00+00:00,8.207625920220174e-05
2021-01-18 00:00:00+00:00,0.0021893834284738567
2021-01-19 00:00:00+00:00,0.008115515606770707
2021-01-20 00:00:00+00:00,0.0006616176792766382
2021-01-21 00:00:00+00:00,-0.02227750210831514
2021-01-22 00:00:00+00:00,0.010368980955890228
2021-01-23 00:00:00+00:00,2.5951275125501994e-05
2021-01-24 00:00:00+00:00,0.012989816540639687
2021-01-25 00:00:00+00:00,-0.005054618395214372
2021-01-26 00:00:00+00:00,0.003098522426558281
2021-01-27 00:00:00+00:00,-0.008268447086664743
2021-01-28 00:00:00+00:00,0.005759920859741419
2021-01-29 00:00:00+00:00,0.0029481328514773253
2021-01-30 00:00:00+00:00,-0.0002733658017943785
2021-01-31 00:00:00+00:00,-0.004521246587361083
2021-02-01 00:00:00+00:00,0.003910516428901056
2021-02-02 00:00:00+00:00,0.00855157844305876
2021-02-03 00:00:00+00:00,0.008939524936934173
2021-02-04 00:00:00+00:00,-0.0047919958752057346
2021-02-05 00:00:00+00:00,0.007361525348088094
2021-02-06 00:00:00+00:00,-0.0024072053518481296
2021-02-07 00:00:00+00:00,-0.003529249494324871
2021-02-08 00:00:00+00:00,0.006775038930582289
2021-02-09 00:00:00+00:00,0.0002581544608439845
2021-02-10 00:00:00+00:00,-0.0017410360982103024
2021-02-11 00:00:00+00:00,0.0019728424394813704
2021-02-12 00:00:00+00:00,0.002364375755141035
2021-02-13 00:00:00+00:00,-0.0016606603143128895
2021-02-14 00:00:00+00:00,-0.0010691173822140465
2021-02-15 00:00:00+00:00,-0.001239527617965197
2021-02-16 00:00:00+00:00,-0.00014439628148155137
2021-02-17 00:00:00+00:00,0.0028234743799209205
2021-02-18 00:00:00+00:00,0.003980597363160143
2021-02-19 00:00:00+00:00,0.0004745646776733725
2021-02-20 00:00:00+00:00,-0.0026831413896478695
2021-02-21 00:00:00+00:00,0.000790304597729774
2021-02-22 00:00:00+00:00,-0.007751017227167534
2021-02-23 00:00:00+00:00,-0.009764230442302124
2021-02-24 00:00:00+00:00,0.0010659529512573318
2021-02-25 00:00:00+00:00,-0.003740060165425829
2021-02-26 00:00:00+00:00,-0.0005532700449981665
2021-02-27 00:00:00+00:00,0.0001679661890945372
2021-02-28 00:00:00+00:00,-0.0005481615034537146
2021-03-01 00:00:00+00:00,0.002094414058099181
2021-03-02 00:00:00+00:00,-0.0012098653857767205
2021-03-03 00:00:00+00:00,0.0011247640644527213
2021-03-04 00:00:00+00:00,-0.00041036493250512507
2021-03-05 00:00:00+00:00,-0.0001626991860772531
2021-03-06 00:00:00+00:00,0.0016718743535224512
2021-03-07 00:00:00+00:00,0.0010167863740870864
2021-03-08 00:00:00+00:00,0.002480800421963636
2021-03-09 00:00:00+00:00,0.0008405638581843178
2021-03-10 00:00:00+00:00,-0.001913287258676566
2021-03-11 00:00:00+00:00,0.000684082033918676
2021-03-12 00:00:00+00:00,-0.0015685992772339619
2021-03-13 00:00:00+00:00,0.0036556323601573126
2021-03-14 00:00:00+00:00,-0.0025856588459747254
2021-03-15 00:00:00+00:00,-0.0018859191565492317
2021-03-16 00:00:00+00:00,0.0003421672196843861
2021-03-17 00:00:00+00:00,0.0005196571647787529
2021-03-18 00:00:00+00:00,-0.0016693797639999453
2021-03-19 00:00:00+00:00,0.0010441846508961738
2021-03-20 00:00:00+00:00,-0.00024579275526903643
2021-03-21 00:00:00+00:00,-0.0007854661763986304
2021-03-22 00:00:00+00:00,-0.0033944330428663516
2021-03-23 00:00:00+00:00,-0.00034793145979772344
2021-03-24 00:00:00+00:00,-0.0021731201735334382
2021-03-25 00:00:00+00:00,3.0644826211290166e-05
2021-03-26 00:00:00+00:00,0.0014464587783373783
2021-03-27 00:00:00+00:00,0.0001853518931431708
2021-03-28 00:00:00+00:00,-0.00035932157763418626
2021-03-29 00:00:00+00:00,0.0016650954054033829
2021-03-30 00:00:00+00:00,0.00028605182644136917
2021-03-31 00:00:00+00:00,0.0009849096913117084
2021-04-01 00:00:00+00:00,0.0005245925768802007
2021-04-02 00:00:00+00:00,0.006765403833377093
2021-04-03 00:00:00+00:00,-0.005501496433807929
2021-04-04 00:00:00+00:00,0.0025540395670220484
2021-04-05 00:00:00+00:00,0.0011618176227445876
2021-04-06 00:00:00+00:00,-8.002785239635823e-05
2021-04-07 00:00:00+00:00,-0.006357097720482763
2021-04-08 00:00:00+00:00,0.004836414348812879
2021-04-09 00:00:00+00:00,-0.0007149824160920248
2021-04-10 00:00:00+00:00,0.002536456184880853
2021-04-11 00:00:00+00:00,0.0005885358186366041
2021-04-12 00:00:00+00:00,-0.0009591871931967644
2021-04-13 00:00:00+00:00,0.006537820632740443
2021-04-14 00:00:00+00:00,0.005118178258824546
2021-04-15 00:00:00+00:00,0.003084077252234696
2021-04-16 00:00:00+00:00,-0.004205793388868284
2021-04-17 00:00:00+00:00,-0.00468188530794067
2021-04-18 00:00:00+00:00,-0.003618579579098502
2021-04-19 00:00:00+00:00,-0.003088890752758755
2021-04-20 00:00:00+00:00,0.0055086724284130195
2021-04-21 00:00:00+00:00,0.0009345863916183639
2021-04-22 00:00:00+00:00,0.0012882449021880404
2021-04-23 00:00:00+00:00,-0.0010675423598464073
2021-04-24 00:00:00+00:00,-0.005101277558924533
2021-04-25 00:00:00+00:00,0.00347275371906397
2021-04-26 00:00:00+00:00,0.00704806696125293
2021-04-27 00:00:00+00:00,0.005563029428766075
2021-04-28 00:00:00+00:00,0.0032839159367088477
2021-04-29 00:00:00+00:00,0.0004175929274079504
2021-04-30 00:00:00+00:00,0.0004966945289834879
2021-05-01 00:00:00+00:00,0.00719675896739469
2021-05-02 00:00:00+00:00,7.614631727914656e-05
2021-05-03 00:00:00+00:00,0.0199053704100407
2021-05-04 00:00:00+00:00,-0.006143209170722752
2021-05-05 00:00:00+00:00,0.008718187782863263
2021-05-06 00:00:00+00:00,-0.0013669104833209378
2021-05-07 00:00:00+00:00,-0.0005021665659777907
2021-05-08 00:00:00+00:00,0.013337560568030815
2021-05-09 00:00:00+00:00,0.00023032923605015299
2021-05-10 00:00:00+00:00,0.000422174848309087
2021-05-11 00:00:00+00:00,0.006788942202756276
2021-05-12 00:00:00+00:00,-0.010727646658813317
2021-05-13 00:00:00+00:00,-0.00345572678159467
2021-05-14 00:00:00+00:00,0.011119915563692073
2021-05-15 00:00:00+00:00,-0.013355540518294462
2021-05-16 00:00:00+00:00,-0.002168170536000935
2021-05-17 00:00:00+00:00,-0.009382941076632956
2021-05-18 00:00:00+00:00,0.001969192750470361
2021-05-19 00:00:00+00:00,-0.02077353889943334
2021-05-20 00:00:00+00:00,-6.119517897473781e-05
2021-05-21 00:00:00+00:00,0.002533843522640522
2021-05-22 00:00:00+00:00,0.0010332723258679177
2021-05-23 00:00:00+00:00,0.001505305361442888
2021-05-24 00:00:00+00:00,-0.010787642670137432
2021-05-25 00:00:00+00:00,-0.0008375041275653361
2021-05-26 00:00:00+00:00,-0.00254745339701401
2021-05-27 00:00:00+00:00,0.0020584693888923145
2021-05-28 00:00:00+00:00,0.004789822312372571
2021-05-29 00:00:00+00:00,0.0019302702561765361
2021-05-30 00:00:00+00:00,-0.0015397309082373356
2021-05-31 00:00:00+00:00,-0.004586768189463353
2021-06-01 00:00:00+00:00,0.001045596333452803
2021-06-02 00:00:00+00:00,-0.0010342089348184258
2021-06-03 00:00:00+00:00,-0.002167657473408191
2021-06-04 00:00:00+00:00,0.002456475599207808
2021-06-05 00:00:00+00:00,0.0009022429535356924
2021-06-06 00:00:00+00:00,-0.001197825074572778
2021-06-07 00:00:00+00:00,0.001720232778007258
2021-06-08 00:00:00+00:00,0.0006094124391693434
2021-06-09 00:00:00+00:00,-0.0007433117463582217
2021-06-10 00:00:00+00:00,0.001007574596086691
2021-06-11 00:00:00+00:00,0.0008460990360339427
2021-06-12 00:00:00+00:00,-0.00011241823659391414
2021-06-13 00:00:00+00:00,-0.0009882643973898597
2021-06-14 00:00:00+00:00,-0.0005076077304255744
2021-06-15 00:00:00+00:00,0.0002623558888490418
