trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,lookback_days,hold_days,top_targets,feature_value,condition_premium1,target_median_quote_volume_30d,feature_rank,rankable_targets,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-winner-1000XECUSDT-20220210-5-3,development,winner,1000XECUSDT,Payment,2022-02-09T00:00:00Z,2022-02-10T00:00:00Z,2022-02-11T00:00:00Z,5,1,3,0.1748277112803771,-0.00031954,13560070.842495,3,25,0.09717,0.09265,2.5728105382319644,3,-7.366483482556345e-05,-0.00011049725223834517,-0.011629103632808502,-0.011922126170628794,2.7755575615628914e-17,-0.011995791005454358,-0.012101950314539311,-0.012410504044458176,-3.469446951953614e-18,-0.01248416887928374,-0.012590275713027843,-0.012898881918287558,6.938893903907228e-18,-0.013009379170525904,-0.013115429571350812
development-winner-1000XECUSDT-20220314-5-3,development,winner,1000XECUSDT,Payment,2022-03-13T00:00:00Z,2022-03-14T00:00:00Z,2022-03-15T00:00:00Z,5,1,3,0.06234630406480557,-8.804666666666667e-05,10491815.82403,3,25,0.07341,0.07593,3.4055305816646233,3,-7.605149843345593e-05,-0.00011407724765018391,0.008581937065794853,0.008276787903555405,5.0306980803327406e-17,0.008200736405121948,0.008092407014800296,0.007768211115651846,3.9898639947466563e-17,0.007692159617218391,0.0075838848725751085,0.007259634327748232,1.9949319973733282e-17,0.007145557080098048,0.0070373410669331005
development-winner-1000XECUSDT-20220403-5-3,development,winner,1000XECUSDT,Payment,2022-04-02T00:00:00Z,2022-04-03T00:00:00Z,2022-04-04T00:00:00Z,5,1,3,0.3744262994983456,-0.010748306666666665,16645724.78595,3,25,0.12877,0.11618,1.9414459889725868,3,0.0008208531476644404,0.00038757187165003494,-0.024442805001164858,-0.024728139318164144,6.938893903907228e-18,-0.023907286170499704,-0.024012165610445058,-0.0252037111788459,1.734723475976807e-17,-0.02438285803118146,-0.024487686371769457,-0.025679283039527823,0.0,-0.025291711167877786,-0.025396441853799745
development-winner-1000XECUSDT-20220405-5-3,development,winner,1000XECUSDT,Payment,2022-04-04T00:00:00Z,2022-04-05T00:00:00Z,2022-04-06T00:00:00Z,5,1,3,0.13910128836283642,-1.8703333333333334e-05,19324200.6747,2,25,0.10876,0.11095,2.2986392055902907,2,-1.2268161186097832e-05,-3.183945940879e-05,0.005034019860242711,0.004730999448326556,-2.949029909160572e-17,0.004718731287140458,0.00461077603212523,0.004225968448878292,-3.469446951953614e-18,0.004213700287692195,0.0041057992973669855,0.0037209374494299174,-2.42861286636753e-17,0.0036890979900211273,0.003581253367286985
development-winner-1000XECUSDT-20220407-5-3,development,winner,1000XECUSDT,Payment,2022-04-06T00:00:00Z,2022-04-07T00:00:00Z,2022-04-08T00:00:00Z,5,1,3,0.004225932797361498,0.00011133333333333333,20113522.124795,2,25,0.09736,0.10236,2.5677896466721446,3,-1.533737120583402e-05,-5.837734675739524e-05,0.012838948233360736,0.012531244864420754,3.642919299551295e-17,0.01251590749321492,0.012407114445373013,0.0120184136195563,-3.122502256758253e-17,0.012003076248350467,0.011894338303321206,0.011505582374691847,-2.6020852139652106e-17,0.011447205027934452,0.01133852681028702
development-winner-1000XECUSDT-20220517-5-3,development,winner,1000XECUSDT,Payment,2022-05-16T00:00:00Z,2022-05-17T00:00:00Z,2022-05-18T00:00:00Z,5,1,3,0.28921974083264423,-0.00021278,15333892.26016,1,25,0.04675,0.04927,5.347593582887701,2,0.0002154270971278075,0.00010771354856390375,0.013475935828877017,0.01316785026737971,2.42861286636753e-17,0.013383277364507519,0.013274391119303397,0.012654382417112309,-2.2551405187698492e-17,0.012869809514240117,0.012760978440250481,0.012140914566844963,6.071532165918825e-17,0.012248628115408866,0.012139863786264637
development-winner-1000XECUSDT-20220520-5-3,development,winner,1000XECUSDT,Payment,2022-05-19T00:00:00Z,2022-05-20T00:00:00Z,2022-05-21T00:00:00Z,5,1,3,0.10465663217309484,-0.00024264,16063312.906624999,3,25,0.04701,0.04527,5.318017443097213,3,0.0005408322421335886,0.00025648815085832803,-0.009253350350989176,-0.009547798340778568,2.0816681711721685e-17,-0.00900696609864498,-0.009113446551692772,-0.010038550542437769,3.469446951953614e-18,-0.00949771830030418,-0.009604146022893945,-0.010529302744096997,3.469446951953614e-17,-0.010272814593238668,-0.010379159033099272
development-winner-1000XECUSDT-20220529-5-3,development,winner,1000XECUSDT,Payment,2022-05-28T00:00:00Z,2022-05-29T00:00:00Z,2022-05-30T00:00:00Z,5,1,3,-0.020162128455622486,-0.0008967633333333333,15333892.26016,3,25,0.04714,0.04774,5.303351718285956,2,4.0864684980907926e-05,-4.5335993848112056e-06,0.0031820110309715433,0.0028801018243529986,2.688821387764051e-17,0.0029209665093339063,0.002813204420972104,0.0023769217225286243,-3.903127820947816e-17,0.002417786407509532,0.002310078384961889,0.00187374162070425,5.854691731421724e-18,0.0018692080213194389,0.0017615589425514777
development-winner-1000XECUSDT-20220608-5-3,development,winner,1000XECUSDT,Payment,2022-06-07T00:00:00Z,2022-06-08T00:00:00Z,2022-06-09T00:00:00Z,5,1,3,0.13479942985135418,-0.0005708966666666666,15835885.361095,2,25,0.05572,0.05349,4.486719310839914,3,1.146867372577168e-06,-2.3901382358219678e-05,-0.010005384063173,-0.010299380832735072,1.214306433183765e-17,-0.010298233965362495,-0.010404575673956251,-0.010789381451902363,-1.9081958235744878e-17,-0.010788234584529786,-0.010894523643421694,-0.011279382071069599,3.469446951953614e-18,-0.011303283453427819,-0.011409517171227401
development-winner-1000XECUSDT-20220610-5-3,development,winner,1000XECUSDT,Payment,2022-06-09T00:00:00Z,2022-06-10T00:00:00Z,2022-06-11T00:00:00Z,5,1,3,0.0649834437086092,-0.00017523666666666667,14774117.91877,2,25,0.05147,0.04781,4.857198367981348,3,-4.839229041480474e-05,-7.258843562220712e-05,-0.017777346026811747,-0.01806667961919567,-6.938893903907228e-18,-0.018115071909610474,-0.01822057371275876,-0.018548912939576473,-3.8163916471489756e-17,-0.018597305229991277,-0.018702755218020117,-0.01903114625995725,2.42861286636753e-17,-0.019103734695579456,-0.019209130268655672
development-winner-1000XECUSDT-20220914-5-3,development,winner,1000XECUSDT,Payment,2022-09-13T00:00:00Z,2022-09-14T00:00:00Z,2022-09-15T00:00:00Z,5,1,3,0.04174573055028463,-0.00023736000000000002,18924002.930605,2,25,0.04391,0.04616,5.693463903438852,2,-1.8421058438282854e-05,-3.5443164154235946e-05,0.012810293782737403,0.012502607606467764,-2.42861286636753e-17,0.01248418654802948,0.012375396908547165,0.01198980499886132,-1.214306433183765e-17,0.011971383940423037,0.011862649400676162,0.011477002391254876,3.8163916471489756e-17,0.011441559227100639,0.011332881616084478
development-winner-1000XECUSDT-20220916-5-3,development,winner,1000XECUSDT,Payment,2022-09-15T00:00:00Z,2022-09-16T00:00:00Z,2022-09-17T00:00:00Z,5,1,3,-0.030092072759937194,-0.00034054666666666664,22130010.548125,1,25,0.04322,0.04218,5.784359093012494,2,-3.361881073577048e-05,-5.042821610365572e-05,-0.00601573345673298,-0.0063121240166589265,2.3418766925686896e-17,-0.006345742827394697,-0.00645250922418783,-0.006806111892642297,-9.540979117872439e-18,-0.006839730703378067,-0.006946444022045473,-0.007300099768625612,1.3010426069826053e-17,-0.007350527984729268,-0.0074571864191299575
