trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,lookback_days,hold_days,top_targets,feature_value,condition_premium1,target_median_quote_volume_30d,feature_rank,rankable_targets,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-winner_negative_premium-1000XECUSDT-20220403-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-04-02T00:00:00Z,2022-04-03T00:00:00Z,2022-04-04T00:00:00Z,10,1,3,0.5414172851328705,-0.010748306666666665,16645724.78595,2,25,0.12877,0.11618,1.9414459889725868,3,0.0008208531476644404,0.00038757187165003494,-0.024442805001164858,-0.024728139318164144,6.938893903907228e-18,-0.023907286170499704,-0.024012165610445058,-0.0252037111788459,1.734723475976807e-17,-0.02438285803118146,-0.024487686371769457,-0.025679283039527823,0.0,-0.025291711167877786,-0.025396441853799745
development-winner_negative_premium-1000XECUSDT-20220411-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-04-10T00:00:00Z,2022-04-11T00:00:00Z,2022-04-12T00:00:00Z,10,1,3,0.07748600947051232,-0.00011449666666666666,20113522.124795,3,25,0.1001,0.08846,2.4975024975024978,2,-4.567573526473527e-05,-6.851360289710291e-05,-0.029070929070929064,-0.029353486513486488,2.42861286636753e-17,-0.029399162248751224,-0.029503451596301522,-0.02982443302697299,1.3877787807814457e-17,-0.029870108762237727,-0.02997434750741601,-0.03029537954045952,3.469446951953614e-18,-0.030363893143356625,-0.030468078832274426
development-winner_negative_premium-1000XECUSDT-20220522-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-05-21T00:00:00Z,2022-05-22T00:00:00Z,2022-05-23T00:00:00Z,10,1,3,0.2616487455197134,-0.0010631066666666666,15333892.26016,3,25,0.04573,0.04773,5.466870763175159,3,-3.0421898097528975e-05,-6.631486879510169e-05,0.010933741526350349,0.010627181281434528,1.214306433183765e-17,0.010596759383336998,0.01048817254457357,0.0101162541001531,-1.734723475976807e-18,0.01008583220205557,0.009977300261516442,0.00960532691887167,2.42861286636753e-17,0.009539012050076569,0.009430538864398041
development-winner_negative_premium-1000XECUSDT-20220608-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-06-07T00:00:00Z,2022-06-08T00:00:00Z,2022-06-09T00:00:00Z,10,1,3,0.18222316504030545,-0.0005708966666666666,15835885.361095,2,25,0.05572,0.05349,4.486719310839914,3,1.146867372577168e-06,-2.3901382358219678e-05,-0.010005384063173,-0.010299380832735072,1.214306433183765e-17,-0.010298233965362495,-0.010404575673956251,-0.010789381451902363,-1.9081958235744878e-17,-0.010788234584529786,-0.010894523643421694,-0.011279382071069599,3.469446951953614e-18,-0.011303283453427819,-0.011409517171227401
development-winner_negative_premium-1000XECUSDT-20220610-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-06-09T00:00:00Z,2022-06-10T00:00:00Z,2022-06-11T00:00:00Z,10,1,3,0.005078124999999822,-0.00017523666666666667,14774117.91877,2,25,0.05147,0.04781,4.857198367981348,3,-4.839229041480474e-05,-7.258843562220712e-05,-0.017777346026811747,-0.01806667961919567,-6.938893903907228e-18,-0.018115071909610474,-0.01822057371275876,-0.018548912939576473,-3.8163916471489756e-17,-0.018597305229991277,-0.018702755218020117,-0.01903114625995725,2.42861286636753e-17,-0.019103734695579456,-0.019209130268655672
development-winner_negative_premium-1000XECUSDT-20221004-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-10-03T00:00:00Z,2022-10-04T00:00:00Z,2022-10-05T00:00:00Z,10,1,3,0.04032669729453797,-0.00025864333333333334,16645696.382269999,3,25,0.04075,0.04215,6.134969325153374,3,-3.823962246687116e-05,-5.7359433700306744e-05,0.00858895705521473,0.008283803680981638,5.377642775528102e-17,0.008245564058514768,0.00813722985154075,0.007775219877300621,-4.5102810375396984e-17,0.00773698025483375,0.007628700694292112,0.007266636073619659,4.0766001685454967e-17,0.0072092766399193525,0.007101053780200095
development-winner_negative_premium-1000XECUSDT-20221007-10-3,development,winner_negative_premium,1000XECUSDT,Payment,2022-10-06T00:00:00Z,2022-10-07T00:00:00Z,2022-10-08T00:00:00Z,10,1,3,0.05459911460895217,-0.00042164000000000004,14388460.163345,3,25,0.04288,0.04516,5.830223880597015,2,-6.17239124533582e-06,-2.8177240398787318e-05,0.013292910447761153,0.01298493470149259,6.938893903907228e-17,0.012978762310247255,0.01286991952947214,0.012471649766791049,5.204170427930421e-18,0.012465477375545713,0.012356689746331195,0.011958364832089563,-1.734723475976807e-18,0.011930187591690776,0.011821457478419006
development-winner_negative_premium-AAVEUSDT-20220102-10-3,development,winner_negative_premium,AAVEUSDT,DeFi,2022-01-01T00:00:00Z,2022-01-02T00:00:00Z,2022-01-03T00:00:00Z,10,1,3,0.28877057115198457,-4.227666666666667e-05,137362873.6685,3,25,266.35,265.29,0.0009386146048432513,3,-7.307321947813027e-05,-0.00010960982921719541,-0.0009949314811338594,-0.0012943345222451719,-3.686287386450715e-18,-0.001367407741723302,-0.0014747090518378858,-0.0017933401877228972,8.673617379884035e-18,-0.0018664134072010274,-0.0019736611000372717,-0.00229234585320065,-6.938893903907228e-18,-0.0024019556824178456,-0.0025091458321815363
development-winner_negative_premium-AAVEUSDT-20220317-10-3,development,winner_negative_premium,AAVEUSDT,DeFi,2022-03-16T00:00:00Z,2022-03-17T00:00:00Z,2022-03-18T00:00:00Z,10,1,3,0.21355060034305318,-8.567333333333334e-05,80344979.569,3,25,141.54,155.5,0.0017662851490744668,3,-7.463340260173804e-05,-0.00011195010390260707,0.024657340681079554,0.024342546276670984,6.245004513516506e-17,0.024267912874069247,0.02415785709398377,0.023817903730394274,-1.0408340855860843e-17,0.023743270327792537,0.023633270919622973,0.02329326118411751,-3.8163916471489756e-17,0.0231813110802149,0.0230713720535749
development-winner_negative_premium-AAVEUSDT-20220319-10-3,development,winner_negative_premium,AAVEUSDT,DeFi,2022-03-18T00:00:00Z,2022-03-19T00:00:00Z,2022-03-20T00:00:00Z,10,1,3,0.3172436477263383,-7.843666666666666e-05,85487896.4125,2,25,160.18,157.1,0.001560744162816831,3,-6.738435943305968e-05,-0.00010107653914958952,-0.004807092021475862,-0.005104207766262969,4.336808689942018e-18,-0.005171592125696029,-0.005278484682910478,-0.005599403558496668,1.474514954580286e-17,-0.005666787917929728,-0.005773627267229964,-0.006094599350730451,-1.3877787807814457e-17,-0.006195675889880041,-0.006302458411100775
