decision_time,rankable,low_rsj_return,high_rsj_return,low_minus_high,reversal_low_minus_high,rsj_minus_reversal_spread,rsj_rank_ic,controlled_rsj_slope,equal_weight_market_return,score_prior_return_1d_spearman,score_realized_variance_15m_spearman,score_mom14_spearman,score_beta84_spearman,score_total_vol28_spearman,score_max28_spearman,score_log_volume30_spearman,selected_symbol,selected_gross_return,reversal_selected_symbol,reversal_selected_gross_return
2022-03-26T00:00:00Z,25,0.018032173402346974,0.03580723362545994,-0.017775060223112968,-0.006556469680813869,-0.011218590542299098,-0.030769230769230767,-0.026553426422074648,0.060800061874002206,0.733076923076923,0.3223076923076923,0.34153846153846157,-0.1476923076923077,0.21076923076923076,0.2076923076923077,-0.27307692307692305,AVAXUSDT,0.027340019102196633,SOLUSDT,0.02939690877866452
2022-03-27T00:00:00Z,25,0.05438802168179926,0.08303863508181701,-0.028650613400017753,-0.03330806916944667,0.004657455769428914,0.039999999999999994,-0.004995328094108447,0.056173487526467426,0.8507692307692307,0.5007692307692309,0.2076923076923077,0.3476923076923077,0.34153846153846157,0.3992307692307692,0.09307692307692307,LINKUSDT,0.05838815789473695,ETCUSDT,0.02988667348329921
2022-03-28T00:00:00Z,25,-0.007775154669499717,-0.018613040868191176,0.010837886198691459,0.034116651284033406,-0.02327876508534195,0.2053846153846154,0.018412291855528007,-0.009575713073629984,0.43615384615384617,-0.22461538461538463,-0.37,-0.22230769230769232,-0.6199999999999999,-0.5938461538461539,0.07384615384615385,RUNEUSDT,-0.008909548711989235,XRPUSDT,0.01461817331306281
2022-03-29T00:00:00Z,25,0.03226190384037082,0.008747413457510067,0.023514490382860756,0.012006152743315956,0.0115083376395448,-0.2907692307692308,0.01009913022344043,0.044177049121812334,0.606923076923077,0.44230769230769235,0.19076923076923075,0.0015384615384615385,-0.22846153846153847,-0.03153846153846154,-0.16461538461538464,NEARUSDT,0.10467932192797447,ZECUSDT,0.0001545117428924936
2022-03-30T00:00:00Z,25,0.023831491689876128,-0.0002765393474482458,0.024108031037324375,0.03444174100626696,-0.010333709968942582,-0.28076923076923077,-0.009243061690455419,0.06126039809227508,0.7615384615384616,0.696923076923077,0.6376923076923077,0.5123076923076924,0.34076923076923077,0.2815384615384615,0.02692307692307692,XRPUSDT,0.008762705923589076,XRPUSDT,0.008762705923589076
2022-04-05T00:00:00Z,25,-0.057431469819194204,-0.05747631564492879,4.4845825734586564e-05,-0.01695777693043876,0.017002622756173348,-0.15999999999999998,0.0025283565705561777,-0.06244886688389732,0.6053846153846154,0.26615384615384613,0.11615384615384615,0.20076923076923076,0.5423076923076924,0.5407692307692307,0.30538461538461537,LTCUSDT,-0.03721190781049932,VETUSDT,-0.06669183339625018
2022-04-06T00:00:00Z,25,-0.08314846614353484,-0.06447462352397013,-0.018673842619564715,0.0022846124004171284,-0.020958455019981843,0.18923076923076923,0.0066162462997607484,-0.06143028079536588,0.726153846153846,-0.06615384615384615,0.21923076923076923,-0.27999999999999997,-0.14615384615384616,-0.041538461538461545,0.09923076923076923,AVAXUSDT,-0.057575073379995456,AVAXUSDT,-0.057575073379995456
2022-04-07T00:00:00Z,25,0.04163595890020901,0.07432591804945651,-0.0326899591492475,-0.01498892767203186,-0.01770103147721564,0.4123076923076923,-0.0031800396375173106,0.04894739620745393,0.3538461538461538,0.6646153846153847,0.5553846153846154,0.4438461538461538,0.3253846153846154,0.30769230769230765,-0.018461538461538463,ETCUSDT,0.1241915279801622,ETCUSDT,0.1241915279801622
2022-04-08T00:00:00Z,25,-0.06013490595774666,-0.03843605162052466,-0.021698854337222004,-0.020865042053604954,-0.0008338122836170497,0.13153846153846155,-0.01511985930543239,-0.0557751997924165,0.7907692307692307,0.363076923076923,0.43538461538461537,0.052307692307692305,0.22538461538461538,0.3046153846153846,-0.11923076923076922,LINKUSDT,-0.03996969122939942,LTCUSDT,-0.03182931094788388
2022-04-09T00:00:00Z,25,0.044952525996526126,0.0034118569450809267,0.0415406690514452,0.021358227373540675,0.020182441677904523,-0.5215384615384615,-0.009126760723591991,0.023052217853951222,0.6215384615384615,0.13615384615384615,-0.12076923076923077,-0.2376923076923077,-0.16846153846153847,-0.15000000000000002,0.31999999999999995,CRVUSDT,0.04678860059549117,RUNEUSDT,0.07227813357731017
