trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,formation_days,hold_days,top_categories,own_formation_return,target_median_quote_volume_30d,category_score,category_rank,rankable_categories,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-category-1000XECUSDT-20220118-7-7-1,development,category,1000XECUSDT,Payment,2022-01-17T00:00:00Z,2022-01-18T00:00:00Z,2022-01-25T00:00:00Z,7,7,1,0.10871018044107816,14918732.42795,0.12890815957696639,1,7,0.09952,0.07185,5.02411575562701,21,-0.0008619170277502009,-0.0012928755416253017,-0.13901728295819937,-0.13953387258842442,2.7755575615628914e-17,-0.14039578961617463,-0.14104212193494836,-0.14039493871583597,0.0,-0.14125685574358618,-0.14190254063083263,-0.14125600484324752,5.551115123125783e-17,-0.14254888038487282,-0.14319359380493446
development-category-1000XECUSDT-20220210-7-7-1,development,category,1000XECUSDT,Payment,2022-02-09T00:00:00Z,2022-02-10T00:00:00Z,2022-02-17T00:00:00Z,7,7,1,0.2832805071315374,13560070.842495,0.28561258015929514,1,7,0.09717,0.08529,5.145621076463929,21,-0.000932896372337141,-0.0013993445585057118,-0.06112997838839146,-0.06169330040135845,-6.938893903907228e-18,-0.06262619677369559,-0.06333100367956979,-0.06263220710095707,0.0,-0.06356510347329421,-0.06426920441968509,-0.06357111380055575,0.0,-0.06497045835906146,-0.06567350262579541
development-category-1000XECUSDT-20220416-7-7-1,development,category,1000XECUSDT,Payment,2022-04-15T00:00:00Z,2022-04-16T00:00:00Z,2022-04-23T00:00:00Z,7,7,1,-0.07501734218610634,20374471.48098,0.00602182582973293,1,7,0.09335,0.08897,5.356186395286556,21,-0.0009150444396593465,-0.001407787274575254,-0.023460096411355158,-0.024046020353508335,1.3877787807814457e-17,-0.024961064793167682,-0.025694191932698063,-0.0250225743331548,-3.8163916471489756e-17,-0.02593761877281415,-0.026670011646050318,-0.02599912831280138,-4.85722573273506e-17,-0.027406915587376634,-0.02813820370332365
development-category-1000XECUSDT-20220505-7-7-1,development,category,1000XECUSDT,Payment,2022-05-04T00:00:00Z,2022-05-05T00:00:00Z,2022-05-12T00:00:00Z,7,7,1,-0.03860294117647056,16219484.038649999,0.01464446879996012,1,7,0.07844,0.03628,6.374298827129016,21,-8.917914789456925e-05,-0.0007835843016882334,-0.26874043855175933,-0.2691791942886282,1.1102230246251565e-16,-0.26926837343652277,-0.26981780707225056,-0.26991061509433956,-5.551115123125783e-17,-0.26999979424223414,-0.2705486779261356,-0.270642035900051,0.0,-0.2714256202017392,-0.2719734318138809
development-category-1000XECUSDT-20220921-7-7-1,development,category,1000XECUSDT,Payment,2022-09-20T00:00:00Z,2022-09-21T00:00:00Z,2022-09-28T00:00:00Z,7,7,1,-0.1320582877959927,22130010.548125,0.031342025783039434,1,7,0.03812,0.04057,13.116474291710388,21,0.0003377060588759181,-0.0005540351258204356,0.03213536201469047,0.031516080797481694,4.85722573273506e-17,0.03185378685635761,0.031077940899999934,0.030483964716684242,-2.0816681711721685e-17,0.03082167077556016,0.030046600862376538,0.02945184863588668,-2.0816681711721685e-17,0.028897813510066244,0.028124190136013194
development-category-1000XECUSDT-20221004-7-7-1,development,category,1000XECUSDT,Payment,2022-10-03T00:00:00Z,2022-10-04T00:00:00Z,2022-10-11T00:00:00Z,7,7,1,0.0024594195769798155,16645696.382269999,0.06112236791129619,1,7,0.04075,0.03876,12.269938650306749,21,-0.0005533127306466257,-0.0011509751417662578,-0.02441717791411041,-0.025002527607361935,1.3877787807814457e-17,-0.025555840338008562,-0.026288520268634485,-0.025978125079754555,-7.979727989493313e-17,-0.02653143781040118,-0.027263384193926155,-0.026953722552147175,0.0,-0.02810469769391343,-0.028835461150812147
development-category-1000XECUSDT-20230714-7-7-1,development,category,1000XECUSDT,Payment,2023-07-13T00:00:00Z,2023-07-14T00:00:00Z,2023-07-21T00:00:00Z,7,7,1,-0.115417497862639,30372488.142935,0.24478342973360478,1,7,0.03104,0.03183,16.10824742268041,20,0.0014324814879349225,0.00030202448431217773,0.012725515463917425,0.012117880154639105,1.734723475976807e-18,0.013550361642574027,0.01278827794461046,0.011105162274484437,-1.43982048506075e-16,0.01253764376241936,0.011776321522214861,0.01009244439432988,4.336808689942018e-17,0.010394468878642059,0.009634758081442873
development-category-1000XECUSDT-20230830-7-7-1,development,category,1000XECUSDT,Payment,2023-08-29T00:00:00Z,2023-08-30T00:00:00Z,2023-09-06T00:00:00Z,7,7,1,0.08329827513672683,10353140.75976,0.08836233585545689,1,7,0.02575,0.0232,19.417475728155342,20,-0.00043887782470873794,-0.0008224206793446603,-0.04951456310679614,-0.05008485436893195,9.71445146547012e-17,-0.05052373219364069,-0.05123763888509103,-0.05103536951456311,-1.3877787807814457e-17,-0.05147424733927185,-0.052187439342903486,-0.051985884660194104,4.163336342344337e-17,-0.052808305339538765,-0.05352049427130279
development-category-AAVEUSDT-20220102-7-7-1,development,category,AAVEUSDT,DeFi,2022-01-01T00:00:00Z,2022-01-02T00:00:00Z,2022-01-09T00:00:00Z,7,7,1,0.009516587677725008,137362873.6685,0.07420833461340481,1,7,266.35,212.15,0.0018772292096865025,21,-0.0009607966849915523,-0.0014411950274873288,-0.10174582316500846,-0.10228477567110944,1.3877787807814457e-17,-0.10324557235610099,-0.10391983774660074,-0.10318309089543837,-1.3877787807814457e-17,-0.10414388758042992,-0.10481747753198356,-0.10408140611976718,0.0,-0.10552260114725451,-0.10619515445063243
development-category-AAVEUSDT-20220303-7-7-1,development,category,AAVEUSDT,DeFi,2022-03-02T00:00:00Z,2022-03-03T00:00:00Z,2022-03-10T00:00:00Z,7,7,1,0.0533006586000917,84078788.38749999,0.21948628918658705,1,7,137.54,127.4,0.0036353060927730115,20,-0.0005564686050269936,-0.000905342506394584,-0.0368620037807183,-0.03743988657844982,3.469446951953614e-17,-0.03799635518347681,-0.03871968115013924,-0.03840304669187128,1.3877787807814457e-17,-0.03895951529689827,-0.039682117068050804,-0.039366206805293014,-3.469446951953614e-17,-0.040271549311687596,-0.04099316457070268
