trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,formation_days,hold_days,top_categories,own_formation_return,target_median_quote_volume_30d,category_score,category_rank,rankable_categories,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-own_momentum-1000XECUSDT-20220105-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-01-04T00:00:00Z,2022-01-05T00:00:00Z,2022-01-12T00:00:00Z,7,7,2,0.030255941499085948,17321593.244185,,,0,0.11266,0.09338,4.438132433871827,21,0.014255444904985797,0.0070455224660079,-0.08556719332504881,-0.08611585300905372,2.7755575615628914e-17,-0.07186040810406792,-0.07255827185034713,-0.08703033715604469,-2.7755575615628914e-17,-0.07277489225105889,-0.07347206840105591,-0.0879448213030356,1.3877787807814457e-17,-0.0808992988370277,-0.08159036628434047
development-own_momentum-1000XECUSDT-20220116-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-01-15T00:00:00Z,2022-01-16T00:00:00Z,2022-01-23T00:00:00Z,7,7,2,0.05144460611099566,14918732.42795,,,0,0.10119,0.06827,4.941199723292815,20,-0.0009109363029943669,-0.0013664044544915506,-0.16266429489079953,-0.16316669631386505,-2.7755575615628914e-17,-0.16407763261685943,-0.1647061586704769,-0.16400412961755118,-1.1102230246251565e-16,-0.16491506592054556,-0.16554296231204368,-0.16484156292123736,-2.7755575615628914e-17,-0.1662079673757289,-0.16683489164076992
development-own_momentum-1000XECUSDT-20220130-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-01-29T00:00:00Z,2022-01-30T00:00:00Z,2022-02-06T00:00:00Z,7,7,2,0.12483516483516488,13596585.57559,,,0,0.07683,0.08384,6.507874528179097,21,-0.0006378032991819603,-0.001116001100069309,0.04562020044253545,0.04499282832226992,-4.85722573273506e-17,0.044355025023087954,0.04356977944519014,0.043947235493947745,-2.7755575615628914e-17,0.04330943219476578,0.04252497279314427,0.04290164266562546,6.245004513516506e-17,0.04178564156555615,0.04100232789486391
development-own_momentum-1000XECUSDT-20220207-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-02-06T00:00:00Z,2022-02-07T00:00:00Z,2022-02-14T00:00:00Z,7,7,2,0.14346553100878356,12658631.7552,,,0,0.08593,0.0817,5.818689631095077,21,-0.0009704956580937973,-0.0014848956447108107,-0.02461305713953227,-0.025198289305248533,-1.0408340855860843e-17,-0.02616878496334233,-0.026901004023818786,-0.02617369101594319,1.3877787807814457e-17,-0.027144186674036987,-0.02787567233460475,-0.027149092726638013,-4.5102810375396984e-17,-0.028633988371348826,-0.029364353857103676
development-own_momentum-1000XECUSDT-20220301-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-02-28T00:00:00Z,2022-03-01T00:00:00Z,2022-03-08T00:00:00Z,7,7,2,0.15868572270517167,12405834.454955,,,0,0.07861,0.06882,6.3605139295255055,21,-0.0009870182991985753,-0.001480527448797863,-0.06226943137005464,-0.06283206971123262,0.0,-0.0638190880104312,-0.06452299798705607,-0.06376983764152133,0.0,-0.0647568559407199,-0.06546006081409661,-0.0647076055718101,1.3877787807814457e-17,-0.06618813302060797,-0.06689026172355339
development-own_momentum-1000XECUSDT-20220311-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-03-10T00:00:00Z,2022-03-11T00:00:00Z,2022-03-18T00:00:00Z,7,7,2,0.08181085437936586,10491815.82403,,,0,0.08054,0.07838,6.208095356344673,21,-0.0007561110815420909,-0.0012754599174782718,-0.013409485969704482,-0.014001440278122612,2.949029909160572e-17,-0.014757551359664703,-0.015498350472432754,-0.014988038837844553,-7.806255641895632e-17,-0.015744149919386642,-0.016484207213388502,-0.015974637397566327,6.938893903907228e-17,-0.0172500973150446,-0.017989022294359613
development-own_momentum-1000XECUSDT-20220319-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-03-18T00:00:00Z,2022-03-19T00:00:00Z,2022-03-26T00:00:00Z,7,7,2,0.11140002737101429,12605478.84592,,,0,0.08122,0.08405,6.156119182467372,21,-0.0010639592895838462,-0.0015959389343757698,0.0174218172863827,0.016811364196010814,-1.3877787807814457e-17,0.015747404906426968,0.01498366926207928,0.01579395283181484,-1.0408340855860843e-17,0.014729993542230993,0.01396702288465046,0.014776541467618753,-2.949029909160572e-17,0.013180602533242984,0.012418796855395708
development-own_momentum-1000XECUSDT-20220327-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-03-26T00:00:00Z,2022-03-27T00:00:00Z,2022-04-03T00:00:00Z,7,7,2,0.043154225267459934,11517152.836860001,,,0,0.08678,0.12877,5.7616962433740495,21,0.004515607376015786,0.0009682140140121565,0.2419336252592763,0.24118846508412073,-5.551115123125783e-17,0.2457040724601365,0.24476743349079078,0.23994667661903668,0.0,0.24446228399505246,0.2435265787205496,0.23870488815395252,2.7755575615628914e-17,0.23967310216796467,0.23874099785650715
development-own_momentum-1000XECUSDT-20220404-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-04-03T00:00:00Z,2022-04-04T00:00:00Z,2022-04-11T00:00:00Z,7,7,2,0.1831975560081467,18106896.29948,,,0,0.11618,0.1001,4.303666724048889,21,-0.0007581057599208124,-0.0012215996896109487,-0.06920296092270617,-0.06976143914615257,-1.3877787807814457e-17,-0.07051954490607339,-0.07121841684101593,-0.07069227770700648,-6.938893903907228e-17,-0.0714503834669273,-0.07214855550878174,-0.07162311626786028,-4.163336342344337e-17,-0.07284471595747123,-0.07354183960735539
development-own_momentum-1000XECUSDT-20220419-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-04-18T00:00:00Z,2022-04-19T00:00:00Z,2022-04-26T00:00:00Z,7,7,2,0.022496043409450772,20068272.405845,,,0,0.09048,0.08663,5.526083112290008,21,-0.0009590372853857204,-0.00147489373111019,-0.02127541998231658,-0.02186265473032717,6.938893903907228e-18,-0.02282169201571289,-0.02355642773946287,-0.022841392075596878,-6.245004513516506e-17,-0.0238004293609826,-0.024534429176776062,-0.02382012942086642,3.8163916471489756e-17,-0.02529502315197661,-0.02602789918980475
development-own_momentum-1000XECUSDT-20220508-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-05-07T00:00:00Z,2022-05-08T00:00:00Z,2022-05-15T00:00:00Z,7,7,2,0.03104671791839131,14214457.06871,,,0,0.06978,0.04252,7.165376898824879,20,0.0031474779139789334,0.0011780899201343507,-0.19532817426196614,-0.19581097735740893,2.7755575615628914e-17,-0.19266349944343,-0.193270531919693,-0.19661576638005152,-2.7755575615628914e-17,-0.19346828846607259,-0.19407471582529578,-0.19742055540269415,-2.7755575615628914e-17,-0.1962424654825598,-0.19684680695127432
development-own_momentum-1000XECUSDT-20220519-7-7-2,development,own_momentum,1000XECUSDT,Payment,2022-05-18T00:00:00Z,2022-05-19T00:00:00Z,2022-05-26T00:00:00Z,7,7,2,0.22001654259718784,16063312.906624999,,,0,0.04423,0.04915,11.304544426859598,20,0.0023643502902916573,0.0007257043434501471,0.055618358580149185,0.05498498756500125,1.1102230246251565e-16,0.05734933785529291,0.056554321915358585,0.05392940257743617,-7.632783294297951e-17,0.05629375286772783,0.05549953061712687,0.052873817589871086,-4.163336342344337e-17,0.05359952193332123,0.052807325462149945
