trade_id,strategy_variant,entry_time,exit_time,decision_time,symbol,score,selection_rank,eligible_count,entry_price,exit_price,notional_fraction,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_short_return,gross_long_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-hmom14-20230102-KAVAUSDT,hmom14,2023-01-02T00:00:00+0000,2023-01-09T00:00:00+0000,2023-01-01T00:00:00+0000,KAVAUSDT,-0.32354495258911914,1,21,0.5361,0.6819,0.5,0.9326618168252191,20,-0.009915398260352733,-0.015031556483781475,-0.1359820928931169,-0.1359820928931169,-0.13666368214885266,8.326672684688674e-17,-0.1465790804092054,-0.13779974583100152,2.7755575615628914e-17,-0.14771514409135425,-0.1389358095131505,-5.551115123125783e-17,-0.15396736599693195
development-hmom14-20230102-SOLUSDT,hmom14,2023-01-02T00:00:00+0000,2023-01-09T00:00:00+0000,2023-01-01T00:00:00+0000,SOLUSDT,-0.23126921367967407,2,21,9.977,14.464,0.5,0.05011526510975243,20,-0.02419384109233888,-0.03629076163850833,-0.22486719454745918,-0.22486719454745918,-0.22560211486418763,0.0,-0.2497959559565265,-0.22682711697905167,5.551115123125783e-17,-0.2510209580713906,-0.22805211909391604,0.0,-0.26434288073242435
development-hmom14-20230102-ZECUSDT,hmom14,2023-01-02T00:00:00+0000,2023-01-09T00:00:00+0000,2023-01-01T00:00:00+0000,ZECUSDT,-0.20498341001553363,3,21,37.23,42.75,0.5,0.013430029546065002,20,-0.0009413286190678634,-0.001705155457522503,-0.07413376309427888,-0.07413376309427888,-0.07477824335213551,-9.71445146547012e-17,-0.07571957197120337,-0.07585242159548755,-1.3877787807814457e-17,-0.07679375021455541,-0.07692659983883976,1.3877787807814457e-17,-0.07863175529636227
development-hmom14-20230102-SNXUSDT,hmom14,2023-01-02T00:00:00+0000,2023-01-09T00:00:00+0000,2023-01-01T00:00:00+0000,SNXUSDT,-0.11204543875971018,4,21,1.475,1.765,0.5,0.3389830508474576,20,-0.00032617568698799996,-0.0008874328976540339,-0.0983050847457626,-0.0983050847457626,-0.0989640677966101,0.0,-0.0992902434835981,-0.10006243186440666,-6.938893903907228e-17,-0.10038860755139467,-0.10116079593220334,0.0,-0.10204822882985737
development-hmom14-20230102-AAVEUSDT,hmom14,2023-01-02T00:00:00+0000,2023-01-09T00:00:00+0000,2023-01-01T00:00:00+0000,AAVEUSDT,-0.1107405269114783,5,21,52.1,59.32,0.5,0.009596928982725527,20,0.0010433224446302668,0.0005216612223151334,-0.06928982725527832,-0.06928982725527832,-0.06993140115163138,8.326672684688674e-17,-0.06888807870700112,-0.07100073255278305,0.0,-0.06995741010815279,-0.07207006395393473,-1.3877787807814457e-17,-0.0715484027316196
development-hmom14-20230109-XRPUSDT,hmom14,2023-01-09T00:00:00+0000,2023-01-16T00:00:00+0000,2023-01-08T00:00:00+0000,XRPUSDT,-0.07720785270747835,1,22,0.345,0.3845,0.5,1.4492753623188408,21,0.0010456395086956523,0.0004922847543478262,-0.05724637681159428,-0.05724637681159428,-0.05788072463768129,-6.938893903907228e-17,-0.05683508512898564,-0.05893800536231886,-4.163336342344337e-17,-0.05789236585362321,-0.059995286086956645,0.0,-0.05950300133260882
development-hmom14-20230109-HBARUSDT,hmom14,2023-01-09T00:00:00+0000,2023-01-16T00:00:00+0000,2023-01-08T00:00:00+0000,HBARUSDT,-0.05992040635374659,3,22,0.04178,0.05232,0.5,11.96744853997128,21,0.0006051577365509815,0.00013439611696864533,-0.12613690761129726,-0.12613690761129726,-0.12681258975586412,-5.551115123125783e-17,-0.12620743201931314,-0.12793880234561983,2.7755575615628914e-17,-0.12733364460906885,-0.12906501493537587,2.7755575615628914e-17,-0.12893061881840723
development-hmom14-20230109-LTCUSDT,hmom14,2023-01-09T00:00:00+0000,2023-01-16T00:00:00+0000,2023-01-08T00:00:00+0000,LTCUSDT,-0.03692113046807207,4,22,78.68,87.45,0.5,0.006354855109303508,21,0.0012024446631672598,0.0006012223315836299,-0.0557320793085917,-0.0557320793085917,-0.05636551855617694,-4.85722573273506e-17,-0.05516307389300968,-0.05742128407473307,-2.7755575615628914e-17,-0.05621883941156581,-0.05847704959328914,4.163336342344337e-17,-0.057875827261705516
development-hmom14-20230116-AVAXUSDT,hmom14,2023-01-16T00:00:00+0000,2023-01-23T00:00:00+0000,2023-01-15T00:00:00+0000,AVAXUSDT,-0.09969545384507945,1,24,16.817,17.35,0.5,0.029731818992685972,21,0.001536820397327032,0.000768410198663516,-0.015847059523101614,-0.015847059523101614,-0.016456567758815488,3.469446951953614e-17,-0.014919747361488456,-0.0174724243265742,3.469446951953614e-17,-0.015935603929247165,-0.01848828089433313,2.42861286636753e-17,-0.017719870695669614
development-hmom14-20230116-ZILUSDT,hmom14,2023-01-16T00:00:00+0000,2023-01-23T00:00:00+0000,2023-01-15T00:00:00+0000,ZILUSDT,-0.09695661669210873,2,24,0.02594,0.027,0.5,19.275250578257516,21,0.0011597506535851966,0.0005798753267925983,-0.0204317656129529,-0.0204317656129529,-0.02104402467232075,-3.8163916471489756e-17,-0.01988427401873555,-0.02206446869699291,1.0408340855860843e-17,-0.020904718043407714,-0.023084912721665296,3.469446951953614e-17,-0.0225050373948727
