trade_id,week_id,entry_time,exit_time,decision_time,symbol,formation_days,state_window_weeks,state_mode,selection_mode,current_state_return,previous_state_return,formation_return,market_formation_return,leg_weight,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_long_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-20210215-BTCUSDT-7-4-up_up-btc,development-20210215,2021-02-15T00:00:00Z,2021-02-22T00:00:00Z,2021-02-14T00:00:00Z,BTCUSDT,7,4,up_up,btc,2.122011063926527,1.4109602977505613,0.2524105355959252,0.3099851522679797,0.25,48655.21,57475.5,5.138195888991127e-06,20,-0.00608270687153054,-0.00912406030729581,0.045320377817709534,0.04499318559101895,1.3877787807814457e-17,0.038910478719488405,0.0444478924054279,-2.0816681711721685e-17,0.03836518553389736,0.04390259921983686,-2.0816681711721685e-17,0.03477853891254105
development-20210222-BTCUSDT-7-4-up_up-btc,development-20210222,2021-02-22T00:00:00Z,2021-03-01T00:00:00Z,2021-02-21T00:00:00Z,BTCUSDT,7,4,up_up,btc,3.048498422372111,2.122011063926527,0.18152670597866094,0.25680859493493247,0.25,57475.5,45162.64,4.34967942862611e-06,22,-0.0015954268501948555,-0.0023931402752922822,-0.053556993849553286,-0.053824859653243545,1.3877787807814457e-17,-0.0554202865034384,-0.05427133479359031,-1.3877787807814457e-17,-0.055866761643785165,-0.054717809933937045,2.0816681711721685e-17,-0.05711095020922933
development-20210301-BTCUSDT-7-4-up_up-btc,development-20210301,2021-03-01T00:00:00Z,2021-03-08T00:00:00Z,2021-02-28T00:00:00Z,BTCUSDT,7,4,up_up,btc,1.034644535799416,3.048498422372111,-0.21437851718193002,-0.1589312321525523,0.25,45162.64,50991.35,5.535548851882884e-06,21,-0.000689873482554964,-0.0010348102238324458,0.0322651089484583,0.031945749883089236,2.7755575615628914e-17,0.031255876400534274,0.03141350413320615,-1.3877787807814457e-17,0.030723630650651184,0.030881258383323062,2.42861286636753e-17,0.029846448159490616
development-20210308-BTCUSDT-7-4-up_up-btc,development-20210308,2021-03-08T00:00:00Z,2021-03-15T00:00:00Z,2021-03-07T00:00:00Z,BTCUSDT,7,4,up_up,btc,0.5120041346400577,1.034644535799416,0.12912923219175898,0.09190777194689864,0.25,50991.35,59037.11,4.902792336347244e-06,20,-0.003579371781840037,-0.005369057672760057,0.039446690468089185,0.03912302245380839,2.7755575615628914e-17,0.03554365067196835,0.03858359943135453,-4.163336342344337e-17,0.0350042276495145,0.03804417640890079,6.245004513516506e-17,0.03267511873614073
development-20210315-BTCUSDT-7-4-up_up-btc,development-20210315,2021-03-15T00:00:00Z,2021-03-22T00:00:00Z,2021-03-14T00:00:00Z,BTCUSDT,7,4,up_up,btc,0.21517408428593887,0.5120041346400577,0.1576979590460057,0.05281458652516905,0.25,59037.11,57415.19,4.234624628475208e-06,21,-0.001902490497580725,-0.0028537357463710874,-0.006868222377416494,-0.0071641014439900175,3.5561831257524545e-17,-0.009066591941570742,-0.0076572373425460305,-1.0408340855860843e-17,-0.009559727840126755,-0.008150373241102071,8.673617379884035e-18,-0.011004108987473159
development-20210322-BTCUSDT-7-4-up_up-btc,development-20210322,2021-03-22T00:00:00Z,2021-03-29T00:00:00Z,2021-03-21T00:00:00Z,BTCUSDT,7,4,up_up,btc,0.005264400594884977,0.21517408428593887,-0.02747322362608473,0.03970694831940776,0.25,57415.19,55804.16,4.3542484140521e-06,21,-0.0011181854247449335,-0.0016772781371173994,-0.0070148248224903564,-0.007310615927596825,3.122502256758253e-17,-0.00842880135234176,-0.007803605311669237,-1.214306433183765e-17,-0.008921790736414172,-0.00829659469574165,8.673617379884035e-18,-0.009973872832859049
development-20210329-BTCUSDT-7-4-up_up-btc,development-20210329,2021-03-29T00:00:00Z,2021-04-05T00:00:00Z,2021-03-28T00:00:00Z,BTCUSDT,7,4,up_up,btc,0.1800869800159719,0.005264400594884977,-0.02804310637012719,-0.012663432975944059,0.25,55804.16,58234.61,4.479952749042365e-06,22,-0.0035934757933223545,-0.005390213689983532,0.010888301158909985,0.010581768178214657,0.0,0.006988292384892302,0.01007088641003645,-2.949029909160572e-17,0.006477410616714096,0.009560004641858244,1.0408340855860843e-17,0.004169790951874712
development-20210405-BTCUSDT-7-4-up_up-btc,development-20210405,2021-04-05T00:00:00Z,2021-04-12T00:00:00Z,2021-04-04T00:00:00Z,BTCUSDT,7,4,up_up,btc,0.22489199992436615,0.1800869800159719,0.04353600066517238,0.1333648427295532,0.25,58234.61,60093.26,4.292979724600199e-06,20,-0.0030807491588662307,-0.0046211237382993466,0.007979146765128176,0.007674359277069109,1.9949319973733282e-17,0.004593610118202879,0.007166384917792035,-1.214306433183765e-17,0.004085635758925804,0.0066584105585149045,-3.8163916471489756e-17,0.002037286820215558
development-20210412-BTCUSDT-7-4-up_up-btc,development-20210412,2021-04-12T00:00:00Z,2021-04-19T00:00:00Z,2021-04-11T00:00:00Z,BTCUSDT,7,4,up_up,btc,0.5664531309545804,0.22489199992436615,0.03186404098868345,0.34639193127135764,0.25,60093.26,56140.05,4.1602003286225446e-06,22,-0.004788520546293768,-0.00718278081944065,-0.016446145541113927,-0.016736277853789228,3.122502256758253e-17,-0.021524798400082996,-0.017219841575935424,3.122502256758253e-17,-0.022008362122229192,-0.017703405298081704,0.0,-0.024886186117522354
development-20210419-BTCUSDT-7-4-up_up-btc,development-20210419,2021-04-19T00:00:00Z,2021-04-26T00:00:00Z,2021-04-18T00:00:00Z,BTCUSDT,7,4,up_up,btc,1.3269999107485893,0.5664531309545804,-0.06573700869692556,0.5445070957658295,0.25,56140.05,49063.94,4.453148866094704e-06,20,-0.0006955641555933811,-0.0010433462333900717,-0.031510971222861395,-0.031792064640127654,2.7755575615628914e-17,-0.032487628795721035,-0.032260572575487534,-6.938893903907228e-18,-0.032956136731080915,-0.032729080510847414,2.7755575615628914e-17,-0.033772426744237485
