decision_time,rankable,rmom_high_return,rmom_low_return,rmom_high_minus_low,raw_mom_high_minus_low,rmom_minus_raw_spread,rmom_rank_ic,controlled_rmom_slope,rmom_tail_beta_spread,raw_mom_tail_beta_spread,equal_weight_market_return,score_raw_mom14_spearman,score_beta84_spearman,score_idio_vol84_spearman,score_total_vol28_spearman,score_max28_spearman,score_log_volume30_spearman,selected_symbol,selected_gross_return
2023-03-04T00:00:00Z,24,-0.07342851519142483,0.029335825185446106,-0.10276434037687093,-0.039470728325101255,-0.06329361205176967,-0.37739130434782603,0.0023127022335848483,0.22135218576473314,-0.47673540263231895,-0.04209438897468707,0.7704347826086956,0.08782608695652173,-0.12869565217391304,0.015652173913043476,-0.17739130434782607,0.07391304347826086,SOLUSDT,-0.0365935114503817
2023-03-11T00:00:00Z,24,0.061170766556120616,0.11354753553972063,-0.05237676898360002,-0.052418788008857756,4.201902525773765e-05,-0.3026086956521739,-0.037250944219842694,-0.0660833188633504,-0.3214232962423911,0.0845062808793825,0.7695652173913042,0.019130434782608695,0.2417391304347826,-0.01826086956521739,0.13043478260869562,0.4547826086956522,XRPUSDT,0.04015090272163846
2023-03-18T00:00:00Z,24,-0.05213784749683381,-0.02380242362117846,-0.028335423875655352,-0.057485974207290756,0.029150550331635404,-0.29739130434782607,-0.013354846496033614,-0.29222306603230674,-0.26113163992636756,-0.031200443334616898,0.9513043478260867,-0.27391304347826084,-0.01652173913043478,-0.17739130434782607,-0.18521739130434778,0.14956521739130432,BNBUSDT,-0.02239428231089946
2023-03-25T00:00:00Z,24,-0.018806252191462904,0.03189425966132571,-0.050700511852788614,-0.02416753715781148,-0.026532974694977136,-0.14782608695652172,-0.036575565650652966,-0.42150288570697914,-0.21295862631480234,0.023786276936292258,0.8878260869565217,-0.6121739130434782,-0.2278260869565217,-0.17217391304347823,-0.06173913043478261,0.22869565217391302,BNBUSDT,-0.0448093091263555
2023-04-01T00:00:00Z,24,-0.015761605682016455,0.021102189791177128,-0.036863795473193586,-0.055560796652428884,0.018697001179235298,-0.4591304347826086,-0.0037341592963649655,-0.14743495000572693,-0.25970533940499674,0.010245322842957016,0.9530434782608694,-0.2904347826086956,0.007826086956521738,0.16,0.25565217391304346,0.13826086956521738,XRPUSDT,-0.024343122102009174
2023-04-08T00:00:00Z,24,0.06079248090674274,0.1405901214691208,-0.07979764056237806,-0.03835710363553053,-0.041440536926847536,-0.5434782608695652,-0.03186480654533201,-0.009068398863039007,0.17063204960577172,0.09249914276403065,0.9399999999999998,0.06695652173913043,-0.08869565217391304,0.17652173913043476,0.21043478260869564,-0.21391304347826084,XRPUSDT,0.031287128712871315
2023-04-15T00:00:00Z,24,-0.15913215481812837,-0.10730492433081618,-0.05182723048731219,-0.06588953216983706,0.01406230168252487,-0.40086956521739125,0.016597607420554612,0.3339945679778604,0.39002847961778686,-0.12638170294734433,0.9356521739130433,0.4530434782608695,-0.21478260869565213,-0.16,-0.23304347826086955,0.15739130434782608,SOLUSDT,-0.15347901546229104
2023-04-22T00:00:00Z,24,-0.009103539231923596,-1.1574467631958463e-05,-0.009091964764291638,-0.005949543721372708,-0.00314242104291893,0.15304347826086956,0.013777200955393667,0.07906174629015483,-0.06330298850799598,-0.003054658978469141,0.9434782608695651,0.005217391304347826,-0.14260869565217388,-0.11391304347826085,-0.03565217391304347,0.29739130434782607,SOLUSDT,0.05903732351707758
2023-04-29T00:00:00Z,24,-0.031494652752788045,-0.0465401733929071,0.015045520640119055,0.037865133550008756,-0.0228196129098897,0.033913043478260865,-0.010553307003954014,-0.07680938508016122,-0.3497955040498202,-0.04585534146859591,0.8426086956521738,-0.13652173913043478,0.22434782608695653,0.04347826086956521,0.09739130434782609,0.49304347826086947,SOLUSDT,-0.047034494896163404
2023-05-06T00:00:00Z,24,-0.0396307779496222,-0.06939606405146755,0.029765286101845347,0.027857269765963873,0.001908016335881474,0.23565217391304347,-0.056632205851812015,-0.36677672850242904,-0.3518107176482188,-0.03511913815272082,0.9765217391304346,-0.4730434782608695,0.17478260869565218,-0.20608695652173914,-0.09217391304347824,0.49217391304347824,XRPUSDT,-0.05260811413285782
2023-05-13T00:00:00Z,24,0.00845775200142489,0.00789443059211048,0.0005633214093144108,-0.01645972806638705,0.01702304947570146,0.12608695652173912,0.021689797741777275,-0.27258462888613955,-0.5703481067723892,0.006814438697378952,0.8582608695652173,-0.5956521739130434,-0.1391304347826087,-0.3521739130434782,-0.00608695652173913,0.2295652173913043,LINKUSDT,-0.017881705639614887
2023-05-20T00:00:00Z,24,0.04507336608686023,0.05423244320470997,-0.009159077117849738,0.007254261089293772,-0.01641333820714351,-0.22,-0.02600482453127395,-0.29935718469067096,-0.35596637225233296,0.0410605046603968,0.9034782608695651,-0.4121739130434783,0.47130434782608693,0.13130434782608694,0.24086956521739128,0.13565217391304346,XRPUSDT,0.05447385692408657
2023-05-27T00:00:00Z,23,0.0007516567525820417,-0.0012719673420126254,0.002023624094594667,0.0026092163989921424,-0.0005855923043974753,-0.14525691699604742,0.027251253135845418,-0.1331721657606224,-0.13069585929935812,-0.0167701107798294,0.9664031620553359,-0.14723320158102768,0.3982213438735178,0.14130434782608697,0.2855731225296443,0.07608695652173912,XRPUSDT,0.11058091286307059
2023-06-03T00:00:00Z,23,-0.14268535316068934,-0.2292743034735966,0.08658895031290725,0.08119255411205947,0.005396396200847781,0.2440711462450593,0.02279799167601461,-0.2728457609144832,-0.2623748004111457,-0.187179810976541,0.983201581027668,-0.22826086956521738,0.3023715415019763,0.06521739130434782,0.408102766798419,0.5108695652173914,XRPUSDT,-0.027274425555762982
2023-06-10T00:00:00Z,23,-0.019808689602167574,0.015401058169738645,-0.03520974777190622,-0.015089472228590695,-0.020120275543315524,-0.31521739130434784,-0.04359880473954904,-0.11048245471345297,-0.09946497058820125,-0.005569624404051794,0.9199604743083004,-0.24110671936758896,-0.1373517786561265,-0.3626482213438736,-0.11264822134387352,0.14031620553359686,XRPUSDT,-0.0654887651238718
2023-06-17T00:00:00Z,23,0.32177551639605706,0.11328841166312986,0.2084871047329272,0.11308803050353297,0.09539907422939423,0.3290513833992095,0.2407081939788099,0.11897450841063206,-0.4638430751347207,0.2000086808289419,0.6166007905138341,0.001976284584980237,-0.19762845849802374,-0.14130434782608697,-0.10177865612648221,0.10474308300395258,AVAXUSDT,0.1854696327683616
2023-06-24T00:00:00Z,23,0.15223597974766906,0.029223203433218714,0.12301277631445034,0.10103187814768574,0.0219808981667646,0.2707509881422925,-0.009604613322547525,-0.11596867882484385,-0.10262072549937606,0.08050579462889025,0.9525691699604744,-0.3231225296442688,-0.08498023715415019,-0.18774703557312253,0.4061264822134388,-0.10770750988142294,ETCUSDT,0.11095965103598693
2023-07-01T00:00:00Z,24,-0.07664236820891757,-0.040687141177315464,-0.0359552270316021,-0.06610016571747812,0.03014493868587602,-0.2713043478260869,0.026739223152745756,-0.055715878197663216,0.4265765383552207,-0.05206798504025136,0.82,0.08956521739130434,0.2252173913043478,0.31130434782608696,0.5852173913043477,-0.15217391304347824,ETCUSDT,-0.0863312883435583
2023-07-08T00:00:00Z,24,0.06465642152029953,0.14759453645384335,-0.08293811493354382,-0.08943806986405732,0.006499954930513502,-0.11826086956521738,-0.029426297319762706,-0.015645867037539007,0.2990495317207096,0.09056427783068259,0.9286956521739129,0.04869565217391304,0.40782608695652167,0.25217391304347825,0.3417391304347826,0.2078260869565217,BCHUSDT,-0.05941974378296899
2023-07-15T00:00:00Z,25,0.021321968673307913,0.009096153140262886,0.012225815533045028,0.01210716332351074,0.00011865220953428783,-0.04230769230769231,0.024484129682198458,0.05733985398705177,-0.02697677487268524,0.01786263887529706,0.9276923076923077,-0.0723076923076923,0.20846153846153848,0.08153846153846152,0.08153846153846152,0.26615384615384613,SOLUSDT,-0.09674123271174684
2023-07-22T00:00:00Z,25,-0.030838496987580788,-0.05159888618482846,0.020760389197247674,0.0005932924929874725,0.0201670967042602,0.04230769230769231,0.025977459127393528,-0.0017356376980293131,0.07244259284896959,-0.0288225202316519,0.8869230769230768,-0.09384615384615384,0.27153846153846156,0.16461538461538464,0.14923076923076922,0.10076923076923076,XRPUSDT,-0.045399105569860376
2023-07-29T00:00:00Z,24,-0.03774124235837813,-0.03441780933028886,-0.0033234330280892677,0.014007559915086489,-0.017330992943175756,-0.1643478260869565,0.001344408232364782,-0.055560197128425415,-0.07291166357893397,-0.04523532305983551,0.9730434782608696,-0.0008695652173913043,0.11739130434782606,0.19478260869565217,0.24260869565217388,0.029565217391304344,LINKUSDT,-0.06012448682293736
