date,TRXUSDT_PERP_VOL60_TARGET8
2021-01-01 00:00:00+00:00,-1.6923031836202362e-05
2021-01-02 00:00:00+00:00,0.0010808395864982945
2021-01-03 00:00:00+00:00,0.007082627334776159
2021-01-04 00:00:00+00:00,0.003788767652445957
2021-01-05 00:00:00+00:00,-0.007408060373491732
2021-01-06 00:00:00+00:00,0.005954354417979646
2021-01-07 00:00:00+00:00,0.0015229029623338164
2021-01-08 00:00:00+00:00,-0.0017679248182437268
2021-01-09 00:00:00+00:00,0.010267940817748844
2021-01-10 00:00:00+00:00,-0.0037162706324371797
2021-01-11 00:00:00+00:00,-0.011186181361077963
2021-01-12 00:00:00+00:00,-0.001065540757270833
2021-01-13 00:00:00+00:00,0.00645567168555794
2021-01-14 00:00:00+00:00,-0.0019175558421414829
2021-01-15 00:00:00+00:00,-0.0012399480299032373
2021-01-16 00:00:00+00:00,0.0010622776422624103
2021-01-17 00:00:00+00:00,0.0004470482322542768
2021-01-18 00:00:00+00:00,0.0040889268717065885
2021-01-19 00:00:00+00:00,-0.0033329114635960444
2021-01-20 00:00:00+00:00,-0.0004112546660447469
2021-01-21 00:00:00+00:00,-0.008722777713779273
2021-01-22 00:00:00+00:00,0.002966756386632241
2021-01-23 00:00:00+00:00,0.002090911456502864
2021-01-24 00:00:00+00:00,0.0022357752256769725
2021-01-25 00:00:00+00:00,-0.0014789947871731712
2021-01-26 00:00:00+00:00,-8.53490705524651e-05
2021-01-27 00:00:00+00:00,-0.003734536587536863
2021-01-28 00:00:00+00:00,0.003935094316400711
2021-01-29 00:00:00+00:00,0.011209091503671775
2021-01-30 00:00:00+00:00,-0.003454669815758149
2021-01-31 00:00:00+00:00,-0.0020231148210745342
2021-02-01 00:00:00+00:00,0.0034025317382473386
2021-02-02 00:00:00+00:00,0.00044516160015772854
2021-02-03 00:00:00+00:00,0.002934028745227968
2021-02-04 00:00:00+00:00,-0.0038313746703626528
2021-02-05 00:00:00+00:00,0.007397050739898825
2021-02-06 00:00:00+00:00,-0.0033729488420380926
2021-02-07 00:00:00+00:00,0.0017943993645290757
2021-02-08 00:00:00+00:00,0.010731612267407487
2021-02-09 00:00:00+00:00,0.013421404454512897
2021-02-10 00:00:00+00:00,-0.0005588719263595054
2021-02-11 00:00:00+00:00,0.025741404631405063
2021-02-12 00:00:00+00:00,-0.005086304844719058
2021-02-13 00:00:00+00:00,0.010846895718960692
2021-02-14 00:00:00+00:00,-0.012074983877816803
2021-02-15 00:00:00+00:00,-0.010678300556407505
2021-02-16 00:00:00+00:00,0.0027734575359803504
2021-02-17 00:00:00+00:00,0.0014670700035923634
2021-02-18 00:00:00+00:00,0.005307629711625905
2021-02-19 00:00:00+00:00,0.013115988274661206
2021-02-20 00:00:00+00:00,-0.00833786938501091
2021-02-21 00:00:00+00:00,0.003846495592553012
2021-02-22 00:00:00+00:00,-0.012423321842186308
2021-02-23 00:00:00+00:00,-0.02207407908618919
2021-02-24 00:00:00+00:00,0.007471017631850874
2021-02-25 00:00:00+00:00,-0.006906584362486812
2021-02-26 00:00:00+00:00,0.0002669250048354943
2021-02-27 00:00:00+00:00,0.003345796953154734
2021-02-28 00:00:00+00:00,-0.0019959853044478892
2021-03-01 00:00:00+00:00,0.0029021495992314073
2021-03-02 00:00:00+00:00,-0.0013261836934143068
2021-03-03 00:00:00+00:00,0.002704853918466643
2021-03-04 00:00:00+00:00,0.0035095315309547903
2021-03-05 00:00:00+00:00,-0.0017048080610863048
2021-03-06 00:00:00+00:00,-4.671088840757509e-05
2021-03-07 00:00:00+00:00,0.00213907261320756
2021-03-08 00:00:00+00:00,0.0019186583379087185
2021-03-09 00:00:00+00:00,0.00011313720007466443
2021-03-10 00:00:00+00:00,-0.0024675513862590925
2021-03-11 00:00:00+00:00,0.00011421397747346518
2021-03-12 00:00:00+00:00,-0.0021223769197946663
2021-03-13 00:00:00+00:00,0.004016365265824495
2021-03-14 00:00:00+00:00,-0.002554633580510224
2021-03-15 00:00:00+00:00,-0.0005316756123598942
2021-03-16 00:00:00+00:00,0.002260330112131559
2021-03-17 00:00:00+00:00,0.0032759668375457185
2021-03-18 00:00:00+00:00,-0.0020609030433010878
2021-03-19 00:00:00+00:00,0.007250425220307832
2021-03-20 00:00:00+00:00,0.0029610631150833733
2021-03-21 00:00:00+00:00,0.0032093323884458957
2021-03-22 00:00:00+00:00,-0.005599592606673531
2021-03-23 00:00:00+00:00,-0.0009975909733731525
2021-03-24 00:00:00+00:00,-0.003949510795030364
2021-03-25 00:00:00+00:00,-0.0005027857792283541
2021-03-26 00:00:00+00:00,0.012529476697255904
2021-03-27 00:00:00+00:00,-0.0014035196422541585
2021-03-28 00:00:00+00:00,5.414364710532027e-05
2021-03-29 00:00:00+00:00,0.0014731826030611739
2021-03-30 00:00:00+00:00,0.0015688557673116943
2021-03-31 00:00:00+00:00,0.035715473884105675
2021-04-01 00:00:00+00:00,-0.005055128208824589
2021-04-02 00:00:00+00:00,0.003929119098459166
2021-04-03 00:00:00+00:00,0.004980420231367466
2021-04-04 00:00:00+00:00,0.014947093636360265
2021-04-05 00:00:00+00:00,0.004826860762124019
2021-04-06 00:00:00+00:00,-0.007211509568882946
2021-04-07 00:00:00+00:00,-0.008076511616258442
2021-04-08 00:00:00+00:00,0.007467519301604497
2021-04-09 00:00:00+00:00,-0.004616647693152065
2021-04-10 00:00:00+00:00,0.006092144481666395
2021-04-11 00:00:00+00:00,-0.002809203545182326
2021-04-12 00:00:00+00:00,0.0031367639491381993
2021-04-13 00:00:00+00:00,0.009443807767129497
2021-04-14 00:00:00+00:00,-0.0038864387676875722
2021-04-15 00:00:00+00:00,0.013053146682665995
2021-04-16 00:00:00+00:00,-0.0025544345932780876
2021-04-17 00:00:00+00:00,-0.003517856320457202
2021-04-18 00:00:00+00:00,-0.007205965300400741
2021-04-19 00:00:00+00:00,-0.007494316415774582
2021-04-20 00:00:00+00:00,0.0016595571162483225
2021-04-21 00:00:00+00:00,-0.005852464902360466
2021-04-22 00:00:00+00:00,-0.007377492126084628
2021-04-23 00:00:00+00:00,-0.00051588130107727
2021-04-24 00:00:00+00:00,-0.0038370886608205534
2021-04-25 00:00:00+00:00,-0.00046309591679816187
2021-04-26 00:00:00+00:00,0.009113327160409579
2021-04-27 00:00:00+00:00,0.0050443774076269765
2021-04-28 00:00:00+00:00,-0.00196065876482876
2021-04-29 00:00:00+00:00,-0.0008897928244192554
2021-04-30 00:00:00+00:00,0.006408838841163611
