decision_time,entry_time,exit_time,symbol,gross_return,full_plan_after_cost_and_hurdle
2023-11-25T00:00:00Z,2023-11-27T00:00:00Z,2023-12-04T00:00:00Z,CRVUSDT,0.03958691910499135,0.00784426875891633
2023-12-02T00:00:00Z,2023-12-04T00:00:00Z,2023-12-11T00:00:00Z,SOLUSDT,0.18857505553792442,0.045091302867149595
2023-12-09T00:00:00Z,2023-12-11T00:00:00Z,2023-12-18T00:00:00Z,LTCUSDT,-0.0775705775705775,-0.021445105409975882
2023-12-16T00:00:00Z,2023-12-18T00:00:00Z,2023-12-25T00:00:00Z,SOLUSDT,0.5877126174155878,0.14487569333656544
2023-12-23T00:00:00Z,2023-12-25T00:00:00Z,2024-01-01T00:00:00Z,LTCUSDT,0.024167486300407548,0.00398941055777038
2023-12-30T00:00:00Z,2024-01-01T00:00:00Z,2024-01-08T00:00:00Z,NEARUSDT,-0.120415982484948,-0.03215645663856851
2024-01-06T00:00:00Z,2024-01-08T00:00:00Z,2024-01-15T00:00:00Z,NEARUSDT,0.029247044181704984,0.005259300028094739
2024-01-13T00:00:00Z,2024-01-15T00:00:00Z,2024-01-22T00:00:00Z,BCHUSDT,-0.035503440413664045,-0.010928321120747517
2024-01-20T00:00:00Z,2024-01-22T00:00:00Z,2024-01-29T00:00:00Z,ETCUSDT,-0.041955475821577104,-0.012541329972725782
2024-01-27T00:00:00Z,2024-01-29T00:00:00Z,2024-02-05T00:00:00Z,ETCUSDT,0.06345490913733665,0.013811266267002655
2024-02-03T00:00:00Z,2024-02-05T00:00:00Z,2024-02-12T00:00:00Z,ETCUSDT,0.035577076996958557,0.006841808231908132
2024-02-10T00:00:00Z,2024-02-12T00:00:00Z,2024-02-19T00:00:00Z,NEARUSDT,0.12763915547024962,0.0298573278502309
2024-02-17T00:00:00Z,2024-02-19T00:00:00Z,2024-02-26T00:00:00Z,LTCUSDT,-0.008749647191645615,-0.004239872815242911
2024-02-24T00:00:00Z,2024-02-26T00:00:00Z,2024-03-04T00:00:00Z,XRPUSDT,0.1546676486834837,0.03661445115353942
