trade_id,slot_id,variant,symbol,signal_time,decision_time,entry_time,exit_time,oi,rolling_q25,rolling_q75,direction,direction_name,six_hour_return,entry_price,exit_price,quantity_per_unit_plan_capital,notional_fraction,funding_events,actual_funding_return,stress_funding_return,maximum_adverse_price_return,gross_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-placebo-202411021222-BTCUSDT,20241102-B,placebo,BTCUSDT,2024-11-02T12:22:00Z,2024-11-02T12:23:00Z,2024-11-02T12:23:00Z,2024-11-03T00:23:00Z,0.42480123832047334,-0.27352156034286756,0.16802681663521618,1,LONG,-0.0005745046333798243,69585.1,69297.2,3.5927231548133145e-06,0.25,2,-4.9853847104771717e-05,-7.478077065715757e-05,-0.002020188229951536,-0.0010343449962707846,-0.001333724389273011,1.1058862159352145e-17,-0.0013835782363777827,-0.0018326906648837293,1.0625181290357943e-17,-0.001882544511988501,-0.00233165694049442,3.8163916471489756e-17,-0.0024064377111515773
development-placebo-202411030022-BTCUSDT,20241103-A,placebo,BTCUSDT,2024-11-03T00:22:00Z,2024-11-03T00:23:00Z,2024-11-03T00:23:00Z,2024-11-03T12:23:00Z,0.2817180234587291,-0.27352156034286756,0.17408139677855583,1,LONG,0.0006830324909747887,69297.2,68360.9,3.6076493711145617e-06,0.25,1,-2.467458227411786e-05,-3.7011873411176786e-05,-0.005235420767361443,-0.0033778421061745746,-0.003675815400910859,1.0842021724855044e-17,-0.003700489983184977,-0.004172439585509891,1.734723475976807e-17,-0.004197114167784008,-0.004669063770109061,-8.673617379884035e-18,-0.004706075643520238
development-placebo-202411031222-BTCUSDT,20241103-B,placebo,BTCUSDT,2024-11-03T12:22:00Z,2024-11-03T12:23:00Z,2024-11-03T12:23:00Z,2024-11-04T00:23:00Z,0.2780453398872256,-0.27352156034286756,0.18122750326318915,1,LONG,-0.0022782700326487992,68360.9,68587.6,3.6570612733302227e-06,0.25,2,-5.005000120138486e-05,-7.50750018020773e-05,-0.0033436511222057763,0.0008290557906640041,0.0005285583571896235,1.7780915628762273e-17,0.00047850835598823866,2.7729798832420993e-05,-2.168404344971009e-19,-2.2320202368963868e-05,-0.00047309875952478153,-1.826880660638075e-17,-0.0005481737613268589
development-placebo-202411040022-BTCUSDT,20241104-A,placebo,BTCUSDT,2024-11-04T00:22:00Z,2024-11-04T00:23:00Z,2024-11-04T00:23:00Z,2024-11-04T12:23:00Z,-0.49748929101945905,-0.2683817419685519,0.18858924033891622,-1,SHORT,0.004384359230438228,68587.6,68932.5,3.6449737270293754e-06,0.25,1,2.5005562646870574e-05,1.2502781323435287e-05,-0.003308542652024571,-0.0012571514384524104,-0.0015579057293154952,-1.3444106938820255e-17,-0.0015329001666686247,-0.0020591636350447695,6.938893903907228e-18,-0.0020341580723978988,-0.002560421540774127,-3.0357660829594124e-18,-0.0025479187594506917
development-placebo-202411051222-BTCUSDT,20241105-B,placebo,BTCUSDT,2024-11-05T12:22:00Z,2024-11-05T12:23:00Z,2024-11-05T12:23:00Z,2024-11-06T00:23:00Z,-0.5905601326045733,-0.2683817419685519,0.18122750326318915,-1,SHORT,0.00040216879723842247,68655.5,69909.5,3.641368863383123e-06,0.25,2,5.059976777363794e-05,2.529988388681897e-05,-0.006852692064000687,-0.0045662765546824365,-0.004869016320615288,-4.2500725161431774e-17,-0.00481841655284165,-0.005373585336935771,4.5102810375396984e-17,-0.005322985569162133,-0.005878154353256476,1.6479873021779667e-17,-0.005852854469369657
development-placebo-202411060022-BTCUSDT,20241106-A,placebo,BTCUSDT,2024-11-06T00:22:00Z,2024-11-06T00:23:00Z,2024-11-06T00:23:00Z,2024-11-06T12:23:00Z,0.3779114556403034,-0.27352156034286756,0.17408139677855583,1,LONG,0.0009908305221622005,69909.5,74478.0,3.57605189566511e-06,0.25,1,-2.625662629988771e-05,-3.938493944983156e-05,-1.0012945307863452e-05,0.016337193085346053,0.01602739076949483,-1.3877787807814457e-17,0.016001134143194942,0.015511063378725376,1.3877787807814457e-17,0.015484806752425488,0.01499473598795581,-1.5612511283791264e-17,0.014955351048505977
development-placebo-202411070022-BTCUSDT,20241107-A,placebo,BTCUSDT,2024-11-07T00:22:00Z,2024-11-07T00:23:00Z,2024-11-07T00:23:00Z,2024-11-07T12:23:00Z,-0.7133778241153401,-0.27352156034286756,0.18122750326318915,-1,SHORT,0.0068487106185768365,75300.1,74971.6,3.3200487117546985e-06,0.25,1,2.4833964363925146e-05,1.2416982181962573e-05,-0.0025644056249592984,0.0010906360018114185,0.0007912903834124962,-9.107298248878237e-18,0.0008161243477764214,0.00029238167379594393,-3.0574501264091225e-17,0.00031721563815986906,-0.00020652703582063614,1.6859343782149594e-17,-0.00019411005363867358
development-placebo-202411071222-BTCUSDT,20241107-B,placebo,BTCUSDT,2024-11-07T12:22:00Z,2024-11-07T12:23:00Z,2024-11-07T12:23:00Z,2024-11-08T00:23:00Z,0.39864949713895736,-0.28623781265865667,0.18122750326318915,1,LONG,0.0028827040432766182,74971.6,76112.5,3.3345960336980933e-06,0.25,2,-5.0662567615673794e-05,-7.599385142351069e-05,-0.0015459187212224501,0.0038044406148461355,0.003502157950477258,3.0357660829594124e-17,0.003451495382861584,0.0029983557925267745,0.0,0.0029476932249111005,0.002494553634576291,1.7780915628762273e-17,0.0024185597831527803
development-placebo-202411080022-BTCUSDT,20241108-A,placebo,BTCUSDT,2024-11-08T00:22:00Z,2024-11-08T00:23:00Z,2024-11-08T00:23:00Z,2024-11-08T12:23:00Z,-0.3408990273182173,-0.28623781265865667,0.18858924033891622,-1,SHORT,-0.003269946740595331,76112.5,75984.1,3.2846115946789293e-06,0.25,1,2.5019182131712925e-05,1.2509591065856463e-05,-0.0007807521760551661,0.0004217441287567554,0.00012199717523400655,-2.927345865710862e-18,0.00014701635736571949,-0.0003775808275907344,-1.1275702593849246e-17,-0.0003525616454590215,-0.0008771588304155309,2.0491421059976034e-17,-0.0008646492393496744
development-placebo-202411081222-BTCUSDT,20241108-B,placebo,BTCUSDT,2024-11-08T12:22:00Z,2024-11-08T12:23:00Z,2024-11-08T12:23:00Z,2024-11-09T00:23:00Z,-0.36552918155614644,-0.3023752616770383,0.18858924033891622,-1,SHORT,0.00015795272211782674,75984.1,76546.1,3.290162020738549e-06,0.25,2,5.030962714974251e-05,2.5154813574871253e-05,-0.003944246230461357,-0.0018490710556550644,-0.0021501804982884953,-3.8163916471489756e-17,-0.002099870871138753,-0.0026520306787867487,-2.3418766925686896e-17,-0.0026017210516370063,-0.0031538808592850853,-4.380176776841438e-17,-0.003128726045710214
development-placebo-202411091222-BTCUSDT,20241109-B,placebo,BTCUSDT,2024-11-09T12:22:00Z,2024-11-09T12:23:00Z,2024-11-09T12:23:00Z,2024-11-10T00:23:00Z,-0.6020427764233838,-0.31821664607070466,0.18858924033891622,-1,SHORT,-0.002845700381689409,76388.9,76683.3,3.2727267966942843e-06,0.25,2,5.0066728601511485e-05,2.5033364300755743e-05,-0.0017381452017243282,-0.0009634907689468259,-0.0012640688634082131,-1.9081958235744878e-17,-0.0012140021348067017,-0.001765032932271593,-6.938893903907228e-18,-0.0017149662036700815,-0.002265997001134973,5.204170427930421e-18,-0.002240963636834217
development-placebo-202411100022-BTCUSDT,20241110-A,placebo,BTCUSDT,2024-11-10T00:22:00Z,2024-11-10T00:23:00Z,2024-11-10T00:23:00Z,2024-11-10T12:23:00Z,0.7168706138603578,-0.32521506433462466,0.17579609101118254,1,LONG,0.005081544569353058,76683.3,79501.9,3.2601622517549453e-06,0.25,1,-6.582288759742996e-05,-9.873433139614494e-05,-9.030649437360982e-05,0.00918909332279646,0.008883579866802827,4.336808689942018e-17,0.008817756979205397,0.008374396286935981,-2.42861286636753e-17,0.008308573399338551,0.007865212707069191,1.3877787807814457e-17,0.007766478375673047
development-placebo-202411101222-BTCUSDT,20241110-B,placebo,BTCUSDT,2024-11-10T12:22:00Z,2024-11-10T12:23:00Z,2024-11-10T12:23:00Z,2024-11-11T00:23:00Z,0.3891883371154319,-0.31821664607070466,0.18858924033891622,1,LONG,0.005155877422111876,79501.9,80671.4,3.1445789345915004e-06,0.25,2,-0.00012863396216002384,-0.00019295094324003577,-0.0029958403509853238,0.0036775850640047595,0.0033753785129663205,-3.642919299551295e-17,0.0032467445508062966,0.002871703134453396,-1.0408340855860843e-17,0.002743069172293372,0.002368027755940416,6.071532165918825e-18,0.0021750768127003803
development-placebo-202411110022-BTCUSDT,20241111-A,placebo,BTCUSDT,2024-11-11T00:22:00Z,2024-11-11T00:23:00Z,2024-11-11T00:23:00Z,2024-11-11T12:23:00Z,0.28963807228483307,-0.3023752616770383,0.2099479953394346,1,LONG,-0.0016508920262163773,80671.4,81918.4,3.0989917120565656e-06,0.25,1,-2.514763596516238e-05,-3.772145394774357e-05,-0.0008296000813175219,0.003864442664934537,0.003562123999335587,1.0408340855860843e-17,0.0035369763633704243,0.0030582618753362545,-2.688821387764051e-17,0.003033114239371092,0.002554399751336922,2.6454533008646308e-17,0.0025166782973891784
development-placebo-202411111222-BTCUSDT,20241111-B,placebo,BTCUSDT,2024-11-11T12:22:00Z,2024-11-11T12:23:00Z,2024-11-11T12:23:00Z,2024-11-12T00:23:00Z,0.31911942799795123,-0.3023752616770383,0.26006036317708187,1,LONG,0.013841584158415854,81918.4,87614.6,3.0518174183089515e-06,0.25,2,-0.0001587129498558535,-0.00023806942478378027,-0.0013760644739155004,0.017383762378171484,0.017073332120744578,-3.469446951953614e-18,0.016914619170888726,0.016555958788623815,-3.8163916471489756e-17,0.016397245838767963,0.016038585456503107,3.469446951953614e-17,0.015800516031719326
development-placebo-202411121222-BTCUSDT,20241112-B,placebo,BTCUSDT,2024-11-12T12:22:00Z,2024-11-12T12:23:00Z,2024-11-12T12:23:00Z,2024-11-13T00:23:00Z,0.2905053612645845,-0.3023752616770383,0.26006036317708187,1,LONG,-0.01344854088021874,87288.2,87699.9,2.8640755566044436e-06,0.25,2,-0.00012136203240895195,-0.00018204304861342793,-0.006095612007121248,0.0011791399066540412,0.0008784324227100737,2.4936649967166602e-17,0.0007570703903011218,0.00037725399028731843,-1.3660947373317356e-17,0.0002558919578783665,-0.00012392444213538134,3.2255014631443757e-18,-0.0003059674907488093
development-placebo-202411130022-BTCUSDT,20241113-A,placebo,BTCUSDT,2024-11-13T00:22:00Z,2024-11-13T00:23:00Z,2024-11-13T00:23:00Z,2024-11-13T12:23:00Z,-0.4000777489110703,-0.3023752616770383,0.26006036317708187,-1,SHORT,-0.0002621889356269058,87699.9,87683.0,2.850630388404092e-06,0.25,1,3.263997339688908e-05,1.631998669844454e-05,-0.002620014389982217,4.817565356401256e-05,-0.00025179544104383944,9.540979117872439e-18,-0.00021915546764695036,-0.0007517472364848565,2.7430314963883262e-17,-0.0007191072630879675,-0.0012516990319259291,-1.0191500421363742e-17,-0.0012353790452274845
development-placebo-202411160022-BTCUSDT,20241116-A,placebo,BTCUSDT,2024-11-16T00:22:00Z,2024-11-16T00:23:00Z,2024-11-16T00:23:00Z,2024-11-16T12:23:00Z,0.5888526738168633,-0.27352156034286756,0.2099479953394346,1,LONG,0.014885988079179624,91112.0,90967.7,2.7438756695056633e-06,0.25,1,-2.5016484182305844e-05,-3.752472627345877e-05,-0.0015969356396522971,-0.0003959412591096752,-0.000695703694354205,4.336808689942018e-18,-0.0007207201785365109,-0.0011953079906598385,-1.7564075194265172e-17,-0.0012203244748421444,-0.0016949122869654998,1.235990476633475e-17,-0.0017324370132389586
development-placebo-202411180022-BTCUSDT,20241118-A,placebo,BTCUSDT,2024-11-18T00:22:00Z,2024-11-18T00:23:00Z,2024-11-18T00:23:00Z,2024-11-18T12:23:00Z,-0.3226399424887333,-0.2683817419685519,0.23407128876295374,-1,SHORT,-0.004679000600952166,89767.5,90518.0,2.7849722895257192e-06,0.25,1,9.318191169058979e-05,4.6590955845294895e-05,-0.007372935639290368,-0.0020901217032890523,-0.0023913757763110166,9.107298248878237e-18,-0.002298193864620427,-0.0028934671520873534,-2.168404344971009e-17,-0.0028002852403967637,-0.0033955585278636347,4.336808689942018e-17,-0.00334896757201834
development-placebo-202411181222-BTCUSDT,20241118-B,placebo,BTCUSDT,2024-11-18T12:22:00Z,2024-11-18T12:23:00Z,2024-11-18T12:23:00Z,2024-11-19T00:23:00Z,0.40804997360528295,-0.2772061276979475,0.20128497053472522,1,LONG,-0.006846459371091296,90518.0,90531.1,2.761881614706467e-06,0.25,2,-0.00010841682257045503,-0.00016262523385568255,-0.003026746061556812,3.6180649152670795e-05,-0.0002638410592367968,2.3960868011929648e-17,-0.0003722578818072518,-0.0007638772181775555,-1.3010426069826053e-18,-0.0008722940407480106,-0.001263913377118342,2.6237692574149207e-17,-0.0014265386109740246
development-placebo-202411190022-BTCUSDT,20241119-A,placebo,BTCUSDT,2024-11-19T00:22:00Z,2024-11-19T00:23:00Z,2024-11-19T00:23:00Z,2024-11-19T12:23:00Z,0.3741574147474316,-0.2772061276979475,0.23407128876295374,1,LONG,-0.007125372335525237,90531.1,92251.1,2.7614819658658734e-06,0.25,1,-7.649915015595519e-05,-0.00011474872523393278,-0.00018722847728572245,0.004749748981289302,0.004446899131900495,-3.382710778154774e-17,0.0043703999817445395,0.003942152232768614,-4.9439619065339e-17,0.003865653082612659,0.0034374053336366783,-4.119968255444917e-17,0.0033226566084027455
development-placebo-202411191222-BTCUSDT,20241119-B,placebo,BTCUSDT,2024-11-19T12:22:00Z,2024-11-19T12:23:00Z,2024-11-19T12:23:00Z,2024-11-20T00:23:00Z,-0.29309601680612263,-0.2683817419685519,0.27896351078010145,-1,SHORT,0.005832114902149188,92251.1,92136.4,2.709994785970032e-06,0.25,2,7.000785970064585e-05,3.500392985032292e-05,-0.004701298954700783,0.0003108364019507942,1.1022903791957361e-05,-7.318364664277155e-18,8.103076349260321e-05,-0.0004886660733042225,-2.6454533008646308e-17,-0.0004186582136035767,-0.0009883550504004857,-1.0625181290357943e-17,-0.0009533511205501627
