trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,lookback_days,hold_days,top_targets,feature_value,target_median_quote_volume_30d,feature_rank,rankable_targets,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
evaluation-scheduled_long-1000XECUSDT-20250101-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2024-12-31T00:00:00Z,2025-01-01T00:00:00Z,2025-01-02T00:00:00Z,1,1,3,,13947853.93834,,25,0.03324,0.03429,7.521058965102287,3,-7.550743080625752e-05,-0.0001132611462093863,0.007897111913357402,0.007592373646209405,0.0,0.007516866215403147,0.007408610305726704,0.007084481272563226,1.734723475976807e-18,0.007008973841756968,0.006900772504219832,0.006576588898916991,0.0,0.006463327752707604,0.006355185043880107
evaluation-scheduled_long-1000XECUSDT-20250103-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-02T00:00:00Z,2025-01-03T00:00:00Z,2025-01-04T00:00:00Z,1,1,3,,12757429.614829998,,25,0.03511,0.03675,7.120478496154941,2,-5.063765309028767e-05,-7.595647963543151e-05,0.011677584733694069,0.011370578182853863,8.673617379884035e-18,0.011319940529763576,0.011211275986461766,0.010858907604671009,5.204170427930421e-18,0.010808269951580721,0.010699660386380039,0.010347237026488154,5.204170427930421e-18,0.010271280546852722,0.010162728680216171
evaluation-scheduled_long-1000XECUSDT-20250105-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-04T00:00:00Z,2025-01-05T00:00:00Z,2025-01-06T00:00:00Z,1,1,3,,11303269.967055,,25,0.03741,0.03742,6.682705159048383,2,-4.9573229083132856e-05,-7.435984362469928e-05,6.682705159050117e-05,-0.00023321304464044013,9.86623976961809e-18,-0.000282786273723573,-0.00039020412450130326,-0.0007332798315958233,-2.7538735181131813e-17,-0.0007828530606789562,-0.000890217180162689,-0.001233346618551151,3.707971429900425e-17,-0.0013077064621758504,-0.0014150141870875599
evaluation-scheduled_long-1000XECUSDT-20250107-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-06T00:00:00Z,2025-01-07T00:00:00Z,2025-01-08T00:00:00Z,1,1,3,,10787025.31982,,25,0.03875,0.03495,6.451612903225807,2,-4.824805161290323e-05,-7.237207741935485e-05,-0.024516129032258055,-0.02480141935483865,4.85722573273506e-17,-0.024849667406451552,-0.024954445589195795,-0.02527691793548381,2.42861286636753e-17,-0.025325165987096714,-0.025429893078357302,-0.025752416516128973,4.163336342344337e-17,-0.025824788593548326,-0.025929462001241466
evaluation-scheduled_long-1000XECUSDT-20250109-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-08T00:00:00Z,2025-01-09T00:00:00Z,2025-01-10T00:00:00Z,1,1,3,,10848508.704285,,25,0.03523,0.03607,7.096224808401931,2,-4.3469577632699403e-05,-6.52043664490491e-05,0.00596082883905763,0.0056572523417542375,4.683753385137379e-17,0.005613782764121538,0.005505731337404285,0.005151295089412478,1.5612511283791264e-17,0.005107825511779778,0.004999828449276489,0.004645337837070718,3.2959746043559335e-17,0.0045801334706216685,0.004472193107697198
evaluation-scheduled_long-1000XECUSDT-20250111-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-10T00:00:00Z,2025-01-11T00:00:00Z,2025-01-12T00:00:00Z,1,1,3,,10848508.704285,,25,0.03869,0.03702,6.461617989144481,2,-4.760006461617989e-05,-7.140009692426984e-05,-0.010790902041871303,-0.011084427500646171,2.2551405187698492e-17,-0.011132027565262352,-0.011238279684204988,-0.011573643073145512,-1.214306433183765e-17,-0.011621243137761693,-0.011727442691354173,-0.01206285864564488,1.734723475976807e-17,-0.01213425874256915,-0.012240403173540026
evaluation-scheduled_long-1000XECUSDT-20250113-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-12T00:00:00Z,2025-01-13T00:00:00Z,2025-01-14T00:00:00Z,1,1,3,,10202121.805204999,,25,0.03617,0.03466,6.911805363560962,2,-2.0875972672795134e-05,-3.422287021806746e-05,-0.010436826098977031,-0.010730564003317622,2.7755575615628914e-17,-0.010751439975990417,-0.010857732988397983,-0.011220133439314328,-3.8163916471489756e-17,-0.011241009411987123,-0.011347249821022642,-0.011709702875310979,0.0,-0.011743925745529047,-0.01185011211709186
evaluation-scheduled_long-1000XECUSDT-20250115-1-3,evaluation,scheduled_long,1000XECUSDT,Payment,2025-01-14T00:00:00Z,2025-01-15T00:00:00Z,2025-01-16T00:00:00Z,1,1,3,,10202121.805204999,,25,0.03573,0.03744,6.996921354603975,2,-5.035022390148335e-05,-7.552533585222502e-05,0.011964735516372837,0.011657556675063019,2.2551405187698492e-17,0.011607206451161535,0.011498511041643678,0.011145599118387972,2.0816681711721685e-17,0.011095248894486489,0.010986608493904537,0.010633641561712814,-4.336808689942018e-17,0.01055811622586059,0.010449533539236278
evaluation-scheduled_long-AAVEUSDT-20250101-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2024-12-31T00:00:00Z,2025-01-01T00:00:00Z,2025-01-02T00:00:00Z,1,1,3,,453960947.7185,,25,308.73,319.7,0.0008097690538658375,3,-7.618793120202121e-05,-0.0001142818968030318,0.008883166520908203,0.00857783662099565,-1.9081958235744878e-17,0.008501648689793627,0.008393286966977609,0.008068958784374691,1.734723475976807e-18,0.00799277085317267,0.007884463808382591,0.007560080947753678,1.5612511283791264e-17,0.007445799050950646,0.007337550777315682
evaluation-scheduled_long-AAVEUSDT-20250103-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2025-01-02T00:00:00Z,2025-01-03T00:00:00Z,2025-01-04T00:00:00Z,1,1,3,,425271649.043,,25,333.49,350.83,0.0007496476655971693,2,-4.9945379671804254e-05,-7.491806950770638e-05,0.01299889052145492,0.012691091187142012,-1.0408340855860843e-17,0.012641145807470208,0.012532339302992579,0.012178100095954936,2.0816681711721685e-17,0.012128154716283132,0.012019403331793077,0.011665109004767749,2.949029909160572e-17,0.011590190935260042,0.011481497354029147
evaluation-scheduled_long-AAVEUSDT-20250105-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2025-01-04T00:00:00Z,2025-01-05T00:00:00Z,2025-01-06T00:00:00Z,1,1,3,,395875096.56649995,,25,351.59,341.72,0.0007110554907704998,2,-4.89471648525271e-05,-7.342074727879064e-05,-0.007018117693904785,-0.007313906823288419,3.382710778154774e-17,-0.007362853988140946,-0.007469511098134318,-0.007806892916465136,2.688821387764051e-17,-0.007855840081317662,-0.007962444220825149,-0.00829987900964188,-8.673617379884035e-18,-0.008373299756920671,-0.008479848296298997
evaluation-scheduled_long-AAVEUSDT-20250107-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2025-01-06T00:00:00Z,2025-01-07T00:00:00Z,2025-01-08T00:00:00Z,1,1,3,,395875096.56649995,,25,341.38,306.76,0.0007323217528853477,2,-4.7837671677456204e-05,-7.175650751618432e-05,-0.02535297908489073,-0.0256377672974398,6.938893903907228e-18,-0.025685604969117256,-0.025790293331845238,-0.026112429530142367,-3.469446951953614e-17,-0.026160267201819822,-0.026264904562928404,-0.02658709176284485,4.85722573273506e-17,-0.026658848270361035,-0.026763432059813463
evaluation-scheduled_long-AAVEUSDT-20250109-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2025-01-08T00:00:00Z,2025-01-09T00:00:00Z,2025-01-10T00:00:00Z,1,1,3,,383341964.40199995,,25,293.1,281.01,0.0008529512111907199,2,-4.868901398839987e-05,-7.303352098259981e-05,-0.010312180143295824,-0.010605992835209826,2.7755575615628914e-17,-0.010654681849198227,-0.010760985258095879,-0.01109568684237458,2.949029909160572e-17,-0.01114437585636298,-0.011250626648503514,-0.0115853808495395,-3.469446951953614e-17,-0.0116584143705221,-0.011764609930131176
evaluation-scheduled_long-AAVEUSDT-20250111-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2025-01-10T00:00:00Z,2025-01-11T00:00:00Z,2025-01-12T00:00:00Z,1,1,3,,339218483.7715,,25,285.61,287.12,0.0008753194916144392,2,-4.9824648497076435e-05,-7.473697274561466e-05,0.0013217324323377966,0.001020939392878395,2.3852447794681098e-18,0.0009711147443813185,0.0008635621641515101,0.0005196184534855264,-6.613633252161577e-18,0.00046979380498844996,0.00036229509080909494,1.8297514092657785e-05,-1.54227759036063e-17,-5.6439458652956875e-05,-0.00016388162999658729
evaluation-scheduled_long-AAVEUSDT-20250113-1-3,evaluation,scheduled_long,AAVEUSDT,DeFi,2025-01-12T00:00:00Z,2025-01-13T00:00:00Z,2025-01-14T00:00:00Z,1,1,3,,321137556.7355,,25,287.76,289.42,0.0008687795385043091,2,-2.469838637865e-05,-3.7047579567975005e-05,0.0014421740339171651,0.0011413087294968038,-2.0816681711721685e-17,0.0011166103431181538,0.001009042129642923,0.0006398674207673261,-3.144186300207963e-18,0.0006151690343886761,0.0005076546998974418,0.00013842611203784827,1.4582519219930035e-17,0.00010137853246987326,-6.080596138380301e-06
