trade_id,week_id,entry_time,exit_time,decision_time,symbol,formation_days,formation_return,market_formation_return,formation_gap,leg_weight,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_short_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-20210315-ADAUSDT-7-1,development-20210315,2021-03-15T00:00:00Z,2021-03-22T00:00:00Z,2021-03-14T00:00:00Z,ADAUSDT,7,-0.06829617707660895,0.05281458652516905,-0.121110763601778,0.25,1.05358,1.18786,0.2372862051291786,21,0.005664567517288981,0.0028322837586444907,-0.03186279162474609,-0.03218190929972095,-6.938893903907228e-18,-0.02651734178243197,-0.032713791209020654,-6.938893903907228e-18,-0.027049223691731673,-0.03324567311832041,-6.938893903907228e-18,-0.03041338935967592
development-20210322-ETHUSDT-7-1,development-20210322,2021-03-22T00:00:00Z,2021-03-29T00:00:00Z,2021-03-21T00:00:00Z,ETHUSDT,7,-0.03559501550898647,0.03970694831940776,-0.07530196382839424,0.25,1784.78,1688.31,0.00014007328634341488,21,0.0013621225655766865,0.0006810612827883433,0.013512869933549249,0.013220977655509336,-2.949029909160572e-17,0.014583100221086023,0.012734498633164892,-2.2551405187698492e-17,0.014096621198741579,0.012248019610820393,-3.469446951953614e-18,0.012929080893608736
development-20210329-DOGEUSDT-7-1,development-20210329,2021-03-29T00:00:00Z,2021-04-05T00:00:00Z,2021-03-28T00:00:00Z,DOGEUSDT,7,-0.06693296283431738,-0.012663432975944059,-0.05426952985837332,0.25,0.053726,0.057473,4.653240516695827,22,0.006706259511716395,0.0033531297558581975,-0.017435692216059284,-0.017746153631388956,-5.551115123125783e-17,-0.011039894119672562,-0.01826359978502029,-3.8163916471489756e-17,-0.011557340273303896,-0.01878104593865168,-1.0408340855860843e-17,-0.015427916182793483
development-20210405-ADAUSDT-7-1,development-20210405,2021-04-05T00:00:00Z,2021-04-12T00:00:00Z,2021-04-04T00:00:00Z,ADAUSDT,7,-0.005868919077765322,0.1333648427295532,-0.13923376180731853,0.25,1.18404,1.26757,0.21114151548934157,20,0.007466596357681897,0.0037332981788409485,-0.017636650788824704,-0.017947232779298022,-3.469446951953614e-18,-0.010480636421616125,-0.0184648800120773,-2.0816681711721685e-17,-0.010998283654395404,-0.018982527244856606,2.7755575615628914e-17,-0.015249229066015658
development-20210412-BTCUSDT-7-1,development-20210412,2021-04-12T00:00:00Z,2021-04-19T00:00:00Z,2021-04-11T00:00:00Z,BTCUSDT,7,0.03186404098868345,0.34639193127135764,-0.3145278902826742,0.25,60093.26,56140.05,4.1602003286225446e-06,22,0.004788520546293768,0.002394260273146884,0.016446145541113927,0.016156013228438543,-5.204170427930421e-17,0.02094453377473231,0.015672469241667042,-6.938893903907228e-18,0.02046098978796081,0.01518892525489543,-1.5612511283791264e-17,0.017583185528042312
development-20210419-BNBUSDT-7-1,development-20210419,2021-04-19T00:00:00Z,2021-04-26T00:00:00Z,2021-04-18T00:00:00Z,BNBUSDT,7,-0.08372055897327713,0.5445070957658295,-0.6282276547391066,0.25,482.126,505.543,0.0005185366480961409,20,0.0013543516680713653,0.0006771758340356827,-0.012142572688467357,-0.012449858232080474,-4.683753385137379e-17,-0.011095506564009108,-0.012962008090312477,-6.938893903907228e-18,-0.011607656422241111,-0.013474157948544535,3.469446951953614e-17,-0.012796982114508852
development-20210426-XRPUSDT-7-1,development-20210426,2021-04-26T00:00:00Z,2021-05-03T00:00:00Z,2021-04-25T00:00:00Z,XRPUSDT,7,-0.26579227224388513,-0.1120780172475827,-0.15371425499630242,0.25,1.0355,1.5619,0.24142926122646063,21,0.0036849043544316027,0.0018424521772158013,-0.12708836310960886,-0.12746461612747464,0.0,-0.12377971177304305,-0.12809178074360206,0.0,-0.12440687638917046,-0.12871894535972955,2.7755575615628914e-17,-0.12687649318251376
development-20210503-BTCUSDT-7-1,development-20210503,2021-05-03T00:00:00Z,2021-05-10T00:00:00Z,2021-05-02T00:00:00Z,BTCUSDT,7,0.15421488775667025,0.3119533599366893,-0.15773847218001907,0.25,56630.34,58292.53,4.414594720780416e-06,21,0.002576099466394478,0.001288049733197239,-0.007337895198934019,-0.007642297936053394,-2.42861286636753e-17,-0.005066198469658916,-0.00814964023398937,3.2959746043559335e-17,-0.005573540767594891,-0.008656982531925456,6.938893903907228e-18,-0.007368932798728217
development-20210510-XRPUSDT-7-1,development-20210510,2021-05-10T00:00:00Z,2021-05-17T00:00:00Z,2021-05-09T00:00:00Z,XRPUSDT,7,-0.016199257267255796,0.21082982996954902,-0.22702908723680482,0.25,1.5365,1.45,0.16270745200130166,21,0.0021450346575505367,0.0010725173287752683,0.0140741945981126,0.013782639114871459,-3.469446951953614e-18,0.015927673772421994,0.013296721753986357,-1.3877787807814457e-17,0.015441756411536894,0.0128108043931012,-6.938893903907228e-18,0.013883321721876467
development-20210517-BTCUSDT-7-1,development-20210517,2021-05-17T00:00:00Z,2021-05-24T00:00:00Z,2021-05-16T00:00:00Z,BTCUSDT,7,-0.20351235398429268,-0.04922856583570665,-0.15428378814858604,0.25,46429.28,34656.53,5.384533208354728e-06,21,0.0005399125330045559,2.6456599973719326e-05,0.06339076332865812,0.06312879778665531,-1.3877787807814457e-17,0.06366871031965987,0.06269222658444204,2.7755575615628914e-17,0.0632321391174466,0.06225565538222863,6.938893903907228e-18,0.06228211198220235
development-20210524-BNBUSDT-7-1,development-20210524,2021-05-24T00:00:00Z,2021-05-31T00:00:00Z,2021-05-23T00:00:00Z,BNBUSDT,7,-0.5382611931043035,-0.41571655126934076,-0.12254464183496278,0.25,260.7,325.52,0.0009589566551591868,21,-0.0015176209536737172,-0.0024297848160111514,-0.062159570387418484,-0.06249686612965097,-3.469446951953614e-17,-0.06401448708332469,-0.06305906299578054,1.3877787807814457e-17,-0.06457668394945426,-0.0636212598619103,-1.3877787807814457e-17,-0.06605104467792146
