decision_time,rankable,high_chl_return,low_chl_return,high_minus_low,chl_rank_ic,controlled_chl_slope,amihud_high_minus_low,volatility_high_minus_low,main_minus_amihud,main_minus_volatility,monthly_corrected_chl_high_minus_low,score_log_amihud_spearman,score_market_beta_spearman,score_mom7_spearman,score_mom28_spearman,score_vol28_spearman,score_max28_spearman,score_log_volume30_spearman,selected_symbol,selected_gross_return
2023-03-04T00:00:00Z,24,-0.08888665323279617,-0.0125386561935672,-0.07634799703922897,-0.3139130434782608,0.020506463759066243,-0.04896084115376201,-0.049675079762335206,-0.02738715588546696,-0.026672917276893762,-0.09228867815908605,0.6426086956521738,0.7295652173913043,-0.3869565217391304,-0.22608695652173913,0.8182608695652173,0.5991304347826086,-0.32,SNXUSDT,-0.10517851399163713
2023-03-11T00:00:00Z,24,0.06046009993056507,0.09458728103431065,-0.034127181103745574,-0.049565217391304345,-0.01421094583945659,0.015055595244490405,-0.0004164218137902159,-0.04918277634823598,-0.03371075928995536,-0.03802468320532135,0.4904347826086956,0.6313043478260869,-0.15043478260869564,0.02608695652173913,0.7,0.5443478260869564,-0.26347826086956516,CRVUSDT,0.06932773109243695
2023-03-18T00:00:00Z,24,-0.0765942226033964,0.004608470521265939,-0.08120269312466234,-0.5095652173913043,0.04248321433086348,-0.09050222573831426,-0.10874752020865375,0.00929953261365192,0.027544827083991405,0.07000097624820786,0.5008695652173912,0.6982608695652174,0.011304347826086955,-0.18869565217391301,0.8617391304347826,0.6739130434782608,-0.19130434782608693,SNXUSDT,-0.13942140118508206
2023-03-25T00:00:00Z,24,0.005298987579752201,-0.008887920064644983,0.014186907644397184,0.2026086956521739,0.010493615999292515,0.05303646323005513,0.008321763135747284,-0.03884955558565795,0.005865144508649899,0.10727326386944327,0.3852173913043478,0.6017391304347826,-0.2582608695652174,-0.3460869565217391,0.7591304347826088,0.4843478260869564,-0.25304347826086954,AVAXUSDT,0.008128654970760207
2023-04-01T00:00:00Z,24,-0.023688136495562295,-0.0020627700426622876,-0.021625366452900006,-0.11478260869565216,-0.022164570861671458,0.004548349769463765,-0.032071457377923517,-0.026173716222363773,0.01044609092502351,-0.02554791652501913,0.23565217391304347,0.5339130434782609,0.2121739130434782,-0.07478260869565216,0.728695652173913,0.6008695652173912,-0.13478260869565215,XRPUSDT,-0.024343122102009174
2023-04-08T00:00:00Z,24,0.09650173394829667,0.061920631362789046,0.034581102585507624,0.2008695652173913,0.007270902443656191,-0.03340551641955475,0.030615174965049924,0.06798661900506237,0.0039659276204577,-0.009518155119872057,0.37217391304347824,0.4730434782608695,-0.2834782608695652,0.0,0.7382608695652173,0.5426086956521738,-0.25913043478260867,XRPUSDT,0.031287128712871315
2023-04-15T00:00:00Z,24,-0.11694126218568628,-0.10592132102533183,-0.011019941160354443,-0.08869565217391304,-0.0007760468336011628,-0.019900194014347755,-0.03170030759566307,0.008880252853993312,0.020680366435308628,-0.0031240823702818055,0.3869565217391304,0.30347826086956514,0.04608695652173912,0.1643478260869565,0.8191304347826085,0.5452173913043478,-0.27391304347826084,XRPUSDT,-0.10848694316436258
2023-04-22T00:00:00Z,24,-0.017816455010544165,0.005798840533857885,-0.02361529554440205,0.011304347826086955,0.013209126019243067,-0.052243336353352814,0.018823585821526746,0.028628040808950764,-0.0424388813659288,0.008705042853448907,0.31304347826086953,0.21826086956521737,-0.013043478260869565,0.014782608695652172,0.6756521739130433,0.5843478260869565,-0.2217391304347826,NEARUSDT,0.008895866038723055
2023-04-29T00:00:00Z,24,-0.06410675160877248,-0.016905844437317775,-0.047200907171454705,-0.6330434782608695,-0.00894303564561295,-0.028090797314236582,-0.035884199360122285,-0.019110109857218123,-0.01131670781133242,-0.019367443190471192,0.42,0.4356521739130434,-0.08521739130434783,-0.33739130434782605,0.5582608695652173,0.43304347826086953,-0.32608695652173914,NEARUSDT,-0.09958506224066388
2023-05-06T00:00:00Z,24,0.011971591533710413,-0.030381228107933887,0.0423528196416443,-0.3356521739130434,0.05790774574594332,0.05370311312330826,-0.05844690486444561,-0.011350293481663963,0.10079972450608991,-0.022392613746112386,0.3504347826086956,0.6478260869565217,-0.43043478260869555,-0.23130434782608694,0.7947826086956521,0.5321739130434783,-0.17565217391304347,NEARUSDT,-0.04608294930875578
2023-05-13T00:00:00Z,24,0.033561233929439147,0.00418881282058956,0.029372421108849585,0.07565217391304348,0.012109607924704413,-0.025565236978514295,0.019059468536339642,0.05493765808736388,0.010312952572509942,0.0372896025156833,0.32695652173913037,0.37130434782608696,-0.4026086956521739,-0.21826086956521737,0.8017391304347825,0.42956521739130427,-0.15043478260869564,SOLUSDT,-0.06268228544107102
2023-05-20T00:00:00Z,24,0.05425552451082638,0.03568988871448746,0.018565635796338922,0.09652173913043478,-0.003094622823832851,0.008556468152656899,0.022911528372510183,0.010009167643682024,-0.0043458925761712605,-0.015478573598840577,0.23043478260869563,0.5956521739130434,0.2834782608695652,-0.08347826086956521,0.8443478260869565,0.5426086956521738,0.04347826086956521,SOLUSDT,0.06090593756376239
2023-05-27T00:00:00Z,23,-0.024802437585321968,-0.0021267913490714994,-0.022675646236250468,-0.15316205533596838,-0.0022366828090087144,-0.053953728560382275,-0.03832816938610087,0.0312780823241318,0.0156525231498504,-0.001467123141111437,0.21541501976284588,0.6353754940711461,-0.20256916996047433,-0.10375494071146245,0.900197628458498,0.717391304347826,0.16699604743083005,SOLUSDT,0.048850851043369614
2023-06-03T00:00:00Z,23,-0.23228671764595252,-0.13865958854297805,-0.09362712910297447,-0.3804347826086957,0.021727147968971586,-0.05634035843062771,-0.07176435130414563,-0.03728677067234676,-0.021862777798828836,-0.02093356417488712,0.21343873517786563,0.7934782608695652,-0.06818181818181818,-0.0958498023715415,0.7539525691699605,0.5108695652173914,0.1660079051383399,LTCUSDT,-0.17546468401487003
2023-06-10T00:00:00Z,23,-0.021691655878261717,-0.0013789513284709898,-0.020312704549790728,-0.3300395256916996,-0.016141932567519755,0.014352768016257489,-0.025198154348222236,-0.03466547256604822,0.0048854497984315085,-0.021114482978298054,0.05434782608695652,0.775691699604743,-0.24209486166007904,-0.07411067193675888,0.6343873517786561,0.4337944664031621,0.13043478260869565,XRPUSDT,-0.0654887651238718
2023-06-17T00:00:00Z,23,0.17190362540594434,0.16113819737882995,0.010765428027114388,-0.023715415019762844,0.0757468844797074,0.0971967325379821,-0.08565685854251609,-0.08643130451086771,0.09642228656963048,0.04542418013502797,0.06818181818181818,0.4061264822134388,-0.37549407114624506,-0.23320158102766803,0.5553359683794467,0.17292490118577078,0.06620553359683795,XRPUSDT,0.006987258528565521
2023-06-24T00:00:00Z,23,0.1258878797912416,0.06403445799684633,0.06185342179439528,0.1373517786561265,-0.010077569276256238,-0.029113973355686412,0.08814487153939302,0.09096739515008169,-0.02629144974499774,0.1805212285277203,0.05335968379446641,0.5424901185770752,0.10869565217391304,-0.2183794466403162,0.5721343873517787,0.1600790513833992,0.044466403162055336,CRVUSDT,0.08689458689458696
