decision_time,rankable,high_illiquidity_return,low_illiquidity_return,high_minus_low,amihud_rank_ic,controlled_amihud_slope,high_vol_minus_low_vol,low_volume_minus_high_volume,score_market_beta_spearman,score_mom7_spearman,score_mom28_spearman,score_vol28_spearman,score_max28_spearman,score_log_volume30_spearman,selected_symbol,selected_gross_return
2023-03-04T00:00:00Z,24,-0.09471078297504927,-0.04574994182128726,-0.04896084115376201,-0.35739130434782607,-0.2395867796589231,-0.049675079762335206,-0.00563332538742467,0.3904347826086956,-0.44869565217391305,-0.019130434782608695,0.6113043478260869,0.4017391304347826,-0.8252173913043478,SNXUSDT,-0.10517851399163713
2023-03-11T00:00:00Z,24,0.11922898552117456,0.0940492207874108,0.02517976473376375,0.05217391304347826,0.10611657956919854,-0.0004164218137902159,-0.013953483783968462,0.3173913043478261,-0.3504347826086956,-0.3521739130434782,0.5173913043478261,0.19826086956521738,-0.8869565217391304,DASHUSDT,0.08189331329827199
2023-03-18T00:00:00Z,24,-0.04455330765148322,0.045948918086831034,-0.09050222573831426,-0.24,0.07308373523651986,-0.10874752020865375,-0.08122918963085288,0.3321739130434782,-0.033913043478260865,-0.3043478260869565,0.35478260869565215,0.00608695652173913,-0.9399999999999998,DASHUSDT,0.025520833333333215
2023-03-25T00:00:00Z,24,0.06997931318585653,0.0169428499558014,0.05303646323005513,0.3565217391304348,0.07148331142202544,0.008321763135747284,0.04780029399214685,0.3391304347826086,-0.3052173913043478,-0.717391304347826,0.13130434782608694,-0.2695652173913043,-0.9504347826086955,VETUSDT,0.018372703412073532
2023-04-01T00:00:00Z,24,-0.009425900651087993,-0.011175821358985538,0.0017499207078975447,0.025217391304347827,-0.06046755406780863,-0.032071457377923517,0.004548349769463765,0.48086956521739127,0.08173913043478259,-0.36260869565217385,0.1826086956521739,-0.04608695652173912,-0.9478260869565217,VETUSDT,0.04467353951890041
2023-04-08T00:00:00Z,24,0.09827886378983272,0.11674049702117247,-0.018461633231339744,-0.00608695652173913,0.0871259747319423,0.030615174965049924,-0.03340551641955475,0.4913043478260869,0.13999999999999999,-0.28086956521739126,0.2826086956521739,-0.013913043478260868,-0.9034782608695651,KAVAUSDT,0.10435487607134597
2023-04-15T00:00:00Z,24,-0.17723725336172422,-0.11228625489218233,-0.06495099846954189,-0.5182608695652173,-0.14760471063969663,-0.03170030759566307,-0.02432262172791122,0.49478260869565216,0.09913043478260869,-0.35130434782608694,0.15217391304347824,-0.16173913043478258,-0.9191304347826086,KAVAUSDT,-0.1886733088620871
2023-04-22T00:00:00Z,24,-0.00688407530270021,0.018548322628461046,-0.025432397931161255,-0.34347826086956523,0.048035759126841195,0.018823585821526746,-0.040229870474265496,0.49217391304347824,-0.437391304347826,-0.3426086956521739,0.21652173913043476,0.09913043478260869,-0.9278260869565217,KAVAUSDT,0.0011633919338158716
2023-04-29T00:00:00Z,24,-0.07938287626821272,-0.04219291541494432,-0.0371899608532684,-0.33652173913043476,0.030962953752242686,-0.035884199360122285,-0.04137262772119248,0.3173913043478261,-0.15826086956521737,-0.5078260869565216,0.13565217391304346,-0.05391304347826086,-0.9747826086956521,KAVAUSDT,-0.06300839251129753
2023-05-06T00:00:00Z,24,-0.0663323115897696,-0.029507658418465765,-0.03682465317130383,-0.3521739130434782,0.1265134301946625,-0.05844690486444561,-0.036203349210237275,0.48260869565217385,-0.15565217391304348,-0.6208695652173912,0.09826086956521737,-0.14956521739130432,-0.9478260869565217,ZECUSDT,-0.06666666666666665
