decision_time,entry_time,exit_time,symbol,formation_days,amihud,log_amihud,market_beta,mom7,mom28,vol28,max28,log_volume30,target_return,illiquidity_percentile,group
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,XRPUSDT,14,2.9090574189893758e-11,-24.260606905221813,0.5700682251255169,-0.002645502645502673,-0.08428467330580525,0.022868958702925306,0.05055002619172355,19.92180113827476,0.01227495908346965,0.0,low
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,BNBUSDT,14,3.464923656039025e-11,-24.085745423424534,0.5925620969690583,-0.038960609069844554,-0.12651182381611414,0.027015737672825967,0.07164088360467469,19.87044756647752,-0.0019058179424095156,0.043478260869565216,low
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,SOLUSDT,14,5.490615184059556e-11,-23.625395718306546,1.5746319780380906,-0.0716887848035388,-0.1328039541384758,0.04678384194211678,0.09278256090859127,20.23974978667944,-0.0365935114503817,0.08695652173913043,low
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,LTCUSDT,14,5.726852338568601e-11,-23.58326997323765,0.7404386622398367,-0.01092776745710855,-0.09435661396838091,0.03228420048594028,0.07383812010443846,19.733793832471758,-0.15116796440489433,0.13043478260869565,low
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,ETCUSDT,14,9.519424193865736e-11,-23.075101659798083,0.8792795818958808,-0.03521660820930883,-0.12225097024579568,0.033025628663779116,0.058291315206634886,19.42893523186333,-0.051357374392220434,0.17391304347826086,low
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,LINKUSDT,14,9.79967988013308e-11,-23.046086303084042,0.8404500364350908,-0.06807826320021437,-0.047266748869708275,0.03720804666778479,0.09097390560387852,19.306504153141297,-0.0561797752808989,0.21739130434782608,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,AVAXUSDT,14,1.4186914637599537e-10,-22.67611598756788,1.2156707169636594,-0.09379760609358001,-0.22084483323197834,0.045028536284381686,0.10010473513036788,19.243351317644414,0.0023548367106649426,0.2608695652173913,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,TRXUSDT,14,2.2092325605556802e-10,-22.233205732385816,0.6369322690061194,-0.010613207547169767,0.04629773967264228,0.02849613769843242,0.06175059952038375,17.84576824862209,-0.03839857121595469,0.30434782608695654,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,BCHUSDT,14,2.345271582141258e-10,-22.1734497214682,0.7003659349784799,-0.04831536896057875,-0.0838775214047307,0.030854218714007533,0.06582818476022356,18.308885863653565,-0.029701372074253496,0.34782608695652173,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,NEARUSDT,14,2.5251954753624956e-10,-22.09953245422445,1.5479628200471034,-0.09256055363321802,-0.16381028298126743,0.05554605318815504,0.11976847729296525,18.94116386862577,-0.04240631163708086,0.391304347826087,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,CRVUSDT,14,2.9235151008730156e-10,-21.95306423597969,1.3275439868845538,-0.06318956870611825,-0.16157989228007186,0.05961915225797215,0.13714902807775364,18.979994703939745,0.023655913978494425,0.43478260869565216,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,XLMUSDT,14,4.913222806652586e-10,-21.43392082735428,0.6359629944536139,-0.03907478104648543,-0.07869523091829045,0.026070574567035248,0.05342624854819977,17.2315248342362,-0.004962478818687943,0.4782608695652174,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,XMRUSDT,14,5.028340612790084e-10,-21.410760898310805,0.6139460620098549,-0.03645313643318049,-0.15647565804798513,0.02778387726995044,0.044168123826177075,17.26849673207558,0.002809928413728402,0.5217391304347826,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,UNIUSDT,14,6.076821799123475e-10,-21.221369101040874,0.9321420793545715,-0.04580733526099534,-0.11252653927813172,0.03889111412642404,0.05495914116327505,17.75750283464217,-0.0707420828737988,0.5652173913043478,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,DASHUSDT,14,6.254895863636252e-10,-21.19248643465957,0.7104021460579508,-0.009710124232471862,0.10324530703149848,0.04262838244733695,0.07727632620744274,17.702857042354157,-0.18481090185270255,0.6086956521739131,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,ZECUSDT,14,6.399656659251029e-10,-21.16960658800591,0.894931651538222,-0.12527618205921331,-0.15837585034013602,0.0417720694618186,0.0797970479704797,17.687563388458535,-0.10112949829261886,0.6521739130434783,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,AAVEUSDT,14,6.986521425957054e-10,-21.08186814764131,1.0851392787136633,-0.05740922473012744,-0.15690147026552548,0.04350887995151332,0.07743256262042375,17.816520786516833,-0.028799999999999937,0.6956521739130435,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,KAVAUSDT,14,8.065145505981826e-10,-20.938299176866785,0.7623840681596857,-0.09553490480507698,-0.23546316697001635,0.048648820745409806,0.08349817803227477,17.705752995882865,0.25227848101265815,0.7391304347826086,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,HBARUSDT,14,8.093468929714584e-10,-20.934793498474267,1.228136170412349,-0.1709213424906052,-0.11483121195351409,0.05140100497708782,0.15878867676102693,17.556936648050563,-0.03192987948035686,0.782608695652174,other
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,SNXUSDT,14,8.698655829268469e-10,-20.862682418599576,1.3575157390569006,0.08819076457229369,0.12042088854247868,0.061119006709933865,0.09931644551668661,17.85834534685316,-0.10517851399163713,0.8260869565217391,high
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,ZILUSDT,14,9.936956373870314e-10,-20.72959015597255,1.2062054464116936,-0.14925373134328357,-0.044265593561368166,0.04547010892054289,0.08273991183452023,17.746272543728146,-0.11361161524500907,0.8695652173913043,high
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,VETUSDT,14,1.0355569784967757e-09,-20.688326411501205,1.2407036577121877,-0.08504504504504506,0.020908725371934,0.05534722085297567,0.13569078947368407,17.13640123087962,-0.0967078189300411,0.9130434782608695,high
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,RUNEUSDT,14,1.1249921866475357e-09,-20.605489746516337,1.2090150480245814,-0.08160779537149809,-0.2067332982640715,0.049427724082210404,0.10526315789473695,17.406000567721247,-0.10013531799729358,0.9565217391304348,high
2023-03-04T00:00:00Z,2023-03-06T00:00:00Z,2023-03-13T00:00:00Z,ENSUSDT,14,1.3581563401864341e-09,-20.417137689114938,1.1230946849089913,-0.09363653735906752,-0.14127942063971033,0.05328776232134229,0.08751412053957064,17.353541625345617,-0.057920648711265454,1.0,high
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,XRPUSDT,14,2.45793986472656e-11,-24.429112477213387,0.5307275757863078,-0.019098143236074283,-0.030414263240692185,0.023196899643586014,0.05055002619172355,19.92929975555175,0.04015090272163846,0.0,low
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,BNBUSDT,14,2.8108291507634793e-11,-24.294956511667788,0.5664415140021118,-0.045809940412633976,-0.09319148936170218,0.023996838951064813,0.07164088360467469,19.862206793739883,0.1658103041244272,0.043478260869565216,low
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,SOLUSDT,14,6.206490780671832e-11,-23.502840378392847,1.5276100721203112,-0.15202055594487274,-0.09638074376462391,0.04475621565016326,0.09278256090859127,20.23974978667944,0.08275144852176486,0.08695652173913043,low
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,LTCUSDT,14,7.379953496729006e-11,-23.329668685598207,0.7802321139028504,-0.2114683460391117,-0.23504823151125398,0.03342331116271174,0.07383812010443846,19.764284787285224,0.10064211767789266,0.13043478260869565,low
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,LINKUSDT,14,1.2446543138104177e-10,-22.806993098168373,0.8746898048758236,-0.10713258556226635,-0.09831542259657278,0.03769540526556731,0.09097390560387852,19.306504153141297,0.08089133089133083,0.17391304347826086,low
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,ETCUSDT,14,1.2872338551605325e-10,-22.773355312191498,0.9278431016157673,-0.1447801522967329,-0.16954489075469892,0.030259763022320946,0.058291315206634886,19.237028267701387,0.1249332621462893,0.21739130434782608,other
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,AVAXUSDT,14,1.6791928028800552e-10,-22.507537726466296,1.1988022527802484,-0.11245196926032652,-0.16804547245202317,0.04038019604384161,0.10010473513036788,19.186255034554005,0.08408037094281284,0.2608695652173913,other
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,TRXUSDT,14,2.611870891762403e-10,-22.06578414862908,0.6598964940034899,-0.1466030989272944,-0.09395760835178746,0.0315023090380618,0.06175059952038375,17.772350447125955,0.0286333384924935,0.30434782608695654,other
2023-03-11T00:00:00Z,2023-03-13T00:00:00Z,2023-03-20T00:00:00Z,NEARUSDT,14,2.6721284406393105e-10,-22.0429756063198,1.5200396593628605,-0.14489990467111524,-0.20124666073018693,0.04634119410456097,0.11976847729296525,18.845238498945612,0.0973223480947476,0.34782608695652173,other
