trade_id,symbol,signal_time,entry_time,exit_time,direction,entry_price,exit_price,funding_rate_sum,funding_events,funding_return,return_z,volume_shock,quote_volume,favorable_price_cost_return,favorable_net_return,base_price_cost_return,base_net_return,stress_price_cost_return,stress_net_return
THETAUSDT-20220919-+1,THETAUSDT,2022-09-18T00:00:00+00:00,2022-09-19T00:00:00+00:00,2022-09-20T00:00:00+00:00,1,1.035,1.049,-3.471e-05,3,3.471e-05,-1.86759563969,-1.06221978815,41950752.571,0.0123110674658,0.0123457774658,0.0102884679304,0.0103231779304,0.00826990551983,0.00830461551983
THETAUSDT-20220923--1,THETAUSDT,2022-09-22T00:00:00+00:00,2022-09-23T00:00:00+00:00,2022-09-24T00:00:00+00:00,-1,1.112,1.139,0.0003,3,0.0003,2.03798482807,-0.135210875528,57115641.5742,-0.0254798559713,-0.0251798559713,-0.0275304677342,-0.0272304677342,-0.0295851889394,-0.0292851889394
THETAUSDT-20221221--1,THETAUSDT,2022-12-20T00:00:00+00:00,2022-12-21T00:00:00+00:00,2022-12-22T00:00:00+00:00,-1,0.7723,0.7702,0.00024374,3,0.00024374,1.68952272186,-0.332050263385,28292078.8984,0.00151987015741,0.00176361015741,-0.00047668809967,-0.00023294809967,-0.0024772474755,-0.0022335074755
VETUSDT-20210302--1,VETUSDT,2021-03-01T00:00:00+00:00,2021-03-02T00:00:00+00:00,2021-03-03T00:00:00+00:00,-1,0.045734,0.043858,0.0002,2,0.0002,1.6298287857,-1.16444420609,58148920.9319,0.0398205297751,0.0400205297751,0.0379006495153,0.0381006495153,0.0359769218,0.0361769218
VETUSDT-20210304--1,VETUSDT,2021-03-03T00:00:00+00:00,2021-03-04T00:00:00+00:00,2021-03-05T00:00:00+00:00,-1,0.052813,0.050305,0.00039103,2,0.00039103,2.16316665114,-0.167917047998,105279220.362,0.0462890273713,0.0466800573713,0.0443820970566,0.0447731270566,0.0424713452382,0.0428623752382
VETUSDT-20210409--1,VETUSDT,2021-04-08T00:00:00+00:00,2021-04-09T00:00:00+00:00,2021-04-10T00:00:00+00:00,-1,0.11665,0.126111,0.00162136,2,0.00162136,1.51856307153,-0.433843492385,159805486.651,-0.0823051526992,-0.0806837926992,-0.0844695288199,-0.0828481688199,-0.0866382423676,-0.0850168823676
VETUSDT-20210513-+1,VETUSDT,2021-05-12T00:00:00+00:00,2021-05-13T00:00:00+00:00,2021-05-14T00:00:00+00:00,1,0.16611,0.18248,0.00032718,3,-0.00032718,-2.02996579837,-0.781943258027,428187101.641,0.097231685671,0.096904505671,0.0950394145708,0.0947122345708,0.0928515192612,0.0925243392612
VETUSDT-20210525--1,VETUSDT,2021-05-24T00:00:00+00:00,2021-05-25T00:00:00+00:00,2021-05-26T00:00:00+00:00,-1,0.1123,0.11252,0.0002,2,0.0002,2.56277112407,-0.00513193595127,483382326.461,-0.00315831872203,-0.00295831872203,-0.00516424272262,-0.00496424272262,-0.00717418661097,-0.00697418661097
VETUSDT-20210622-+1,VETUSDT,2021-06-21T00:00:00+00:00,2021-06-22T00:00:00+00:00,2021-06-23T00:00:00+00:00,1,0.07324,0.07173,0.0002256,3,-0.0002256,-2.59128005895,-0.00677325477418,242390764.576,-0.0217917037871,-0.0220173037871,-0.0237461659174,-0.0239717659174,-0.0256967269257,-0.0259223269257
VETUSDT-20210827-+1,VETUSDT,2021-08-26T00:00:00+00:00,2021-08-27T00:00:00+00:00,2021-08-28T00:00:00+00:00,1,0.11596,0.12814,0.0003,3,-0.0003,-1.7438033991,-0.206371658195,166081169.993,0.103710971072,0.103410971072,0.101505754346,0.101205754346,0.0993049392511,0.0990049392511
VETUSDT-20210828--1,VETUSDT,2021-08-27T00:00:00+00:00,2021-08-28T00:00:00+00:00,2021-08-29T00:00:00+00:00,-1,0.12814,0.12339,0.00068873,2,0.00068873,1.93755529186,-0.548128127002,144475507.026,0.0358695505344,0.0365582805344,0.0339417604062,0.0346304904062,0.0320101069711,0.0326988369711
VETUSDT-20210923--1,VETUSDT,2021-09-22T00:00:00+00:00,2021-09-23T00:00:00+00:00,2021-09-24T00:00:00+00:00,-1,0.09948,0.10203,0.0003,3,0.0003,2.28048068035,-0.631457663548,130289090.921,-0.026832573556,-0.026532573556,-0.0288858934621,-0.0285858934621,-0.0309433282378,-0.0306433282378
VETUSDT-20211001--1,VETUSDT,2021-09-30T00:00:00+00:00,2021-10-01T00:00:00+00:00,2021-10-02T00:00:00+00:00,-1,0.09593,0.10821,0.00016789,3,0.00016789,1.87746569639,-0.319093301153,139338593.996,-0.129209287729,-0.129041397729,-0.131467566022,-0.131299676022,-0.133730369922,-0.133562479922
VETUSDT-20211210-+1,VETUSDT,2021-12-09T00:00:00+00:00,2021-12-10T00:00:00+00:00,2021-12-11T00:00:00+00:00,1,0.08548,0.0805,0.0002,2,-0.0002,-1.81666560482,-1.4121062173,124886595.121,-0.0593886531909,-0.0595886531909,-0.0612679965411,-0.0614679965411,-0.0631435887071,-0.0633435887071
VETUSDT-20211214-+1,VETUSDT,2021-12-13T00:00:00+00:00,2021-12-14T00:00:00+00:00,2021-12-15T00:00:00+00:00,1,0.07718,0.07966,0.0002819,3,-0.0002819,-1.99449736433,-0.918949301285,128016729.31,0.030894860337,0.030612960337,0.0288351303463,0.0285532303463,0.0267795115931,0.0264976115931
VETUSDT-20220113--1,VETUSDT,2022-01-12T00:00:00+00:00,2022-01-13T00:00:00+00:00,2022-01-14T00:00:00+00:00,-1,0.08236,0.07776,0.0003,3,0.0003,1.64474916237,-0.348092728758,111459230.563,0.0546530750806,0.0549530750806,0.0527628896062,0.0530628896062,0.0508689161849,0.0511689161849
VETUSDT-20220216--1,VETUSDT,2022-02-15T00:00:00+00:00,2022-02-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,-1,0.06105,0.06024,0.0002884,3,0.0002884,1.60031196151,-1.26109420369,67454898.6209,0.0120685328361,0.0123569328361,0.0100930930228,0.0103814930228,0.0081136944123,0.0084020944123
VETUSDT-20220218-+1,VETUSDT,2022-02-17T00:00:00+00:00,2022-02-18T00:00:00+00:00,2022-02-19T00:00:00+00:00,1,0.05453,0.05312,-6.314e-05,2,6.314e-05,-1.66475018958,-0.72530057098,80070497.4003,-0.0270255964888,-0.0269624564888,-0.028969601291,-0.028906461291,-0.0309097258441,-0.0308465858441
VETUSDT-20220412-+1,VETUSDT,2022-04-11T00:00:00+00:00,2022-04-12T00:00:00+00:00,2022-04-13T00:00:00+00:00,1,0.0577,0.06022,0.0002,2,-0.0002,-1.56531891803,-0.254146468149,153613277.985,0.0424225187591,0.0422225187591,0.0403397564839,0.0401397564839,0.0382611514188,0.0380611514188
VETUSDT-20220519-+1,VETUSDT,2022-05-18T00:00:00+00:00,2022-05-19T00:00:00+00:00,2022-05-20T00:00:00+00:00,1,0.02916,0.03146,-0.00054474,2,0.00054474,-1.50285739841,-1.71497853795,52478079.061,0.0775812975863,0.0781260375863,0.0754282880007,0.0759730280007,0.0732795758395,0.0738243158395
VETUSDT-20220617-+1,VETUSDT,2022-06-16T00:00:00+00:00,2022-06-17T00:00:00+00:00,2022-06-18T00:00:00+00:00,1,0.02266,0.02331,-0.00027708,3,0.00027708,-2.19975237548,-0.519104858464,53524648.1518,0.0274512256459,0.0277283056459,0.0253983760442,0.0256754560442,0.0233496239467,0.0236267039467
VETUSDT-20220726-+1,VETUSDT,2022-07-25T00:00:00+00:00,2022-07-26T00:00:00+00:00,2022-07-27T00:00:00+00:00,1,0.0233,0.02329,0.00012803,3,-0.00012803,-2.09981551174,-0.565815156539,31898147.8133,-0.00162795026847,-0.00175598026847,-0.00362269961858,-0.00375072961858,-0.00561346743306,-0.00574149743306
VETUSDT-20220728--1,VETUSDT,2022-07-27T00:00:00+00:00,2022-07-28T00:00:00+00:00,2022-07-29T00:00:00+00:00,-1,0.02515,0.02636,0.0003,3,0.0003,2.49570464828,-0.676917833931,29892017.0996,-0.0493106124397,-0.0490106124397,-0.0514089334247,-0.0511089334247,-0.0535114594618,-0.0532114594618
VETUSDT-20220827-+1,VETUSDT,2022-08-26T00:00:00+00:00,2022-08-27T00:00:00+00:00,2022-08-28T00:00:00+00:00,1,0.0244,0.02442,-0.00046898,3,0.00046898,-2.31548021549,-0.0645476577017,44543877.1398,-0.000380591317341,8.83886826593e-05,-0.00237783289313,-0.00190885289313,-0.00437108795879,-0.00390210795879
VETUSDT-20220910--1,VETUSDT,2022-09-09T00:00:00+00:00,2022-09-10T00:00:00+00:00,2022-09-11T00:00:00+00:00,-1,0.02565,0.02567,0.0003,3,0.0003,1.56518881821,-0.0766647398129,32232272.8737,-0.00197900752726,-0.00167900752726,-0.00398257054447,-0.00368257054447,-0.00599014871802,-0.00569014871802
VETUSDT-20221020-+1,VETUSDT,2022-10-19T00:00:00+00:00,2022-10-20T00:00:00+00:00,2022-10-21T00:00:00+00:00,1,0.02233,0.02182,0.0002,2,-0.0002,-1.54539824548,-0.76916010696,17821564.0299,-0.0240111195262,-0.0242111195262,-0.0259611472594,-0.0261611472594,-0.0279072827217,-0.0281072827217
VETUSDT-20221220-+1,VETUSDT,2022-12-19T00:00:00+00:00,2022-12-20T00:00:00+00:00,2022-12-21T00:00:00+00:00,1,0.01578,0.01625,-0.00017363,3,0.00017363,-1.97981113687,-0.0627937044918,12432375.1654,0.0285495369445,0.0287231669445,0.0264944929146,0.0266681229146,0.0244435507691,0.0246171807691
XTZUSDT-20210122-+1,XTZUSDT,2021-01-21T00:00:00+00:00,2021-01-22T00:00:00+00:00,2021-01-23T00:00:00+00:00,1,2.464,2.916,0.00057305,3,-0.00057305,-2.30398313273,-0.229746479693,50672032.4994,0.182022280138,0.181449230138,0.179660597261,0.179087547261,0.177303628321,0.176730578321
XTZUSDT-20210318--1,XTZUSDT,2021-03-17T00:00:00+00:00,2021-03-18T00:00:00+00:00,2021-03-19T00:00:00+00:00,-1,4.419,4.267,0.00391874,3,0.00391874,1.60830586886,-0.263995284797,95301374.0011,0.0331976419489,0.0371163819489,0.0312645026544,0.0351832426544,0.0293274893332,0.0332462293332
XTZUSDT-20210327--1,XTZUSDT,2021-03-26T00:00:00+00:00,2021-03-27T00:00:00+00:00,2021-03-28T00:00:00+00:00,-1,4.197,4.112,0.00084623,3,0.00084623,1.52000840511,-0.928899564054,65843250.6101,0.0190532809216,0.0198995109216,0.017091824588,0.017938054588,0.0151264374801,0.0159726674801
XTZUSDT-20210405--1,XTZUSDT,2021-04-04T00:00:00+00:00,2021-04-05T00:00:00+00:00,2021-04-06T00:00:00+00:00,-1,5.141,6.123,0.0031894,2,0.0031894,1.54725880163,-1.2335283672,58954220.3698,-0.192212701945,-0.189023301945,-0.194597113199,-0.191407713199,-0.196986302833,-0.193796902833
XTZUSDT-20210409--1,XTZUSDT,2021-04-08T00:00:00+00:00,2021-04-09T00:00:00+00:00,2021-04-10T00:00:00+00:00,-1,6.172,6.847,0.00247518,2,0.00247518,1.83416814338,-0.0581819937442,106092074.661,-0.110564154055,-0.108088974055,-0.112785104752,-0.110309924752,-0.115010506253,-0.112535326253
XTZUSDT-20210427--1,XTZUSDT,2021-04-26T00:00:00+00:00,2021-04-27T00:00:00+00:00,2021-04-28T00:00:00+00:00,-1,5.226,5.435,0.0002,2,0.0002,2.30933156277,-0.545804693351,123487627.296,-0.0411916263942,-0.0409916263942,-0.0432736931529,-0.0430736931529,-0.0453599323901,-0.0451599323901
XTZUSDT-20210525--1,XTZUSDT,2021-05-24T00:00:00+00:00,2021-05-25T00:00:00+00:00,2021-05-26T00:00:00+00:00,-1,3.538,3.661,0.0002,2,0.0002,1.79510628176,-0.793841905752,110189361.157,-0.0359646846149,-0.0357646846149,-0.0380362870257,-0.0378362870257,-0.0401120409443,-0.0399120409443
XTZUSDT-20210624--1,XTZUSDT,2021-06-23T00:00:00+00:00,2021-06-24T00:00:00+00:00,2021-06-25T00:00:00+00:00,-1,2.686,2.83,0.0003,3,0.0003,1.6801276564,-0.461776437771,62520718.9037,-0.0548105983766,-0.0545105983766,-0.0569199303445,-0.0566199303445,-0.0590334894305,-0.0587334894305
XTZUSDT-20210626-+1,XTZUSDT,2021-06-25T00:00:00+00:00,2021-06-26T00:00:00+00:00,2021-06-27T00:00:00+00:00,1,2.518,2.542,0.0003,3,-0.0003,-1.50865992368,-0.528880108098,58421460.1935,0.00832066288424,0.00802066288424,0.00630603618517,0.00600603618517,0.00429543069708,0.00399543069708
XTZUSDT-20210923--1,XTZUSDT,2021-09-22T00:00:00+00:00,2021-09-23T00:00:00+00:00,2021-09-24T00:00:00+00:00,-1,5.571,6.215,0.0003,3,0.0003,1.61198266078,-0.479603953487,334648471.845,-0.116797916224,-0.116497916224,-0.119031346927,-0.118731346927,-0.121269253442,-0.120969253442
XTZUSDT-20211119-+1,XTZUSDT,2021-11-18T00:00:00+00:00,2021-11-19T00:00:00+00:00,2021-11-20T00:00:00+00:00,1,4.796,5.271,0.0002,2,-0.0002,-2.00903237937,-0.496114986537,135230165.393,0.0977228091835,0.0975228091835,0.0955295568175,0.0953295568175,0.0933406822008,0.0931406822008
XTZUSDT-20211120--1,XTZUSDT,2021-11-19T00:00:00+00:00,2021-11-20T00:00:00+00:00,2021-11-21T00:00:00+00:00,-1,5.271,5.526,0.0003,3,0.0003,2.24067960502,-1.24875380832,94699789.6318,-0.0495771973356,-0.0492771973356,-0.0516760520241,-0.0513760520241,-0.0537791128342,-0.0534791128342
XTZUSDT-20211127-+1,XTZUSDT,2021-11-26T00:00:00+00:00,2021-11-27T00:00:00+00:00,2021-11-28T00:00:00+00:00,1,4.658,4.619,0.0003,3,-0.0003,-1.66020631911,-0.0522074317758,139494019.307,-0.00956193136844,-0.00986193136844,-0.0115408286085,-0.0118408286085,-0.0135157759538,-0.0138157759538
XTZUSDT-20220218-+1,XTZUSDT,2022-02-17T00:00:00+00:00,2022-02-18T00:00:00+00:00,2022-02-19T00:00:00+00:00,1,3.672,3.62,0.00013174,2,-0.00013174,-1.78720893978,-0.996152435083,97949967.7096,-0.0153435172012,-0.0154752572012,-0.0173108628212,-0.0174426028212,-0.0192742816036,-0.0194060216036
XTZUSDT-20220221-+1,XTZUSDT,2022-02-20T00:00:00+00:00,2022-02-21T00:00:00+00:00,2022-02-22T00:00:00+00:00,1,3.266,2.968,-0.00028689,2,0.00028689,-1.78923184482,-1.43600827565,73657226.3547,-0.0923329651933,-0.0920460751933,-0.0941464857424,-0.0938595957424,-0.09595638649,-0.09566949649
XTZUSDT-20220222-+1,XTZUSDT,2022-02-21T00:00:00+00:00,2022-02-22T00:00:00+00:00,2022-02-23T00:00:00+00:00,1,2.968,3.061,-0.00029145,3,0.00029145,-1.78540179791,-0.156294185689,143667793.706,0.0300973728431,0.0303888228431,0.0280392362341,0.0283306862341,0.0259852076821,0.0262766576821
XTZUSDT-20220228-+1,XTZUSDT,2022-02-27T00:00:00+00:00,2022-02-28T00:00:00+00:00,2022-03-01T00:00:00+00:00,1,3.111,3.531,-0.00046935,2,0.00046935,-1.76016782704,-0.287834148037,136314003.485,0.133643632528,0.134112982528,0.131378610285,0.131847960285,0.129118109045,0.129587459045
XTZUSDT-20220301--1,XTZUSDT,2022-02-28T00:00:00+00:00,2022-03-01T00:00:00+00:00,2022-03-02T00:00:00+00:00,-1,3.531,3.494,0.0003,3,0.0003,2.48437490819,-0.748146624637,108241827.235,0.00927933752351,0.00957933752351,0.00729831373564,0.00759831373564,0.00531331996021,0.00561331996021
XTZUSDT-20220305-+1,XTZUSDT,2022-03-04T00:00:00+00:00,2022-03-05T00:00:00+00:00,2022-03-06T00:00:00+00:00,1,3.077,3.142,-5.493e-05,3,5.493e-05,-1.62861197515,-1.27653756614,81359754.2273,0.0198998572907,0.0199547872907,0.0178620953381,0.0179170253381,0.0158284007746,0.0158833307746
XTZUSDT-20220406-+1,XTZUSDT,2022-04-05T00:00:00+00:00,2022-04-06T00:00:00+00:00,2022-04-07T00:00:00+00:00,1,3.672,3.285,0.0003,3,-0.0003,-1.77151738174,-0.750970398135,55662015.2439,-0.106465042543,-0.106765042543,-0.108250327173,-0.108550327173,-0.110032048361,-0.110332048361
XTZUSDT-20220409-+1,XTZUSDT,2022-04-08T00:00:00+00:00,2022-04-09T00:00:00+00:00,2022-04-10T00:00:00+00:00,1,3.166,3.203,0.0003,3,-0.0003,-1.63675826325,-0.169657024958,71386744.1129,0.0104733748506,0.0101733748506,0.00845444702876,0.00815444702876,0.00643954900294,0.00613954900294
XTZUSDT-20220418-+1,XTZUSDT,2022-04-17T00:00:00+00:00,2022-04-18T00:00:00+00:00,2022-04-19T00:00:00+00:00,1,3.083,3.174,0.00021919,3,-0.00021919,-1.50461232909,-0.971366481287,57907282.9048,0.0282820252707,0.0280628352707,0.0262275157297,0.0260083257297,0.0241771070062,0.0239579170062
XTZUSDT-20220519-+1,XTZUSDT,2022-05-18T00:00:00+00:00,2022-05-19T00:00:00+00:00,2022-05-20T00:00:00+00:00,1,1.678,1.755,-0.00010696,2,0.00010696,-1.53815458614,-1.60172050731,37513676.7394,0.0446336488929,0.0447406088929,0.0425464687752,0.0426534287752,0.0404634546857,0.0405704146857
XTZUSDT-20220719--1,XTZUSDT,2022-07-18T00:00:00+00:00,2022-07-19T00:00:00+00:00,2022-07-20T00:00:00+00:00,-1,1.729,1.741,0.0002,2,0.0002,1.87601346,-0.129591452634,62957891.9275,-0.0081397084248,-0.0079397084248,-0.0101556051775,-0.00995560517754,-0.0121755418035,-0.0119755418035
XTZUSDT-20220726-+1,XTZUSDT,2022-07-25T00:00:00+00:00,2022-07-26T00:00:00+00:00,2022-07-27T00:00:00+00:00,1,1.508,1.554,-0.00036531,3,0.00036531,-2.11411495352,-0.952692273327,40964098.3268,0.0292681155233,0.0296334255233,0.027211635772,0.027576945772,0.0251592607707,0.0255245707707
XTZUSDT-20220830--1,XTZUSDT,2022-08-29T00:00:00+00:00,2022-08-30T00:00:00+00:00,2022-08-31T00:00:00+00:00,-1,1.528,1.494,2.67e-06,3,2.67e-06,1.61766241117,-1.23211439433,27370229.0924,0.0210520284688,0.0210546984688,0.0190945736317,0.0190972436317,0.0171331960395,0.0171358660395
XTZUSDT-20220919-+1,XTZUSDT,2022-09-18T00:00:00+00:00,2022-09-19T00:00:00+00:00,2022-09-20T00:00:00+00:00,1,1.436,1.481,-0.00072848,3,0.00072848,-1.52934046822,-0.565473909472,30536940.4489,0.0301001850143,0.0308286650143,0.0280420427865,0.0287705227865,0.0259880086271,0.0267164886271
XTZUSDT-20220923--1,XTZUSDT,2022-09-22T00:00:00+00:00,2022-09-23T00:00:00+00:00,2022-09-24T00:00:00+00:00,-1,1.508,1.515,0.0003,3,0.0003,1.62382787676,-0.333539142398,32863416.2234,-0.00584119024606,-0.00554119024606,-0.00785248536081,-0.00755248536081,-0.00986781112708,-0.00956781112708
ZECUSDT-20210122-+1,ZECUSDT,2021-01-21T00:00:00+00:00,2021-01-22T00:00:00+00:00,2021-01-23T00:00:00+00:00,1,83.05,87.01,0.0003,3,-0.0003,-1.88605509063,-0.4415510863,43686700.5758,0.0464256545411,0.0461256545411,0.0443348939925,0.0440348939925,0.0422483066187,0.0419483066187
ZECUSDT-20210327--1,ZECUSDT,2021-03-26T00:00:00+00:00,2021-03-27T00:00:00+00:00,2021-03-28T00:00:00+00:00,-1,133.6,133.8,0.00054844,3,0.00054844,1.60722812962,-1.27115396502,33871286.4483,-0.00269628641976,-0.00214784641976,-0.00470128543075,-0.00415284543075,-0.00671030247583,-0.00616186247583
ZECUSDT-20210425-+1,ZECUSDT,2021-04-24T00:00:00+00:00,2021-04-25T00:00:00+00:00,2021-04-26T00:00:00+00:00,1,198.67,202.51,0.00022146,2,-0.00022146,-1.64788764353,-0.507782949345,90647394.2438,0.0181060739909,0.0178846139909,0.0160718960209,0.0158504360209,0.0140417782863,0.0138203182863
ZECUSDT-20210427--1,ZECUSDT,2021-04-26T00:00:00+00:00,2021-04-27T00:00:00+00:00,2021-04-28T00:00:00+00:00,-1,227.22,242.06,0.00028176,2,0.00028176,1.98088750666,-0.667576824207,87192392.4189,-0.066510432619,-0.066228672619,-0.0686431876785,-0.0683614276785,-0.0707802167962,-0.0704984567962
ZECUSDT-20210516-+1,ZECUSDT,2021-05-15T00:00:00+00:00,2021-05-16T00:00:00+00:00,2021-05-17T00:00:00+00:00,1,271.29,262.26,0.0002,2,-0.0002,-1.53254491584,-0.0504299763572,170368920.5,-0.0344447760184,-0.0346447760184,-0.0363739572851,-0.0365739572851,-0.0382992878906,-0.0384992878906
ZECUSDT-20210524-+1,ZECUSDT,2021-05-23T00:00:00+00:00,2021-05-24T00:00:00+00:00,2021-05-25T00:00:00+00:00,1,114.47,149.41,0.0003,3,-0.0003,-1.64796017969,-0.114027989404,166162035.519,0.30366747192,0.30336747192,0.301062741706,0.300762741706,0.298463210555,0.298163210555
ZECUSDT-20210525--1,ZECUSDT,2021-05-24T00:00:00+00:00,2021-05-25T00:00:00+00:00,2021-05-26T00:00:00+00:00,-1,149.41,145.44,0.0002,2,0.0002,2.45532825335,-0.160925506564,160508784.285,0.0253718995428,0.0255718995428,0.0234230930963,0.0236230930963,0.0214703812261,0.0216703812261
ZECUSDT-20210626-+1,ZECUSDT,2021-06-25T00:00:00+00:00,2021-06-26T00:00:00+00:00,2021-06-27T00:00:00+00:00,1,99.99,103.54,-1.965e-05,3,1.965e-05,-1.52809185536,-0.31728055542,62740697.484,0.0342616912101,0.0342813412101,0.0321952342846,0.0322148842846,0.0301329020236,0.0301525520236
ZECUSDT-20210925-+1,ZECUSDT,2021-09-24T00:00:00+00:00,2021-09-25T00:00:00+00:00,2021-09-26T00:00:00+00:00,1,110.55,110.49,0.0003,3,-0.0003,-1.57241700475,-0.197342890791,60542757.2703,-0.00174137037452,-0.00204137037452,-0.00373589311103,-0.00403589311103,-0.00572643476424,-0.00602643476424
ZECUSDT-20211229-+1,ZECUSDT,2021-12-28T00:00:00+00:00,2021-12-29T00:00:00+00:00,2021-12-30T00:00:00+00:00,1,149.48,146.63,0.0003,3,-0.0003,-2.46316682502,-0.325338947989,120469727.787,-0.0202425106349,-0.0205425106349,-0.0222000680562,-0.0225000680562,-0.0241537181773,-0.0244537181773
ZECUSDT-20220106-+1,ZECUSDT,2022-01-05T00:00:00+00:00,2022-01-06T00:00:00+00:00,2022-01-07T00:00:00+00:00,1,136.79,137.19,0.0003,3,-0.0003,-1.57601318082,-0.326552979893,86062463.7415,0.00172140300877,0.00142140300877,-0.000280038355884,-0.000580038355884,-0.00227748482759,-0.00257748482759
ZECUSDT-20220119-+1,ZECUSDT,2022-01-18T00:00:00+00:00,2022-01-19T00:00:00+00:00,2022-01-20T00:00:00+00:00,1,131.65,125.8,0.00025718,3,-0.00025718,-1.55682304409,-0.391198269214,76592580.1674,-0.0455819937585,-0.0458391737585,-0.0474889228419,-0.0477461028419,-0.0493920456797,-0.0496492256797
ZECUSDT-20220121-+1,ZECUSDT,2022-01-20T00:00:00+00:00,2022-01-21T00:00:00+00:00,2022-01-22T00:00:00+00:00,1,118.67,102.11,0.00020212,3,-0.00020212,-1.63693756693,-0.526301302708,71222359.3258,-0.140578566823,-0.140780686823,-0.142295692564,-0.142497812564,-0.144009390908,-0.144211510908
ZECUSDT-20220205--1,ZECUSDT,2022-02-04T00:00:00+00:00,2022-02-05T00:00:00+00:00,2022-02-06T00:00:00+00:00,-1,107.05,115.93,0.00020818,3,0.00020818,1.51538856457,-1.13687332359,51515060.2436,-0.0841511720712,-0.0839429920712,-0.0863192439263,-0.0861110639263,-0.0884916606148,-0.0882834806148
ZECUSDT-20220218-+1,ZECUSDT,2022-02-17T00:00:00+00:00,2022-02-18T00:00:00+00:00,2022-02-19T00:00:00+00:00,1,113.42,108.94,0.00016662,2,-0.00016662,-1.8879330529,-0.15763979549,71487589.7524,-0.0406511162955,-0.0408177362955,-0.0425678972819,-0.0427345172819,-0.0444808523582,-0.0446474723582
ZECUSDT-20220301--1,ZECUSDT,2022-02-28T00:00:00+00:00,2022-03-01T00:00:00+00:00,2022-03-02T00:00:00+00:00,-1,118.51,118.93,0.00016411,3,0.00016411,3.33421621892,-0.232371866739,65318736.9163,-0.00474328515708,-0.00457917515708,-0.00675238226364,-0.00658827226364,-0.0087655056169,-0.0086013956169
ZECUSDT-20220412-+1,ZECUSDT,2022-04-11T00:00:00+00:00,2022-04-12T00:00:00+00:00,2022-04-13T00:00:00+00:00,1,142.74,147.28,0.0002,2,-0.0002,-2.04717475553,-0.398267690939,150415889.503,0.0305686561441,0.0303686561441,0.0285095779101,0.0283095779101,0.0264546096126,0.0262546096126
ZECUSDT-20220501-+1,ZECUSDT,2022-04-30T00:00:00+00:00,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,1,113.81,124,9.619e-05,2,-9.619e-05,-1.96113562623,-0.106909842601,120233287.444,0.088228531996,0.088132341996,0.0860542492148,0.0859580592148,0.0838843063194,0.0837881163194
ZECUSDT-20220502--1,ZECUSDT,2022-05-01T00:00:00+00:00,2022-05-02T00:00:00+00:00,2022-05-03T00:00:00+00:00,-1,124,124.68,0.00019828,3,0.00019828,1.51085664383,-0.316183514794,110174916.652,-0.00668315139948,-0.00648487139948,-0.00869613212214,-0.00849785212214,-0.0107131468743,-0.0105148668743
ZECUSDT-20220505--1,ZECUSDT,2022-05-04T00:00:00+00:00,2022-05-05T00:00:00+00:00,2022-05-06T00:00:00+00:00,-1,134.39,125.45,0.0003,3,0.0003,2.01958445551,-0.878427980553,86669344.876,0.0653235263247,0.0656235263247,0.063454703115,0.063754703115,0.0615821347686,0.0618821347686
ZECUSDT-20220515--1,ZECUSDT,2022-05-14T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,-1,105.45,112.23,-0.00041778,2,-0.00041778,1.67771389746,-0.0698785779274,117736069.138,-0.0654951552539,-0.0659129352539,-0.067625877726,-0.068043657726,-0.0697608701831,-0.0701786501831
ZECUSDT-20220617-+1,ZECUSDT,2022-06-16T00:00:00+00:00,2022-06-17T00:00:00+00:00,2022-06-18T00:00:00+00:00,1,59.02,62.56,5.128e-05,3,-5.128e-05,-2.30585643237,-1.14787917211,42853147.4048,0.0587084550354,0.0586571750354,0.056593153427,0.056541873427,0.0544820739774,0.0544307939774
ZECUSDT-20220726-+1,ZECUSDT,2022-07-25T00:00:00+00:00,2022-07-26T00:00:00+00:00,2022-07-27T00:00:00+00:00,1,54.26,55.66,-0.0002575,3,0.0002575,-1.79002126929,-0.166950195853,38379521.7326,0.0245714716397,0.0248289716397,0.0225243757923,0.0227818757923,0.0204813659645,0.0207388659645
ZECUSDT-20220827-+1,ZECUSDT,2022-08-26T00:00:00+00:00,2022-08-27T00:00:00+00:00,2022-08-28T00:00:00+00:00,1,61.04,61.38,0.00011228,3,-0.00011228,-2.29284663119,-0.46737453289,60057598.3815,0.00436415739023,0.00425187739023,0.00235743579704,0.00224515579704,0.000354719636179,0.000242439636179
ZECUSDT-20220907-+1,ZECUSDT,2022-09-06T00:00:00+00:00,2022-09-07T00:00:00+00:00,2022-09-08T00:00:00+00:00,1,57.97,59.31,-6.605e-05,3,6.605e-05,-2.02647139792,-0.391399308127,59710127.2417,0.0218884022355,0.0219544522355,0.0198466671661,0.0199127171661,0.0178090074162,0.0178750574162
ZECUSDT-20220910--1,ZECUSDT,2022-09-09T00:00:00+00:00,2022-09-10T00:00:00+00:00,2022-09-11T00:00:00+00:00,-1,65.92,65.27,0.0003,3,0.0003,1.9933603934,-0.764328877533,42811635.951,0.00866115646146,0.00896115646146,0.00667889507386,0.00697889507386,0.00469266121855,0.00499266121855
