trade_id,strategy_variant,entry_time,exit_time,signal_cutoff,symbol,category,eligible_count,ptv26,ptv52,ptv78,ptv52_zero,mom52,skew52,vol52,selection_score,selection_rank,entry_price,exit_price,notional_fraction,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_long_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-scheduled_long-20220328-AVAXUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,AVAXUSDT,Layer-1,20,-0.05163372119346677,-0.019319119522676162,-0.028900488691052335,-0.10925852739971632,1.1309921871428408,2.2588323490636384,0.16227132793943883,-0.019319119522676162,,89.9,98.03,0.25,0.0027808676307007783,21,-0.0005570246096412682,-0.0008355369144619023,0.022608453837597298,0.02229488876529473,-2.7755575615628914e-17,0.02173786415565346,0.021772293876529458,-5.898059818321144e-17,0.02121526926688819,0.021249698987764132,-2.7755575615628914e-17,0.02041416207330223
development-scheduled_long-20220328-BCHUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,BCHUSDT,Payment,20,-0.05190187738873183,-0.050919678072111396,-0.07942312217979455,-0.13630821060844206,-0.3285000865735225,1.0316227808271554,0.0617372371757649,-0.050919678072111396,,376.45,378.45,0.25,0.0006640988179041042,21,-0.0005250577463580821,-0.000787586619537123,0.0013281976358082148,0.001027400717226734,1.0625181290357943e-17,0.000502342970868652,0.0005260733165095566,3.5778671692021646e-17,1.0155701514744705e-06,2.4745915792323547e-05,4.320545657354735e-17,-0.0007628407037447995
development-scheduled_long-20220328-BNBUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,BNBUSDT,Layer-1,20,-0.027051704753928225,-0.03475486866881214,-0.014007841928820979,-0.11389736343316136,0.4303339938478915,0.5298245353811476,0.07396850784759687,-0.03475486866881214,,430.48,450.48,0.25,0.0005807470730347519,21,-2.2269075964437838e-05,-3.3403613946656757e-05,0.011614941460695027,0.011307972495818608,-1.214306433183765e-17,0.01128570341985417,0.010796364523322777,-5.0306980803327406e-17,0.010774095447358339,0.010284756550827001,3.469446951953614e-18,0.010251352936880344
development-scheduled_long-20220328-CRVUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,CRVUSDT,DeFi,20,-0.07779948380502436,-0.09111484309276478,-0.11670338478731557,-0.18835976439835223,-0.259719909086821,0.2831914447946585,0.12237725893809462,-0.09111484309276478,,2.615,2.948,0.25,0.09560229445506692,21,-0.00015960616252420648,-0.0004546942936121893,0.03183556405353727,0.031516462715105165,2.0816681711721685e-17,0.031356856552580956,0.030984646252390058,-2.0816681711721685e-17,0.030825040089865852,0.03045282978967495,2.0816681711721685e-17,0.029998135496062762
development-scheduled_long-20220328-DASHUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,DASHUSDT,PoW,20,-0.04843592620858984,-0.06160071633172172,-0.07511082731427009,-0.16832205635391767,-0.4567148207624293,0.5891824295281013,0.06474193466568705,-0.06160071633172172,,132.88,132.65,0.25,0.001881396748946418,21,-0.0005162971482615894,-0.0007744457223923841,-0.00043272125225765623,-0.0007324616195062972,4.9873299934333204e-18,-0.0012487587677678866,-0.0012320291578867826,-1.6479873021779667e-17,-0.001748326306148372,-0.001731596696267268,1.5178830414797062e-17,-0.002506042418659652
development-scheduled_long-20220328-ETCUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,ETCUSDT,PoW,20,-0.02306589130072794,0.013892338959781425,-0.01141359019185536,-0.06444281124514625,1.3821020030809694,3.5441484266831793,0.15833423401077543,0.013892338959781425,,47.986,46.721,0.25,0.0052098528737548454,21,-0.000501980458365416,-0.000752970687548124,-0.00659046388529988,-0.006886509606968683,1.9949319973733282e-17,-0.0073884900653340985,-0.0073799230973617125,-1.734723475976807e-17,-0.007881903555727128,-0.00787333658775477,2.949029909160572e-17,-0.008626307275302895
development-scheduled_long-20220328-KAVAUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,KAVAUSDT,DeFi,20,-0.0726851781109334,-0.09032365152796001,-0.08955185545403595,-0.14850559357353865,-0.41965659362026997,0.20759348467591787,0.10282104466100421,-0.09032365152796001,,4.1072,4.6349,0.25,0.06086871834826646,21,0.00043696717717368275,1.83417266127471e-05,0.032120422672380244,0.03180115041877679,-1.3877787807814457e-17,0.03223811759595047,0.03126904926835805,3.469446951953614e-17,0.03170601644553173,0.030736948117939256,2.0816681711721685e-17,0.030755289844552003
development-scheduled_long-20220328-LINKUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,LINKUSDT,Infrastructure,20,-0.04501159090454208,-0.05079172563316402,-0.06429240192630085,-0.15783377169155563,-0.5331150539578003,2.3888715282685866,0.07169257844978368,-0.05079172563316402,,16.854,18.081,0.25,0.014833274000237333,21,-0.0005354399762519284,-0.0008031599643778924,0.018200427198291236,0.017889506941972277,4.163336342344337e-17,0.01735406696572035,0.017371317435030342,3.8163916471489756e-17,0.016835877458778414,0.016853127928088296,2.42861286636753e-17,0.016049967963710405
development-scheduled_long-20220328-LTCUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,LTCUSDT,Payment,20,-0.030566885657398422,-0.04766766776992988,-0.0655202391389499,-0.14672745246960586,-0.3929692957304417,1.4012234939599708,0.05537060505892826,-0.04766766776992988,,129.56,128.74,0.25,0.0019296079036739734,21,-0.0005134350767415769,-0.0007701526151123652,-0.001582278481012639,-0.001881329113924024,1.3227266504323154e-17,-0.002394764190665601,-0.0023797477848100934,3.0357660829594124e-18,-0.0028931828615516705,-0.002878166455696163,-6.938893903907228e-18,-0.003648319070808528
development-scheduled_long-20220328-RUNEUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,RUNEUSDT,DeFi,20,-0.03574981868784607,-0.06220677921950447,-0.05694357866160338,-0.16050116773760165,0.5328402099921674,0.7614719908599441,0.13759269444252856,-0.06220677921950447,,10.4,11.218,0.25,0.024038461538461536,21,-0.0006035945623014208,-0.0009053918434521312,0.019663461538461546,0.019351663461538438,-1.3877787807814457e-17,0.018748068899237018,0.01883201179807692,-3.122502256758253e-17,0.0182284172357755,0.018312360134615346,-2.0816681711721685e-17,0.017406968291163213
development-scheduled_long-20220328-SNXUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,SNXUSDT,DeFi,20,-0.07962336366699095,-0.10724539161301097,-0.1025409523906873,-0.15319092509047413,-1.213112423529873,1.4660609528885404,0.12258940125136018,-0.10724539161301097,,5.414,7.315,0.25,0.046176579239009974,21,-0.0006323571893239748,-0.0009485357839859624,0.087781677133358,0.08742900812707799,1.3877787807814457e-17,0.08679665093775402,0.0868412791189509,-2.7755575615628914e-17,0.08620892192962692,0.08625355011082375,-5.551115123125783e-17,0.08530501432683779
development-scheduled_long-20220328-SOLUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,SOLUSDT,Layer-1,20,-0.06737330557609619,-0.013252053296698874,-0.03174108582571035,-0.0769411405125687,1.8171892428778817,1.7361501849742957,0.17347453594090534,-0.013252053296698874,,106.94,136.87,0.25,0.0023377594913035348,21,-0.0005844715083185455,-0.0008767072624778182,0.06996914157471479,0.06962716008976999,0.0,0.06904268858145145,0.06905723292968025,-1.3877787807814457e-17,0.0684727614213617,0.06848730576959045,2.7755575615628914e-17,0.06761059850711262
development-scheduled_long-20220328-TRXUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,TRXUSDT,Layer-1,20,-0.05105442250718356,-0.045284253345130254,-0.06239145618508031,-0.10747137233147369,0.03894993010303882,1.331002633449396,0.08422957900753289,-0.045284253345130254,,0.06896,0.07313,0.25,3.6252900232018566,21,-0.0005517391168793505,-0.0008276086753190256,0.015117459396751742,0.014808388921113746,3.122502256758253e-17,0.014256649804234396,0.014293280532192643,3.122502256758253e-17,0.013741541415313292,0.013778172143271539,3.2959746043559335e-17,0.012950563467952514
development-scheduled_long-20220328-UNIUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,UNIUSDT,DeFi,20,-0.0645121224982094,-0.09259085228065364,-0.07823222865173296,-0.16520369066337603,-0.9795772694258076,0.261077923350173,0.07555849329117331,-0.09259085228065364,,11.4,11.872,0.25,0.021929824561403508,21,-0.0005303015061403508,-0.0007954522592105263,0.010350877192982444,0.010044666666666646,-8.673617379884035e-18,0.009514365160526296,0.009534321999999984,-3.469446951953614e-17,0.009004020493859633,0.009023977333333266,-3.8163916471489756e-17,0.00822852507412274
development-scheduled_long-20220328-VETUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,VETUSDT,Layer-1,20,-0.05743142463503013,-0.05846096503220548,-0.05709329482254531,-0.15074659093699383,-0.3225516990022028,1.1373560427708918,0.08694844372458724,-0.05846096503220548,,0.07476,0.08259,0.25,3.3440342429106478,21,-0.0005821661937693954,-0.0008732492906540932,0.026183788121990403,0.02586807784911721,2.42861286636753e-17,0.025285911655347815,0.0253419097712681,-1.3877787807814457e-17,0.024759743577498706,0.02481574169341899,3.8163916471489756e-17,0.023942492402764897
development-scheduled_long-20220328-XLMUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,XLMUSDT,Layer-2,20,-0.05131044848134965,-0.07059248901671805,-0.052662771286324205,-0.14082065749817532,-0.5755955088440796,0.6736726371781128,0.07387750809938569,-0.07059248901671805,,0.22962,0.23708,0.25,1.088755334901141,21,-0.0005322990397177946,-0.000798448559576692,0.008122114798362556,0.007817241529483487,-2.949029909160572e-17,0.007284942489765692,0.007309124287953994,-5.551115123125783e-17,0.006776825248236199,0.006801007046424501,-4.9439619065339e-17,0.0060025584868478084
development-scheduled_long-20220328-XMRUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,XMRUSDT,PoW,20,-0.05383745274620551,-0.05617327977117247,-0.08703357468770553,-0.13712837678121467,-0.07144272716471434,0.8445261334410259,0.08555623513730161,-0.05617327977117247,,215.41,217.13,0.25,0.0011605775033656748,21,-0.00047270212956015273,-0.0007090531943402289,0.0019961933057889847,0.0016949955898054592,-2.667137344314341e-17,0.0012222934602453064,0.0011930005942157318,5.421010862427522e-18,0.0007202984646555791,0.0006910055986258934,2.5478751053409354e-17,-1.8047595714335484e-05
development-scheduled_long-20220328-XRPUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,XRPUSDT,Payment,20,-0.037437812462903536,-0.027471727631304205,-0.09564405682584881,-0.08328777081601027,0.4161049888932187,2.7665618108498875,0.12454103896746706,-0.027471727631304205,,0.8578,0.8432,0.25,0.29144322685940777,21,-0.000518404793075309,-0.0007776071896129635,-0.004255071112147374,-0.004552518069480066,1.5612511283791264e-17,-0.005070922862555375,-0.005048265551410608,-1.9949319973733282e-17,-0.0055666703444859165,-0.005544013033341122,4.336808689942018e-18,-0.006321620222954086
development-scheduled_long-20220328-ZECUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,ZECUSDT,PoW,20,-0.0034049239239420034,-0.027111461835307528,-0.060641503815844974,-0.15317125717189295,0.4225771224930448,1.636475679503377,0.09586231979407604,-0.027111461835307528,,210.23,179.75,0.25,0.0011891737620701138,21,-0.00047363582080221664,-0.0007104537312033251,-0.03624601626789706,-0.036524268658136294,2.0816681711721685e-17,-0.03699790447893851,-0.03698804438947817,-6.938893903907228e-18,-0.03746168021028039,-0.03745182012082002,1.3877787807814457e-17,-0.038162273852023344
development-scheduled_long-20220328-ZILUSDT,scheduled_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,ZILUSDT,PoW,20,0.0005748026799365785,-0.05288336389386498,-0.04432053995398014,-0.15101280929283012,-0.6181342907330895,4.041078465432576,0.10162952767821191,-0.05288336389386498,,0.10627,0.15415,0.25,2.3524983532511525,21,-0.00019150008216500429,-0.0007339493682679731,0.11263762115366521,0.11227003858097295,-5.551115123125783e-17,0.11207853849880794,0.11165746854239206,0.0,0.11146596846022705,0.11104489850381105,2.7755575615628914e-17,0.11031094913554308
development-scheduled_long-20220411-AVAXUSDT,scheduled_long,2022-04-11T00:00:00+0000,2022-04-18T00:00:00+0000,2022-04-09T00:00:00+0000,AVAXUSDT,Layer-1,20,-0.02851274947831379,-0.011434710554987057,-0.02728641547981154,-0.11457568878363368,1.3401286060673736,2.2899353527815913,0.1602301046274485,-0.011434710554987057,,80.94,75.36,0.25,0.0030887076847047196,20,-0.00023208888949270508,-0.00040944366899691993,-0.017234988880652335,-0.01752464788732394,-3.469446951953614e-18,-0.017756736776816644,-0.018007423239436604,-2.7755575615628914e-17,-0.018239512128929308,-0.018490198591549295,3.469446951953614e-18,-0.018899642260546214
