trade_id,strategy_variant,entry_time,exit_time,signal_cutoff,symbol,category,eligible_count,ptv26,ptv52,ptv78,ptv52_zero,mom52,skew52,vol52,selection_score,selection_rank,entry_price,exit_price,notional_fraction,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_long_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_price_cost_return,base_reconciliation_error,base_net_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return
development-market_long-20220328-AVAXUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,AVAXUSDT,Layer-1,20,-0.05163372119346677,-0.019319119522676162,-0.028900488691052335,-0.10925852739971632,1.1309921871428408,2.2588323490636384,0.16227132793943883,-0.019319119522676162,,89.9,98.03,0.25,0.0027808676307007783,21,-0.0005570246096412682,-0.0008355369144619023,0.022608453837597298,0.02229488876529473,-2.7755575615628914e-17,0.02173786415565346,0.021772293876529458,-5.898059818321144e-17,0.02121526926688819,0.021249698987764132,-2.7755575615628914e-17,0.02041416207330223
development-market_long-20220328-BCHUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,BCHUSDT,Payment,20,-0.05190187738873183,-0.050919678072111396,-0.07942312217979455,-0.13630821060844206,-0.3285000865735225,1.0316227808271554,0.0617372371757649,-0.050919678072111396,,376.45,378.45,0.25,0.0006640988179041042,21,-0.0005250577463580821,-0.000787586619537123,0.0013281976358082148,0.001027400717226734,1.0625181290357943e-17,0.000502342970868652,0.0005260733165095566,3.5778671692021646e-17,1.0155701514744705e-06,2.4745915792323547e-05,4.320545657354735e-17,-0.0007628407037447995
development-market_long-20220328-BNBUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,BNBUSDT,Layer-1,20,-0.027051704753928225,-0.03475486866881214,-0.014007841928820979,-0.11389736343316136,0.4303339938478915,0.5298245353811476,0.07396850784759687,-0.03475486866881214,,430.48,450.48,0.25,0.0005807470730347519,21,-2.2269075964437838e-05,-3.3403613946656757e-05,0.011614941460695027,0.011307972495818608,-1.214306433183765e-17,0.01128570341985417,0.010796364523322777,-5.0306980803327406e-17,0.010774095447358339,0.010284756550827001,3.469446951953614e-18,0.010251352936880344
development-market_long-20220328-CRVUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,CRVUSDT,DeFi,20,-0.07779948380502436,-0.09111484309276478,-0.11670338478731557,-0.18835976439835223,-0.259719909086821,0.2831914447946585,0.12237725893809462,-0.09111484309276478,,2.615,2.948,0.25,0.09560229445506692,21,-0.00015960616252420648,-0.0004546942936121893,0.03183556405353727,0.031516462715105165,2.0816681711721685e-17,0.031356856552580956,0.030984646252390058,-2.0816681711721685e-17,0.030825040089865852,0.03045282978967495,2.0816681711721685e-17,0.029998135496062762
development-market_long-20220328-DASHUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,DASHUSDT,PoW,20,-0.04843592620858984,-0.06160071633172172,-0.07511082731427009,-0.16832205635391767,-0.4567148207624293,0.5891824295281013,0.06474193466568705,-0.06160071633172172,,132.88,132.65,0.25,0.001881396748946418,21,-0.0005162971482615894,-0.0007744457223923841,-0.00043272125225765623,-0.0007324616195062972,4.9873299934333204e-18,-0.0012487587677678866,-0.0012320291578867826,-1.6479873021779667e-17,-0.001748326306148372,-0.001731596696267268,1.5178830414797062e-17,-0.002506042418659652
development-market_long-20220328-ETCUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,ETCUSDT,PoW,20,-0.02306589130072794,0.013892338959781425,-0.01141359019185536,-0.06444281124514625,1.3821020030809694,3.5441484266831793,0.15833423401077543,0.013892338959781425,,47.986,46.721,0.25,0.0052098528737548454,21,-0.000501980458365416,-0.000752970687548124,-0.00659046388529988,-0.006886509606968683,1.9949319973733282e-17,-0.0073884900653340985,-0.0073799230973617125,-1.734723475976807e-17,-0.007881903555727128,-0.00787333658775477,2.949029909160572e-17,-0.008626307275302895
development-market_long-20220328-KAVAUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,KAVAUSDT,DeFi,20,-0.0726851781109334,-0.09032365152796001,-0.08955185545403595,-0.14850559357353865,-0.41965659362026997,0.20759348467591787,0.10282104466100421,-0.09032365152796001,,4.1072,4.6349,0.25,0.06086871834826646,21,0.00043696717717368275,1.83417266127471e-05,0.032120422672380244,0.03180115041877679,-1.3877787807814457e-17,0.03223811759595047,0.03126904926835805,3.469446951953614e-17,0.03170601644553173,0.030736948117939256,2.0816681711721685e-17,0.030755289844552003
development-market_long-20220328-LINKUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,LINKUSDT,Infrastructure,20,-0.04501159090454208,-0.05079172563316402,-0.06429240192630085,-0.15783377169155563,-0.5331150539578003,2.3888715282685866,0.07169257844978368,-0.05079172563316402,,16.854,18.081,0.25,0.014833274000237333,21,-0.0005354399762519284,-0.0008031599643778924,0.018200427198291236,0.017889506941972277,4.163336342344337e-17,0.01735406696572035,0.017371317435030342,3.8163916471489756e-17,0.016835877458778414,0.016853127928088296,2.42861286636753e-17,0.016049967963710405
development-market_long-20220328-LTCUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,LTCUSDT,Payment,20,-0.030566885657398422,-0.04766766776992988,-0.0655202391389499,-0.14672745246960586,-0.3929692957304417,1.4012234939599708,0.05537060505892826,-0.04766766776992988,,129.56,128.74,0.25,0.0019296079036739734,21,-0.0005134350767415769,-0.0007701526151123652,-0.001582278481012639,-0.001881329113924024,1.3227266504323154e-17,-0.002394764190665601,-0.0023797477848100934,3.0357660829594124e-18,-0.0028931828615516705,-0.002878166455696163,-6.938893903907228e-18,-0.003648319070808528
development-market_long-20220328-RUNEUSDT,market_long,2022-03-28T00:00:00+0000,2022-04-04T00:00:00+0000,2022-03-26T00:00:00+0000,RUNEUSDT,DeFi,20,-0.03574981868784607,-0.06220677921950447,-0.05694357866160338,-0.16050116773760165,0.5328402099921674,0.7614719908599441,0.13759269444252856,-0.06220677921950447,,10.4,11.218,0.25,0.024038461538461536,21,-0.0006035945623014208,-0.0009053918434521312,0.019663461538461546,0.019351663461538438,-1.3877787807814457e-17,0.018748068899237018,0.01883201179807692,-3.122502256758253e-17,0.0182284172357755,0.018312360134615346,-2.0816681711721685e-17,0.017406968291163213
