trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,lookback_days,hold_days,top_targets,feature_value,target_median_quote_volume_30d,feature_rank,rankable_targets,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-premium_discount-1000XECUSDT-20220101-3-3,development,premium_discount,1000XECUSDT,Payment,2021-12-31T00:00:00Z,2022-01-01T00:00:00Z,2022-01-02T00:00:00Z,3,1,3,-0.0008215844444444444,18406492.935535,1,25,0.10797,0.1106,2.3154579975919236,3,0.001315510329489673,0.0006577551647448365,0.006089654533666777,0.005786000740946595,1.9081958235744878e-17,0.007101511070436268,0.006993299789937346,0.005279914740205671,1.214306433183765e-17,0.006595425069695344,0.00648726816724432,0.004773828739464636,-4.0766001685454967e-17,0.005431583904209472,0.00532355205443813
development-premium_discount-1000XECUSDT-20220103-3-3,development,premium_discount,1000XECUSDT,Payment,2022-01-02T00:00:00Z,2022-01-03T00:00:00Z,2022-01-04T00:00:00Z,3,1,3,-0.0014362122222222223,17837659.885085,1,25,0.11298,0.11644,2.212781023189945,3,0.00040758287169764574,0.0001556069950185874,0.007656222340237218,0.007351628606833083,4.336808689942018e-18,0.007759211478530728,0.007650929529283479,0.006843976978226307,1.734723475976807e-17,0.007251559849923953,0.007143332446948314,0.006336325349619365,-4.336808689942018e-17,0.0064919323446379525,0.006383786562297544
development-premium_discount-1000XECUSDT-20220105-3-3,development,premium_discount,1000XECUSDT,Payment,2022-01-04T00:00:00Z,2022-01-05T00:00:00Z,2022-01-06T00:00:00Z,3,1,3,-0.0015180144444444444,17321593.244185,1,25,0.11266,0.10407,2.2190662169359134,3,0.00042739139343511446,0.00018839390371205394,-0.019061778803479507,-0.0193503417361974,6.938893903907228e-18,-0.018922950342762288,-0.019028365340798215,-0.019831291394461215,-3.469446951953614e-17,-0.0194039000010261,-0.019509263321869863,-0.020312241052725,6.938893903907228e-18,-0.020123847149012945,-0.02022913311280594
development-premium_discount-1000XECUSDT-20220107-3-3,development,premium_discount,1000XECUSDT,Payment,2022-01-06T00:00:00Z,2022-01-07T00:00:00Z,2022-01-08T00:00:00Z,3,1,3,-0.0009359099999999998,16745737.812985,1,25,0.10313,0.09834,2.42412489091438,3,0.0016175827561182487,0.0008087913780591244,-0.01161155822747989,-0.011904591292543398,1.734723475976807e-18,-0.01028700853642515,-0.010393351451171595,-0.01239298670125083,1.3877787807814457e-17,-0.010775403945132581,-0.010881694382653961,-0.01288138210995829,3.2959746043559335e-17,-0.012072590731899166,-0.012178741788989034
development-premium_discount-1000XECUSDT-20220109-3-3,development,premium_discount,1000XECUSDT,Payment,2022-01-08T00:00:00Z,2022-01-09T00:00:00Z,2022-01-10T00:00:00Z,3,1,3,-0.0007229266666666665,16570744.984335,1,25,0.09613,0.09576,2.600644959950068,3,0.00107078713838604,0.00053539356919302,-0.0009622386351815226,-0.0012616612920003933,1.0842021724855044e-17,-0.0001908741536143534,-0.0002983018801872017,-0.0017606996307084066,-3.881443777498106e-17,-0.0006899124923223667,-0.0007972865981061839,-0.002259737969416392,1.1709383462843448e-17,-0.0017243444002233723,-0.0018316073581238212
development-premium_discount-1000XECUSDT-20220111-3-3,development,premium_discount,1000XECUSDT,Payment,2022-01-10T00:00:00Z,2022-01-11T00:00:00Z,2022-01-12T00:00:00Z,3,1,3,-0.0017931366666666664,15971981.96318,1,25,0.08974,0.09338,2.7858257187430353,3,0.001743939608168041,0.0008662101573378649,0.010140405616224646,0.009834321372854948,2.2551405187698492e-17,0.011578260981022988,0.011469568681644615,0.00932418705148208,-5.204170427930421e-18,0.01106812665965012,0.010959489173304693,0.008814052730109212,-3.122502256758253e-17,0.009680262887447076,0.009571774524615106
development-premium_discount-1000XECUSDT-20220113-3-3,development,premium_discount,1000XECUSDT,Payment,2022-01-12T00:00:00Z,2022-01-13T00:00:00Z,2022-01-14T00:00:00Z,3,1,3,-0.000847701111111111,15312015.310245,1,25,0.09808,0.09484,2.5489396411092984,3,-2.6700464468291192e-05,-6.315615342093189e-05,-0.008258564437194138,-0.008553609298531828,0.0,-0.00858030976300012,-0.008686836059518588,-0.009045355689233286,-2.949029909160572e-17,-0.009072056153701578,-0.009178529612937858,-0.009537102079934773,-1.214306433183765e-17,-0.009600258233355705,-0.009706674938210536
development-premium_discount-1000XECUSDT-20220403-3-3,development,premium_discount,1000XECUSDT,Payment,2022-04-02T00:00:00Z,2022-04-03T00:00:00Z,2022-04-04T00:00:00Z,3,1,3,-0.0032289788888888882,16645724.78595,1,25,0.12877,0.11618,1.9414459889725868,3,0.0008208531476644404,0.00038757187165003494,-0.024442805001164858,-0.024728139318164144,6.938893903907228e-18,-0.023907286170499704,-0.024012165610445058,-0.0252037111788459,1.734723475976807e-17,-0.02438285803118146,-0.024487686371769457,-0.025679283039527823,0.0,-0.025291711167877786,-0.025396441853799745
development-premium_discount-1000XECUSDT-20220405-3-3,development,premium_discount,1000XECUSDT,Payment,2022-04-04T00:00:00Z,2022-04-05T00:00:00Z,2022-04-06T00:00:00Z,3,1,3,-0.0032753944444444435,19324200.6747,1,25,0.10876,0.11095,2.2986392055902907,2,-1.2268161186097832e-05,-3.183945940879e-05,0.005034019860242711,0.004730999448326556,-2.949029909160572e-17,0.004718731287140458,0.00461077603212523,0.004225968448878292,-3.469446951953614e-18,0.004213700287692195,0.0041057992973669855,0.0037209374494299174,-2.42861286636753e-17,0.0036890979900211273,0.003581253367286985
development-premium_discount-1000XECUSDT-20220513-3-3,development,premium_discount,1000XECUSDT,Payment,2022-05-12T00:00:00Z,2022-05-13T00:00:00Z,2022-05-14T00:00:00Z,3,1,3,-0.001390037777777777,13236739.640695,3,25,0.03183,0.04215,7.854225573358468,3,0.001941960250164939,0.0009709801250824695,0.0810556079170594,0.08070697455230919,0.0,0.08264893480247412,0.08253260608458635,0.08012596757775692,1.3877787807814457e-17,0.08206792782792185,0.08195166153820832,0.07954496060320454,1.3877787807814457e-17,0.08051594072828701,0.08039984119684895
